datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2019-01-03 23:00:00.000000000,1546527600000000000,46710.0,46740.0,46210.0,46290.0,31853,102130,106982
2019-01-04 00:00:00.000000000,1546531200000000000,46290.0,46650.0,46250.0,46510.0,18310,106982,103924
2019-01-04 09:00:00.000000000,1546563600000000000,46560.0,46700.0,46480.0,46640.0,17372,103924,104708
2019-01-04 10:00:00.000000000,1546567200000000000,46640.0,46680.0,46590.0,46640.0,8654,104708,105334
2019-01-04 11:00:00.000000000,1546570800000000000,46640.0,46930.0,46640.0,46890.0,15008,105334,103074
2019-01-04 13:00:00.000000000,1546578000000000000,46910.0,47070.0,46810.0,46880.0,16904,103074,101931
2019-01-04 14:00:00.000000000,1546581600000000000,46880.0,47180.0,46860.0,47140.0,20083,101931,100637
2019-01-04 21:00:00.000000000,1546606800000000000,47160.0,47180.0,46810.0,47090.0,30246,100637,103264
2019-01-04 22:00:00.000000000,1546610400000000000,47090.0,47270.0,47000.0,47150.0,19083,103264,101794
2019-01-04 23:00:00.000000000,1546614000000000000,47150.0,47510.0,47070.0,47460.0,23440,101794,100277
2019-01-05 00:00:00.000000000,1546617600000000000,47460.0,47680.0,47420.0,47580.0,20557,100277,98553
2019-01-07 09:00:00.000000000,1546822800000000000,47620.0,47640.0,47280.0,47320.0,21808,98553,97658
2019-01-07 10:00:00.000000000,1546826400000000000,47320.0,47400.0,47310.0,47350.0,7773,97658,98533
2019-01-07 11:00:00.000000000,1546830000000000000,47350.0,47380.0,47310.0,47360.0,4406,98533,98381
2019-01-07 13:00:00.000000000,1546837200000000000,47350.0,47510.0,47320.0,47480.0,9236,98381,97927
2019-01-07 14:00:00.000000000,1546840800000000000,47480.0,47550.0,47430.0,47430.0,14073,97927,97669
2019-01-07 21:00:00.000000000,1546866000000000000,47380.0,47460.0,47260.0,47390.0,17236,97669,98289
2019-01-07 22:00:00.000000000,1546869600000000000,47390.0,47420.0,47280.0,47330.0,8920,98289,98287
2019-01-07 23:00:00.000000000,1546873200000000000,47330.0,47510.0,47320.0,47470.0,9200,98287,98387
2019-01-08 00:00:00.000000000,1546876800000000000,47470.0,47490.0,47320.0,47330.0,5734,98387,98011
2019-01-08 09:00:00.000000000,1546909200000000000,47320.0,47410.0,47290.0,47400.0,11060,98011,97114
2019-01-08 10:00:00.000000000,1546912800000000000,47400.0,47450.0,47370.0,47370.0,7233,97114,97292
2019-01-08 11:00:00.000000000,1546916400000000000,47370.0,47410.0,47310.0,47310.0,3625,97292,96743
2019-01-08 13:00:00.000000000,1546923600000000000,47250.0,47380.0,47230.0,47370.0,8183,96743,97325
2019-01-08 14:00:00.000000000,1546927200000000000,47370.0,47450.0,47310.0,47340.0,12365,97325,95466
2019-01-08 21:00:00.000000000,1546952400000000000,47420.0,47570.0,47380.0,47500.0,21776,95466,94720
2019-01-08 22:00:00.000000000,1546956000000000000,47500.0,47580.0,47450.0,47500.0,14022,94720,94286
2019-01-08 23:00:00.000000000,1546959600000000000,47500.0,47540.0,47260.0,47330.0,15488,94286,95348
2019-01-09 00:00:00.000000000,1546963200000000000,47330.0,47350.0,47290.0,47330.0,3780,95348,94746
2019-01-09 09:00:00.000000000,1546995600000000000,47500.0,47720.0,47430.0,47620.0,25139,94746,93709
2019-01-09 10:00:00.000000000,1546999200000000000,47620.0,47740.0,47600.0,47650.0,10039,93709,93892
2019-01-09 11:00:00.000000000,1547002800000000000,47650.0,47700.0,47630.0,47690.0,4981,93892,93009
2019-01-09 13:00:00.000000000,1547010000000000000,47700.0,47820.0,47690.0,47710.0,10017,93009,93106
2019-01-09 14:00:00.000000000,1547013600000000000,47710.0,47720.0,47590.0,47680.0,11734,93106,91040
2019-01-09 21:00:00.000000000,1547038800000000000,47720.0,47740.0,47580.0,47640.0,14195,91040,91888
2019-01-09 22:00:00.000000000,1547042400000000000,47640.0,47700.0,47540.0,47640.0,12114,91888,92303
2019-01-09 23:00:00.000000000,1547046000000000000,47640.0,47680.0,47380.0,47440.0,14671,92303,93979
2019-01-10 00:00:00.000000000,1547049600000000000,47440.0,47650.0,47410.0,47600.0,7306,93979,92705
2019-01-10 09:00:00.000000000,1547082000000000000,47580.0,47580.0,47410.0,47490.0,13945,92705,91952
2019-01-10 10:00:00.000000000,1547085600000000000,47490.0,47530.0,47460.0,47470.0,7366,91952,91850
2019-01-10 11:00:00.000000000,1547089200000000000,47470.0,47530.0,47470.0,47510.0,4331,91850,91737
2019-01-10 13:00:00.000000000,1547096400000000000,47510.0,47590.0,47500.0,47560.0,5507,91737,91707
2019-01-10 14:00:00.000000000,1547100000000000000,47560.0,47590.0,47440.0,47510.0,13295,91707,91318
2019-01-10 21:00:00.000000000,1547125200000000000,47300.0,47350.0,46970.0,47000.0,30599,91318,96430
2019-01-10 22:00:00.000000000,1547128800000000000,47000.0,47160.0,46990.0,47090.0,15339,96430,97064
2019-01-10 23:00:00.000000000,1547132400000000000,47090.0,47220.0,47020.0,47200.0,12407,97064,96682
2019-01-11 00:00:00.000000000,1547136000000000000,47200.0,47240.0,47170.0,47190.0,5257,96682,96145
2019-01-11 09:00:00.000000000,1547168400000000000,47150.0,47210.0,47090.0,47180.0,14164,96145,96849
2019-01-11 10:00:00.000000000,1547172000000000000,47180.0,47230.0,47140.0,47230.0,5357,96849,96895
2019-01-11 11:00:00.000000000,1547175600000000000,47230.0,47300.0,47210.0,47290.0,6869,96895,96745
2019-01-11 13:00:00.000000000,1547182800000000000,47250.0,47320.0,47240.0,47270.0,10026,96745,97656
2019-01-11 14:00:00.000000000,1547186400000000000,47270.0,47330.0,47230.0,47320.0,12182,97656,96576
2019-01-11 21:00:00.000000000,1547211600000000000,47160.0,47230.0,47050.0,47160.0,19542,96576,98998
2019-01-11 22:00:00.000000000,1547215200000000000,47160.0,47190.0,47000.0,47070.0,12052,98998,100886
2019-01-11 23:00:00.000000000,1547218800000000000,47070.0,47140.0,47040.0,47120.0,8807,100886,101093
2019-01-12 00:00:00.000000000,1547222400000000000,47120.0,47130.0,47040.0,47090.0,5605,101093,100270
2019-01-14 09:00:00.000000000,1547427600000000000,47150.0,47270.0,47120.0,47170.0,16526,100270,100471
2019-01-14 10:00:00.000000000,1547431200000000000,47170.0,47190.0,47030.0,47040.0,8799,100471,101776
2019-01-14 11:00:00.000000000,1547434800000000000,47040.0,47050.0,46840.0,46890.0,14484,101776,105095
2019-01-14 13:00:00.000000000,1547442000000000000,46870.0,46900.0,46730.0,46870.0,14226,105095,107563
2019-01-14 14:00:00.000000000,1547445600000000000,46870.0,46980.0,46840.0,46890.0,16868,107563,105949
2019-01-14 21:00:00.000000000,1547470800000000000,46850.0,46910.0,46690.0,46780.0,18567,105949,108601
2019-01-14 22:00:00.000000000,1547474400000000000,46780.0,46960.0,46770.0,46780.0,10053,108601,108330
2019-01-14 23:00:00.000000000,1547478000000000000,46780.0,46880.0,46780.0,46840.0,7189,108330,108753
2019-01-15 00:00:00.000000000,1547481600000000000,46840.0,46840.0,46710.0,46760.0,5506,108753,108490
2019-01-15 09:00:00.000000000,1547514000000000000,46840.0,47000.0,46830.0,46910.0,12560,108490,106247
2019-01-15 10:00:00.000000000,1547517600000000000,46910.0,46980.0,46900.0,46950.0,5346,106247,105895
2019-01-15 11:00:00.000000000,1547521200000000000,46950.0,47050.0,46930.0,46980.0,6557,105895,105549
2019-01-15 13:00:00.000000000,1547528400000000000,46990.0,47080.0,46980.0,47070.0,6927,105549,105184
2019-01-15 14:00:00.000000000,1547532000000000000,47070.0,47070.0,46950.0,47000.0,13380,105184,103865
2019-01-15 21:00:00.000000000,1547557200000000000,46930.0,47230.0,46890.0,47230.0,22937,103865,105640
2019-01-15 22:00:00.000000000,1547560800000000000,47230.0,47250.0,47110.0,47150.0,13259,105640,106406
2019-01-15 23:00:00.000000000,1547564400000000000,47150.0,47230.0,47070.0,47130.0,12761,106406,105048
2019-01-16 00:00:00.000000000,1547568000000000000,47130.0,47140.0,47010.0,47070.0,5487,105048,105210
2019-01-16 09:00:00.000000000,1547600400000000000,47080.0,47140.0,47030.0,47130.0,13763,105210,105022
2019-01-16 10:00:00.000000000,1547604000000000000,47130.0,47140.0,47080.0,47130.0,5465,105022,104695
2019-01-16 11:00:00.000000000,1547607600000000000,47130.0,47220.0,47090.0,47210.0,6858,104695,105376
2019-01-16 13:00:00.000000000,1547614800000000000,47250.0,47250.0,47150.0,47210.0,5797,105376,104946
2019-01-16 14:00:00.000000000,1547618400000000000,47210.0,47430.0,47200.0,47380.0,26435,104946,104028
2019-01-16 21:00:00.000000000,1547643600000000000,47310.0,47400.0,47300.0,47360.0,12389,104028,104280
2019-01-16 22:00:00.000000000,1547647200000000000,47360.0,47490.0,47280.0,47310.0,13884,104280,104756
2019-01-16 23:00:00.000000000,1547650800000000000,47310.0,47340.0,47220.0,47280.0,6804,104756,105129
2019-01-17 00:00:00.000000000,1547654400000000000,47280.0,47340.0,47240.0,47280.0,5872,105129,104138
2019-01-17 09:00:00.000000000,1547686800000000000,47300.0,47440.0,47300.0,47350.0,12137,104138,104479
2019-01-17 10:00:00.000000000,1547690400000000000,47350.0,47420.0,47330.0,47410.0,6931,104479,104464
2019-01-17 11:00:00.000000000,1547694000000000000,47410.0,47430.0,47370.0,47410.0,4431,104464,104014
2019-01-17 13:00:00.000000000,1547701200000000000,47400.0,47470.0,47350.0,47460.0,5571,104014,103647
2019-01-17 14:00:00.000000000,1547704800000000000,47460.0,47490.0,47360.0,47380.0,11072,103647,102254
2019-01-17 21:00:00.000000000,1547730000000000000,47360.0,47360.0,47230.0,47330.0,13245,102254,103071
2019-01-17 22:00:00.000000000,1547733600000000000,47330.0,47520.0,47300.0,47450.0,9737,103071,102990
2019-01-17 23:00:00.000000000,1547737200000000000,47450.0,47600.0,47400.0,47550.0,16062,102990,102526
2019-01-18 00:00:00.000000000,1547740800000000000,47550.0,47710.0,47540.0,47660.0,10008,102526,102148
2019-01-18 09:00:00.000000000,1547773200000000000,47800.0,47810.0,47650.0,47770.0,20072,102148,100762
2019-01-18 10:00:00.000000000,1547776800000000000,47770.0,47930.0,47730.0,47770.0,15081,100762,100938
2019-01-18 11:00:00.000000000,1547780400000000000,47770.0,47850.0,47760.0,47840.0,4403,100938,100728
2019-01-18 13:00:00.000000000,1547787600000000000,47850.0,47890.0,47790.0,47850.0,6236,100728,100769
2019-01-18 14:00:00.000000000,1547791200000000000,47850.0,47890.0,47750.0,47860.0,11935,100769,99414
2019-01-18 21:00:00.000000000,1547816400000000000,47950.0,47970.0,47780.0,47860.0,13479,99414,98467
2019-01-18 22:00:00.000000000,1547820000000000000,47860.0,47940.0,47690.0,47830.0,15789,98467,98944
2019-01-18 23:00:00.000000000,1547823600000000000,47830.0,48170.0,47800.0,48110.0,23886,98944,101377
2019-01-19 00:00:00.000000000,1547827200000000000,48110.0,48300.0,48050.0,48150.0,17748,101377,99397
2019-01-21 09:00:00.000000000,1548032400000000000,48100.0,48110.0,47910.0,47910.0,13695,99397,97845
2019-01-21 10:00:00.000000000,1548036000000000000,47910.0,47980.0,47890.0,47960.0,6935,97845,98125
2019-01-21 11:00:00.000000000,1548039600000000000,47960.0,47970.0,47910.0,47930.0,2957,98125,97818
2019-01-21 13:00:00.000000000,1548046800000000000,47930.0,47950.0,47800.0,47830.0,7266,97818,97905
2019-01-21 14:00:00.000000000,1548050400000000000,47830.0,47880.0,47740.0,47800.0,10227,97905,97287
2019-01-21 21:00:00.000000000,1548075600000000000,47680.0,47810.0,47640.0,47760.0,10313,97287,97638
2019-01-21 22:00:00.000000000,1548079200000000000,47760.0,47800.0,47680.0,47760.0,6094,97638,97817
2019-01-21 23:00:00.000000000,1548082800000000000,47760.0,47850.0,47730.0,47780.0,5268,97817,98503
2019-01-22 00:00:00.000000000,1548086400000000000,47780.0,47800.0,47600.0,47710.0,5414,98503,97897
2019-01-22 09:00:00.000000000,1548118800000000000,47650.0,47740.0,47600.0,47610.0,9740,97897,97861
2019-01-22 10:00:00.000000000,1548122400000000000,47610.0,47640.0,47500.0,47560.0,11593,97861,97913
2019-01-22 11:00:00.000000000,1548126000000000000,47560.0,47640.0,47550.0,47560.0,4156,97913,97406
2019-01-22 13:00:00.000000000,1548133200000000000,47520.0,47600.0,47510.0,47510.0,5489,97406,97033
2019-01-22 14:00:00.000000000,1548136800000000000,47510.0,47590.0,47510.0,47530.0,6694,97033,95739
2019-01-22 21:00:00.000000000,1548162000000000000,47590.0,47690.0,47520.0,47600.0,7805,95739,96606
2019-01-22 22:00:00.000000000,1548165600000000000,47600.0,47610.0,47530.0,47540.0,5057,96606,97010
2019-01-22 23:00:00.000000000,1548169200000000000,47540.0,47560.0,47350.0,47410.0,10582,97010,97323
2019-01-23 00:00:00.000000000,1548172800000000000,47410.0,47440.0,47320.0,47380.0,4044,97323,97113
2019-01-23 09:00:00.000000000,1548205200000000000,47380.0,47550.0,47380.0,47520.0,9099,97113,96800
2019-01-23 10:00:00.000000000,1548208800000000000,47520.0,47530.0,47450.0,47500.0,5833,96800,96678
2019-01-23 11:00:00.000000000,1548212400000000000,47500.0,47580.0,47490.0,47550.0,3558,96678,96822
2019-01-23 13:00:00.000000000,1548219600000000000,47550.0,47580.0,47460.0,47460.0,6001,96822,96944
2019-01-23 14:00:00.000000000,1548223200000000000,47460.0,47550.0,47460.0,47540.0,7146,96944,96365
2019-01-23 21:00:00.000000000,1548248400000000000,47440.0,47610.0,47410.0,47450.0,13284,96365,97661
2019-01-23 22:00:00.000000000,1548252000000000000,47450.0,47510.0,47370.0,47400.0,8273,97661,98168
2019-01-23 23:00:00.000000000,1548255600000000000,47400.0,47420.0,47260.0,47330.0,8601,98168,98575
2019-01-24 00:00:00.000000000,1548259200000000000,47330.0,47450.0,47330.0,47360.0,4651,98575,97451
2019-01-24 09:00:00.000000000,1548291600000000000,47380.0,47430.0,47320.0,47330.0,8714,97451,97151
2019-01-24 10:00:00.000000000,1548295200000000000,47330.0,47380.0,47280.0,47370.0,6124,97151,97071
2019-01-24 11:00:00.000000000,1548298800000000000,47370.0,47430.0,47360.0,47410.0,3168,97071,96740
2019-01-24 13:00:00.000000000,1548306000000000000,47370.0,47420.0,47330.0,47380.0,4403,96740,96674
2019-01-24 14:00:00.000000000,1548309600000000000,47380.0,47400.0,47280.0,47320.0,9527,96674,95938
2019-01-24 21:00:00.000000000,1548334800000000000,47220.0,47270.0,47090.0,47170.0,17125,95938,96055
2019-01-24 22:00:00.000000000,1548338400000000000,47170.0,47330.0,47170.0,47230.0,6516,96055,96073
2019-01-24 23:00:00.000000000,1548342000000000000,47230.0,47410.0,47220.0,47340.0,8257,96073,97380
2019-01-25 00:00:00.000000000,1548345600000000000,47340.0,47370.0,47200.0,47230.0,5405,97380,97323
2019-01-25 09:00:00.000000000,1548378000000000000,47270.0,47370.0,47240.0,47330.0,7911,97323,96729
2019-01-25 10:00:00.000000000,1548381600000000000,47330.0,47380.0,47300.0,47320.0,5662,96729,96815
2019-01-25 11:00:00.000000000,1548385200000000000,47320.0,47390.0,47290.0,47370.0,4846,96815,96324
2019-01-25 13:00:00.000000000,1548392400000000000,47380.0,47440.0,47330.0,47330.0,5433,96324,96249
2019-01-25 14:00:00.000000000,1548396000000000000,47330.0,47490.0,47330.0,47380.0,11962,96249,95360
2019-01-25 21:00:00.000000000,1548421200000000000,47220.0,47420.0,47140.0,47380.0,17663,95360,95261
2019-01-25 22:00:00.000000000,1548424800000000000,47380.0,47740.0,47380.0,47670.0,23199,95261,95516
2019-01-25 23:00:00.000000000,1548428400000000000,47670.0,47830.0,47670.0,47800.0,12341,95516,95322
2019-01-26 00:00:00.000000000,1548432000000000000,47800.0,47900.0,47740.0,47880.0,7059,95322,94089
2019-01-28 09:00:00.000000000,1548637200000000000,47930.0,47950.0,47720.0,47790.0,19059,94089,93558
2019-01-28 10:00:00.000000000,1548640800000000000,47790.0,47810.0,47660.0,47690.0,6148,93558,92879
2019-01-28 11:00:00.000000000,1548644400000000000,47690.0,47700.0,47600.0,47660.0,6527,92879,91941
2019-01-28 13:00:00.000000000,1548651600000000000,47660.0,47680.0,47610.0,47620.0,4365,91941,91820
2019-01-28 14:00:00.000000000,1548655200000000000,47620.0,47670.0,47540.0,47540.0,11243,91820,90031
2019-01-28 21:00:00.000000000,1548680400000000000,47620.0,47670.0,47470.0,47550.0,11675,90031,90240
2019-01-28 22:00:00.000000000,1548684000000000000,47550.0,47580.0,47420.0,47470.0,8232,90240,89926
2019-01-28 23:00:00.000000000,1548687600000000000,47470.0,47550.0,47450.0,47500.0,3950,89926,89857
2019-01-29 00:00:00.000000000,1548691200000000000,47500.0,47510.0,47360.0,47400.0,4364,89857,89370
2019-01-29 09:00:00.000000000,1548723600000000000,47380.0,47560.0,47350.0,47510.0,11748,89370,89075
2019-01-29 10:00:00.000000000,1548727200000000000,47510.0,47510.0,47420.0,47500.0,6711,89075,88715
2019-01-29 11:00:00.000000000,1548730800000000000,47500.0,47510.0,47450.0,47480.0,2049,88715,88541
2019-01-29 13:00:00.000000000,1548738000000000000,47480.0,47620.0,47480.0,47540.0,5598,88541,89106
2019-01-29 14:00:00.000000000,1548741600000000000,47540.0,47600.0,47530.0,47580.0,6441,89106,88684
2019-01-29 21:00:00.000000000,1548766800000000000,47630.0,47760.0,47600.0,47690.0,10666,88684,89166
2019-01-29 22:00:00.000000000,1548770400000000000,47690.0,47920.0,47680.0,47810.0,12817,89166,89374
2019-01-29 23:00:00.000000000,1548774000000000000,47810.0,47850.0,47720.0,47740.0,6805,89374,89517
2019-01-30 00:00:00.000000000,1548777600000000000,47740.0,47840.0,47720.0,47820.0,3647,89517,89163
2019-01-30 09:00:00.000000000,1548810000000000000,47810.0,47840.0,47720.0,47770.0,9279,89163,89677
2019-01-30 10:00:00.000000000,1548813600000000000,47770.0,47800.0,47690.0,47710.0,6332,89677,90115
2019-01-30 11:00:00.000000000,1548817200000000000,47710.0,47760.0,47710.0,47720.0,3232,90115,90464
2019-01-30 13:00:00.000000000,1548824400000000000,47720.0,47790.0,47710.0,47730.0,4618,90464,90364
2019-01-30 14:00:00.000000000,1548828000000000000,47730.0,47780.0,47640.0,47700.0,10592,90364,89439
2019-01-30 21:00:00.000000000,1548853200000000000,47840.0,47960.0,47770.0,47950.0,12787,89439,88219
2019-01-30 22:00:00.000000000,1548856800000000000,47950.0,48180.0,47930.0,48100.0,16672,88219,87192
2019-01-30 23:00:00.000000000,1548860400000000000,48100.0,48220.0,48060.0,48200.0,8636,87192,87212
2019-01-31 00:00:00.000000000,1548864000000000000,48200.0,48220.0,47870.0,48060.0,8132,87212,85841
2019-01-31 09:00:00.000000000,1548896400000000000,48040.0,48120.0,47990.0,48070.0,9914,85841,85507
2019-01-31 10:00:00.000000000,1548900000000000000,48070.0,48180.0,48040.0,48140.0,7789,85507,86404
2019-01-31 11:00:00.000000000,1548903600000000000,48140.0,48150.0,48080.0,48110.0,2455,86404,86108
2019-01-31 13:00:00.000000000,1548910800000000000,48120.0,48170.0,48060.0,48140.0,5928,86108,86375
2019-01-31 14:00:00.000000000,1548914400000000000,48140.0,48170.0,48030.0,48090.0,10168,86375,86024
2019-01-31 21:00:00.000000000,1548939600000000000,48220.0,48360.0,48190.0,48280.0,12723,86024,85699
2019-01-31 22:00:00.000000000,1548943200000000000,48280.0,48350.0,48250.0,48250.0,6077,85699,85668
2019-01-31 23:00:00.000000000,1548946800000000000,48250.0,48330.0,48210.0,48220.0,4394,85668,85604
2019-02-01 00:00:00.000000000,1548950400000000000,48220.0,48260.0,48140.0,48220.0,2918,85604,85200
2019-02-01 09:00:00.000000000,1548982800000000000,48200.0,48260.0,47990.0,48010.0,11146,85200,84434
2019-02-01 10:00:00.000000000,1548986400000000000,48010.0,48060.0,47970.0,48020.0,4912,84434,84141
2019-02-01 11:00:00.000000000,1548990000000000000,48020.0,48050.0,47970.0,47990.0,2952,84141,84170
2019-02-01 13:00:00.000000000,1548997200000000000,47980.0,48100.0,47980.0,48080.0,4066,84170,84190
2019-02-01 14:00:00.000000000,1549000800000000000,48080.0,48270.0,48060.0,48270.0,7803,84190,83142
2019-02-11 09:00:00.000000000,1549846800000000000,48580.0,48600.0,48330.0,48360.0,21942,83142,82852
2019-02-11 10:00:00.000000000,1549850400000000000,48360.0,48370.0,48270.0,48330.0,7121,82852,82397
2019-02-11 11:00:00.000000000,1549854000000000000,48330.0,48330.0,48210.0,48270.0,5471,82397,82977
2019-02-11 13:00:00.000000000,1549861200000000000,48300.0,48350.0,48280.0,48300.0,3429,82977,83547
2019-02-11 14:00:00.000000000,1549864800000000000,48300.0,48340.0,48170.0,48190.0,7833,83547,83733
2019-02-11 21:00:00.000000000,1549890000000000000,48320.0,48450.0,48280.0,48420.0,9899,83733,83887
2019-02-11 22:00:00.000000000,1549893600000000000,48420.0,48450.0,48310.0,48340.0,5325,83887,83389
2019-02-11 23:00:00.000000000,1549897200000000000,48340.0,48380.0,48280.0,48360.0,3386,83389,83167
2019-02-12 00:00:00.000000000,1549900800000000000,48360.0,48420.0,48310.0,48420.0,1953,83167,82854
2019-02-12 09:00:00.000000000,1549933200000000000,48380.0,48420.0,48290.0,48340.0,7367,82854,83341
2019-02-12 10:00:00.000000000,1549936800000000000,48340.0,48350.0,48290.0,48310.0,5894,83341,83493
2019-02-12 11:00:00.000000000,1549940400000000000,48310.0,48310.0,48250.0,48260.0,3963,83493,84308
2019-02-12 13:00:00.000000000,1549947600000000000,48270.0,48290.0,48150.0,48150.0,4788,84308,84305
2019-02-12 14:00:00.000000000,1549951200000000000,48150.0,48230.0,48060.0,48110.0,10753,84305,83480
2019-02-12 21:00:00.000000000,1549976400000000000,47990.0,48080.0,47970.0,48030.0,7118,83480,83644
2019-02-12 22:00:00.000000000,1549980000000000000,48030.0,48040.0,47850.0,47860.0,7631,83644,84210
2019-02-12 23:00:00.000000000,1549983600000000000,47860.0,47930.0,47830.0,47920.0,3170,84210,84012
2019-02-13 00:00:00.000000000,1549987200000000000,47920.0,48050.0,47900.0,48030.0,2107,84012,83490
2019-02-13 09:00:00.000000000,1550019600000000000,48030.0,48140.0,48020.0,48090.0,7619,83490,82842
2019-02-13 10:00:00.000000000,1550023200000000000,48090.0,48130.0,48070.0,48070.0,6017,82842,83563
2019-02-13 11:00:00.000000000,1550026800000000000,48070.0,48120.0,48040.0,48050.0,2604,83563,83772
2019-02-13 13:00:00.000000000,1550034000000000000,48050.0,48100.0,48050.0,48080.0,2566,83772,83474
2019-02-13 14:00:00.000000000,1550037600000000000,48080.0,48150.0,48000.0,48120.0,9248,83474,83407
2019-02-13 21:00:00.000000000,1550062800000000000,48040.0,48100.0,48000.0,48050.0,3158,83407,83361
2019-02-13 22:00:00.000000000,1550066400000000000,48050.0,48150.0,48030.0,48130.0,2176,83361,83215
2019-02-13 23:00:00.000000000,1550070000000000000,48130.0,48200.0,48090.0,48090.0,2667,83215,83196
2019-02-14 00:00:00.000000000,1550073600000000000,48090.0,48130.0,48010.0,48100.0,1699,83196,82988
2019-02-14 09:00:00.000000000,1550106000000000000,48130.0,48230.0,48110.0,48150.0,7271,82988,83826
2019-02-14 10:00:00.000000000,1550109600000000000,48150.0,48160.0,48060.0,48070.0,6555,83826,83165
2019-02-14 11:00:00.000000000,1550113200000000000,48070.0,48190.0,48060.0,48160.0,3530,83165,83289
2019-02-14 13:00:00.000000000,1550120400000000000,48190.0,48270.0,48170.0,48210.0,3184,83289,83166
2019-02-14 14:00:00.000000000,1550124000000000000,48210.0,48390.0,48210.0,48340.0,8604,83166,82664
2019-02-14 21:00:00.000000000,1550149200000000000,48640.0,48650.0,48350.0,48380.0,13951,82664,90796
2019-02-14 22:00:00.000000000,1550152800000000000,48380.0,48410.0,48200.0,48360.0,12910,90796,90496
2019-02-14 23:00:00.000000000,1550156400000000000,48360.0,48400.0,48200.0,48380.0,7812,90496,90413
2019-02-15 00:00:00.000000000,1550160000000000000,48380.0,48400.0,48330.0,48340.0,2255,90413,90233
2019-02-15 09:00:00.000000000,1550192400000000000,48340.0,48490.0,48330.0,48380.0,9492,90233,91699
2019-02-15 10:00:00.000000000,1550196000000000000,48380.0,48380.0,48310.0,48320.0,4214,91699,91816
2019-02-15 11:00:00.000000000,1550199600000000000,48320.0,48370.0,48290.0,48330.0,2375,91816,91651
2019-02-15 13:00:00.000000000,1550206800000000000,48270.0,48320.0,48250.0,48270.0,4889,91651,92137
2019-02-15 14:00:00.000000000,1550210400000000000,48270.0,48270.0,48150.0,48200.0,7255,92137,92004
2019-02-15 21:00:00.000000000,1550235600000000000,48550.0,48700.0,48480.0,48520.0,16769,92004,92239
2019-02-15 22:00:00.000000000,1550239200000000000,48520.0,48570.0,48440.0,48530.0,7242,92239,92302
2019-02-15 23:00:00.000000000,1550242800000000000,48530.0,48580.0,48500.0,48570.0,4679,92302,92503
2019-02-16 00:00:00.000000000,1550246400000000000,48570.0,48700.0,48550.0,48640.0,6086,92503,92915
2019-02-18 09:00:00.000000000,1550451600000000000,48800.0,48820.0,48600.0,48690.0,15599,92915,94917
2019-02-18 10:00:00.000000000,1550455200000000000,48690.0,48840.0,48640.0,48820.0,13652,94917,98620
2019-02-18 11:00:00.000000000,1550458800000000000,48820.0,48900.0,48780.0,48850.0,8319,98620,100921
2019-02-18 13:00:00.000000000,1550466000000000000,48860.0,49260.0,48860.0,49170.0,19161,100921,107880
2019-02-18 14:00:00.000000000,1550469600000000000,49170.0,49240.0,49110.0,49230.0,19232,107880,111020
2019-02-18 21:00:00.000000000,1550494800000000000,49300.0,49440.0,49240.0,49330.0,17923,111020,112053
