datetime,datetime_nano,KQ.m@SHFE.ru.open,KQ.m@SHFE.ru.high,KQ.m@SHFE.ru.low,KQ.m@SHFE.ru.close,KQ.m@SHFE.ru.volume,KQ.m@SHFE.ru.open_oi,KQ.m@SHFE.ru.close_oi
2019-01-23 11:00:00.000000000,1548212400000000000,11600.0,11645.0,11595.0,11635.0,9012,183024,182946
2019-01-23 13:00:00.000000000,1548219600000000000,11645.0,11665.0,11610.0,11615.0,11605,182946,182441
2019-01-23 14:00:00.000000000,1548223200000000000,11615.0,11635.0,11600.0,11615.0,14296,182441,181370
2019-01-23 21:00:00.000000000,1548248400000000000,11605.0,11660.0,11585.0,11620.0,21093,181370,182223
2019-01-23 22:00:00.000000000,1548252000000000000,11620.0,11690.0,11525.0,11645.0,44536,182223,180827
2019-01-24 09:00:00.000000000,1548291600000000000,11660.0,11675.0,11600.0,11600.0,17270,180827,181164
2019-01-24 10:00:00.000000000,1548295200000000000,11600.0,11620.0,11570.0,11615.0,12720,181164,181575
2019-01-24 11:00:00.000000000,1548298800000000000,11615.0,11650.0,11610.0,11635.0,6646,181575,181337
2019-01-24 13:00:00.000000000,1548306000000000000,11635.0,11635.0,11585.0,11605.0,8387,181337,181742
2019-01-24 14:00:00.000000000,1548309600000000000,11605.0,11625.0,11595.0,11610.0,10498,181742,180583
2019-01-24 21:00:00.000000000,1548334800000000000,11605.0,11665.0,11595.0,11635.0,21681,180583,182229
2019-01-24 22:00:00.000000000,1548338400000000000,11635.0,11675.0,11610.0,11635.0,16706,182229,180910
2019-01-25 09:00:00.000000000,1548378000000000000,11680.0,11720.0,11655.0,11715.0,30580,180910,182354
2019-01-25 10:00:00.000000000,1548381600000000000,11715.0,11750.0,11670.0,11680.0,24168,182354,181085
2019-01-25 11:00:00.000000000,1548385200000000000,11680.0,11695.0,11645.0,11655.0,9704,181085,180682
2019-01-25 13:00:00.000000000,1548392400000000000,11655.0,11690.0,11650.0,11675.0,6831,180682,180721
2019-01-25 14:00:00.000000000,1548396000000000000,11675.0,11690.0,11605.0,11610.0,22461,180721,178302
2019-01-25 21:00:00.000000000,1548421200000000000,11630.0,11660.0,11615.0,11630.0,17256,178302,178653
2019-01-25 22:00:00.000000000,1548424800000000000,11630.0,11660.0,11615.0,11655.0,11312,178653,177500
2019-01-28 09:00:00.000000000,1548637200000000000,11655.0,11775.0,11655.0,11725.0,48326,177500,177913
2019-01-28 10:00:00.000000000,1548640800000000000,11725.0,11750.0,11710.0,11715.0,8581,177913,177886
2019-01-28 11:00:00.000000000,1548644400000000000,11715.0,11730.0,11705.0,11720.0,4310,177886,177565
2019-01-28 13:00:00.000000000,1548651600000000000,11695.0,11710.0,11645.0,11655.0,18353,177565,176428
2019-01-28 14:00:00.000000000,1548655200000000000,11655.0,11665.0,11550.0,11555.0,31438,176428,175835
2019-01-28 21:00:00.000000000,1548680400000000000,11565.0,11605.0,11530.0,11595.0,26899,175835,177321
2019-01-28 22:00:00.000000000,1548684000000000000,11595.0,11600.0,11465.0,11485.0,20537,177321,176496
2019-01-29 09:00:00.000000000,1548723600000000000,11465.0,11525.0,11420.0,11505.0,37098,176496,176994
2019-01-29 10:00:00.000000000,1548727200000000000,11505.0,11505.0,11450.0,11450.0,13504,176994,178090
2019-01-29 11:00:00.000000000,1548730800000000000,11450.0,11495.0,11440.0,11490.0,9527,178090,177273
2019-01-29 13:00:00.000000000,1548738000000000000,11490.0,11510.0,11475.0,11495.0,9326,177273,177861
2019-01-29 14:00:00.000000000,1548741600000000000,11495.0,11505.0,11445.0,11460.0,19534,177861,176466
2019-01-29 21:00:00.000000000,1548766800000000000,11480.0,11490.0,11455.0,11470.0,14022,176466,178251
2019-01-29 22:00:00.000000000,1548770400000000000,11470.0,11525.0,11465.0,11480.0,18278,178251,176602
2019-01-30 09:00:00.000000000,1548810000000000000,11530.0,11555.0,11475.0,11495.0,26232,176602,177136
2019-01-30 10:00:00.000000000,1548813600000000000,11495.0,11530.0,11490.0,11520.0,10471,177136,176959
2019-01-30 11:00:00.000000000,1548817200000000000,11520.0,11535.0,11510.0,11520.0,6308,176959,176682
2019-01-30 13:00:00.000000000,1548824400000000000,11520.0,11525.0,11495.0,11495.0,6349,176682,176419
2019-01-30 14:00:00.000000000,1548828000000000000,11495.0,11520.0,11350.0,11375.0,33251,176419,175234
2019-01-30 21:00:00.000000000,1548853200000000000,11400.0,11415.0,11285.0,11320.0,39832,175234,177606
2019-01-30 22:00:00.000000000,1548856800000000000,11320.0,11320.0,11235.0,11250.0,32646,177606,178704
2019-01-31 09:00:00.000000000,1548896400000000000,11255.0,11385.0,11250.0,11380.0,30531,178704,176978
2019-01-31 10:00:00.000000000,1548900000000000000,11380.0,11390.0,11340.0,11375.0,11240,176978,175818
2019-01-31 11:00:00.000000000,1548903600000000000,11375.0,11390.0,11355.0,11365.0,6123,175818,174900
2019-01-31 13:00:00.000000000,1548910800000000000,11360.0,11375.0,11350.0,11355.0,6037,174900,174641
2019-01-31 14:00:00.000000000,1548914400000000000,11355.0,11370.0,11325.0,11330.0,19954,174641,173155
2019-01-31 21:00:00.000000000,1548939600000000000,11350.0,11465.0,11340.0,11425.0,31478,173155,173417
2019-01-31 22:00:00.000000000,1548943200000000000,11425.0,11450.0,11405.0,11435.0,13062,173417,172099
2019-02-01 09:00:00.000000000,1548982800000000000,11430.0,11460.0,11350.0,11355.0,26842,172099,171395
2019-02-01 10:00:00.000000000,1548986400000000000,11355.0,11410.0,11350.0,11400.0,8092,171395,170644
2019-02-01 11:00:00.000000000,1548990000000000000,11400.0,11410.0,11385.0,11395.0,4371,170644,170224
2019-02-01 13:00:00.000000000,1548997200000000000,11390.0,11435.0,11390.0,11430.0,6946,170224,169660
2019-02-01 14:00:00.000000000,1549000800000000000,11430.0,11450.0,11385.0,11420.0,16970,169660,166202
2019-02-11 09:00:00.000000000,1549846800000000000,11400.0,11410.0,11270.0,11290.0,34565,166202,171116
2019-02-11 10:00:00.000000000,1549850400000000000,11290.0,11335.0,11265.0,11315.0,11222,171116,172515
2019-02-11 11:00:00.000000000,1549854000000000000,11315.0,11340.0,11300.0,11310.0,5395,172515,172779
2019-02-11 13:00:00.000000000,1549861200000000000,11310.0,11325.0,11310.0,11315.0,3850,172779,173066
2019-02-11 14:00:00.000000000,1549864800000000000,11315.0,11380.0,11300.0,11305.0,19646,173066,172113
2019-02-11 21:00:00.000000000,1549890000000000000,11320.0,11675.0,11310.0,11655.0,86603,172113,171944
2019-02-11 22:00:00.000000000,1549893600000000000,11655.0,11680.0,11605.0,11615.0,24204,171944,168269
2019-02-12 09:00:00.000000000,1549933200000000000,11620.0,11620.0,11550.0,11605.0,27207,168269,167721
2019-02-12 10:00:00.000000000,1549936800000000000,11605.0,11630.0,11600.0,11620.0,11409,167721,167234
2019-02-12 11:00:00.000000000,1549940400000000000,11620.0,11645.0,11595.0,11600.0,8825,167234,166666
2019-02-12 13:00:00.000000000,1549947600000000000,11600.0,11610.0,11575.0,11600.0,6744,166666,166697
2019-02-12 14:00:00.000000000,1549951200000000000,11600.0,11620.0,11540.0,11615.0,26051,166697,166011
2019-02-12 21:00:00.000000000,1549976400000000000,11610.0,11635.0,11570.0,11595.0,19986,166011,167831
2019-02-12 22:00:00.000000000,1549980000000000000,11595.0,11620.0,11565.0,11600.0,14765,167831,166632
2019-02-13 09:00:00.000000000,1550019600000000000,11575.0,11690.0,11515.0,11615.0,50281,166632,167255
2019-02-13 10:00:00.000000000,1550023200000000000,11615.0,11630.0,11590.0,11605.0,8111,167255,168188
2019-02-13 11:00:00.000000000,1550026800000000000,11605.0,11620.0,11595.0,11610.0,4819,168188,168520
2019-02-13 13:00:00.000000000,1550034000000000000,11610.0,11625.0,11570.0,11615.0,11472,168520,168532
2019-02-13 14:00:00.000000000,1550037600000000000,11615.0,11680.0,11590.0,11675.0,26541,168532,169842
2019-02-13 21:00:00.000000000,1550062800000000000,11665.0,11750.0,11610.0,11675.0,52621,169842,171327
2019-02-13 22:00:00.000000000,1550066400000000000,11675.0,11720.0,11655.0,11720.0,17597,171327,170449
2019-02-14 09:00:00.000000000,1550106000000000000,11720.0,11900.0,11720.0,11845.0,63081,170449,175272
2019-02-14 10:00:00.000000000,1550109600000000000,11845.0,11865.0,11790.0,11795.0,18706,175272,172960
2019-02-14 11:00:00.000000000,1550113200000000000,11795.0,11835.0,11780.0,11785.0,7904,172960,172362
2019-02-14 13:00:00.000000000,1550120400000000000,11785.0,11805.0,11760.0,11780.0,11275,172362,171493
2019-02-14 14:00:00.000000000,1550124000000000000,11780.0,11810.0,11740.0,11785.0,22073,171493,169939
2019-02-14 21:00:00.000000000,1550149200000000000,11790.0,11815.0,11635.0,11655.0,39863,169939,170397
2019-02-14 22:00:00.000000000,1550152800000000000,11655.0,11675.0,11530.0,11575.0,40738,170397,167515
2019-02-15 09:00:00.000000000,1550192400000000000,11585.0,11650.0,11580.0,11615.0,20190,167515,167397
2019-02-15 10:00:00.000000000,1550196000000000000,11615.0,11630.0,11575.0,11590.0,11958,167397,167243
2019-02-15 11:00:00.000000000,1550199600000000000,11590.0,11635.0,11580.0,11615.0,8304,167243,167525
2019-02-15 13:00:00.000000000,1550206800000000000,11610.0,11640.0,11600.0,11615.0,6017,167525,167337
2019-02-15 14:00:00.000000000,1550210400000000000,11615.0,11645.0,11600.0,11640.0,13820,167337,166398
2019-02-15 21:00:00.000000000,1550235600000000000,11670.0,11695.0,11650.0,11675.0,21623,166398,167583
2019-02-15 22:00:00.000000000,1550239200000000000,11675.0,11740.0,11660.0,11715.0,19359,167583,167037
2019-02-18 09:00:00.000000000,1550451600000000000,11740.0,11830.0,11735.0,11750.0,36626,167037,168418
2019-02-18 10:00:00.000000000,1550455200000000000,11750.0,11750.0,11665.0,11720.0,17396,168418,167587
2019-02-18 11:00:00.000000000,1550458800000000000,11720.0,11770.0,11715.0,11755.0,10222,167587,168113
2019-02-18 13:00:00.000000000,1550466000000000000,11760.0,11795.0,11745.0,11795.0,13058,168113,169464
2019-02-18 14:00:00.000000000,1550469600000000000,11795.0,11840.0,11760.0,11815.0,35065,169464,170141
2019-02-18 21:00:00.000000000,1550494800000000000,11845.0,12280.0,11830.0,12150.0,132625,170141,178994
2019-02-18 22:00:00.000000000,1550498400000000000,12150.0,12190.0,12130.0,12185.0,26492,178994,177487
2019-02-19 09:00:00.000000000,1550538000000000000,12195.0,12210.0,12090.0,12170.0,44950,177487,177478
2019-02-19 10:00:00.000000000,1550541600000000000,12170.0,12225.0,12140.0,12175.0,23989,177478,177921
2019-02-19 11:00:00.000000000,1550545200000000000,12175.0,12260.0,12170.0,12250.0,23014,177921,181435
2019-02-19 13:00:00.000000000,1550552400000000000,12240.0,12250.0,12175.0,12200.0,16644,181435,179662
2019-02-19 14:00:00.000000000,1550556000000000000,12200.0,12425.0,12175.0,12375.0,74783,179662,182518
2019-02-19 21:00:00.000000000,1550581200000000000,12340.0,12370.0,12290.0,12305.0,49725,182518,183107
2019-02-19 22:00:00.000000000,1550584800000000000,12305.0,12325.0,12215.0,12320.0,41774,183107,177966
2019-02-20 09:00:00.000000000,1550624400000000000,12320.0,12320.0,12225.0,12235.0,30932,177966,177012
2019-02-20 10:00:00.000000000,1550628000000000000,12235.0,12290.0,12225.0,12270.0,13667,177012,177382
2019-02-20 11:00:00.000000000,1550631600000000000,12270.0,12350.0,12270.0,12325.0,18140,177382,178335
2019-02-20 13:00:00.000000000,1550638800000000000,12325.0,12495.0,12280.0,12470.0,37714,178335,182649
2019-02-20 14:00:00.000000000,1550642400000000000,12470.0,12520.0,12435.0,12460.0,62296,182649,181212
2019-02-20 21:00:00.000000000,1550667600000000000,12455.0,12490.0,12405.0,12445.0,39378,181212,181177
2019-02-20 22:00:00.000000000,1550671200000000000,12445.0,12570.0,12415.0,12430.0,39563,181177,179418
2019-02-21 09:00:00.000000000,1550710800000000000,12490.0,12490.0,12290.0,12340.0,53850,179418,175943
2019-02-21 10:00:00.000000000,1550714400000000000,12340.0,12410.0,12330.0,12390.0,11652,175943,176159
2019-02-21 11:00:00.000000000,1550718000000000000,12390.0,12415.0,12370.0,12380.0,6090,176159,175670
2019-02-21 13:00:00.000000000,1550725200000000000,12390.0,12415.0,12345.0,12345.0,13710,175670,175878
2019-02-21 14:00:00.000000000,1550728800000000000,12345.0,12375.0,12265.0,12325.0,37305,175878,172846
2019-02-21 21:00:00.000000000,1550754000000000000,12300.0,12375.0,12265.0,12350.0,28361,172846,175631
2019-02-21 22:00:00.000000000,1550757600000000000,12350.0,12385.0,12310.0,12375.0,20984,175631,174261
2019-02-22 09:00:00.000000000,1550797200000000000,12350.0,12475.0,12340.0,12420.0,37133,174261,175276
2019-02-22 10:00:00.000000000,1550800800000000000,12420.0,12450.0,12385.0,12435.0,14002,175276,175561
2019-02-22 11:00:00.000000000,1550804400000000000,12435.0,12440.0,12395.0,12415.0,6161,175561,174881
2019-02-22 13:00:00.000000000,1550811600000000000,12405.0,12470.0,12405.0,12435.0,12278,174881,175266
2019-02-22 14:00:00.000000000,1550815200000000000,12435.0,12525.0,12415.0,12515.0,31950,175266,173494
2019-02-22 21:00:00.000000000,1550840400000000000,12640.0,12770.0,12575.0,12660.0,77614,173494,176998
2019-02-22 22:00:00.000000000,1550844000000000000,12660.0,12700.0,12620.0,12675.0,34509,176998,174388
2019-02-25 09:00:00.000000000,1551056400000000000,12750.0,12855.0,12535.0,12590.0,80476,174388,172344
2019-02-25 10:00:00.000000000,1551060000000000000,12590.0,12605.0,12525.0,12580.0,21762,172344,172293
2019-02-25 11:00:00.000000000,1551063600000000000,12580.0,12585.0,12510.0,12525.0,13743,172293,171274
2019-02-25 13:00:00.000000000,1551070800000000000,12585.0,12635.0,12555.0,12600.0,22153,171274,172237
2019-02-25 14:00:00.000000000,1551074400000000000,12600.0,12670.0,12430.0,12445.0,43892,172237,169259
2019-02-25 21:00:00.000000000,1551099600000000000,12405.0,12505.0,12270.0,12360.0,72829,169259,166531
2019-02-25 22:00:00.000000000,1551103200000000000,12360.0,12520.0,12360.0,12485.0,37987,166531,166513
2019-02-26 09:00:00.000000000,1551142800000000000,12465.0,12510.0,12405.0,12455.0,28491,166513,165817
2019-02-26 10:00:00.000000000,1551146400000000000,12455.0,12525.0,12450.0,12470.0,15351,165817,166262
2019-02-26 11:00:00.000000000,1551150000000000000,12470.0,12500.0,12460.0,12485.0,6980,166262,166231
2019-02-26 13:00:00.000000000,1551157200000000000,12485.0,12545.0,12450.0,12475.0,16726,166231,166773
2019-02-26 14:00:00.000000000,1551160800000000000,12475.0,12505.0,12345.0,12400.0,34323,166773,164071
2019-02-26 21:00:00.000000000,1551186000000000000,12440.0,12530.0,12415.0,12475.0,38692,164071,165586
2019-02-26 22:00:00.000000000,1551189600000000000,12475.0,12485.0,12395.0,12480.0,23148,165586,163987
2019-02-27 09:00:00.000000000,1551229200000000000,12485.0,12515.0,12445.0,12475.0,19716,163987,164561
2019-02-27 10:00:00.000000000,1551232800000000000,12475.0,12535.0,12445.0,12530.0,15124,164561,165325
2019-02-27 11:00:00.000000000,1551236400000000000,12530.0,12590.0,12495.0,12500.0,24769,165325,165935
2019-02-27 13:00:00.000000000,1551243600000000000,12520.0,12550.0,12445.0,12470.0,18635,165935,166476
2019-02-27 14:00:00.000000000,1551247200000000000,12470.0,12485.0,12315.0,12405.0,47940,166476,163350
2019-02-27 21:00:00.000000000,1551272400000000000,12440.0,12520.0,12415.0,12505.0,33393,163350,164195
2019-02-27 22:00:00.000000000,1551276000000000000,12505.0,12510.0,12455.0,12485.0,15551,164195,163293
2019-02-28 09:00:00.000000000,1551315600000000000,12495.0,12550.0,12470.0,12510.0,25516,163293,165287
2019-02-28 10:00:00.000000000,1551319200000000000,12510.0,12535.0,12490.0,12520.0,11579,165287,166552
2019-02-28 11:00:00.000000000,1551322800000000000,12520.0,12560.0,12500.0,12510.0,12710,166552,166617
2019-02-28 13:00:00.000000000,1551330000000000000,12520.0,12555.0,12510.0,12540.0,9847,166617,167897
