datetime,datetime_nano,KQ.m@SHFE.ss.open,KQ.m@SHFE.ss.high,KQ.m@SHFE.ss.low,KQ.m@SHFE.ss.close,KQ.m@SHFE.ss.volume,KQ.m@SHFE.ss.open_oi,KQ.m@SHFE.ss.close_oi
2019-09-30 10:00:00.000000000,1569808800000000000,15675.0,15715.0,15650.0,15665.0,703,7791,7607
2019-09-30 11:00:00.000000000,1569812400000000000,15665.0,15680.0,15655.0,15670.0,155,7607,7546
2019-09-30 13:00:00.000000000,1569819600000000000,15670.0,15700.0,15670.0,15695.0,191,7546,7489
2019-09-30 14:00:00.000000000,1569823200000000000,15695.0,15705.0,15670.0,15700.0,728,7489,7295
2019-10-08 09:00:00.000000000,1570496400000000000,15765.0,15800.0,15630.0,15665.0,1427,7295,7241
2019-10-08 10:00:00.000000000,1570500000000000000,15665.0,15665.0,15545.0,15630.0,1485,7241,7349
2019-10-08 11:00:00.000000000,1570503600000000000,15630.0,15645.0,15620.0,15640.0,188,7349,7350
2019-10-08 13:00:00.000000000,1570510800000000000,15640.0,15650.0,15620.0,15625.0,164,7350,7362
2019-10-08 14:00:00.000000000,1570514400000000000,15625.0,15680.0,15615.0,15675.0,436,7362,7307
2019-10-08 21:00:00.000000000,1570539600000000000,15660.0,15690.0,15630.0,15660.0,608,7307,7403
2019-10-08 22:00:00.000000000,1570543200000000000,15660.0,15695.0,15650.0,15690.0,321,7403,7361
2019-10-08 23:00:00.000000000,1570546800000000000,15690.0,15690.0,15665.0,15680.0,177,7361,7329
2019-10-09 00:00:00.000000000,1570550400000000000,15680.0,15690.0,15660.0,15660.0,59,7329,7310
2019-10-09 09:00:00.000000000,1570582800000000000,15660.0,15690.0,15660.0,15675.0,374,7310,7327
2019-10-09 10:00:00.000000000,1570586400000000000,15675.0,15685.0,15670.0,15670.0,141,7327,7296
2019-10-09 11:00:00.000000000,1570590000000000000,15670.0,15680.0,15650.0,15675.0,189,7296,7228
2019-10-09 13:00:00.000000000,1570597200000000000,15665.0,15680.0,15665.0,15675.0,86,7228,7238
2019-10-09 14:00:00.000000000,1570600800000000000,15675.0,15680.0,15630.0,15675.0,494,7238,7250
2019-10-09 21:00:00.000000000,1570626000000000000,15705.0,15895.0,15670.0,15670.0,1260,7250,7445
2019-10-09 22:00:00.000000000,1570629600000000000,15670.0,15680.0,15600.0,15625.0,1385,7445,7570
2019-10-09 23:00:00.000000000,1570633200000000000,15625.0,15665.0,15620.0,15655.0,240,7570,7511
2019-10-10 00:00:00.000000000,1570636800000000000,15655.0,15680.0,15640.0,15655.0,72,7511,7488
2019-10-10 09:00:00.000000000,1570669200000000000,15655.0,15700.0,15640.0,15675.0,488,7488,7454
2019-10-10 10:00:00.000000000,1570672800000000000,15675.0,15695.0,15660.0,15685.0,224,7454,7451
2019-10-10 11:00:00.000000000,1570676400000000000,15685.0,15710.0,15685.0,15705.0,207,7451,7404
2019-10-10 13:00:00.000000000,1570683600000000000,15705.0,15745.0,15680.0,15720.0,648,7404,7495
2019-10-10 14:00:00.000000000,1570687200000000000,15720.0,15775.0,15715.0,15765.0,1259,7495,7643
2019-10-10 21:00:00.000000000,1570712400000000000,15780.0,15800.0,15705.0,15745.0,713,7643,7645
2019-10-10 22:00:00.000000000,1570716000000000000,15745.0,15755.0,15710.0,15720.0,338,7645,7652
2019-10-10 23:00:00.000000000,1570719600000000000,15720.0,15765.0,15710.0,15765.0,223,7652,7630
2019-10-11 00:00:00.000000000,1570723200000000000,15765.0,15775.0,15755.0,15770.0,118,7630,7632
2019-10-11 09:00:00.000000000,1570755600000000000,15770.0,15800.0,15705.0,15710.0,703,7632,7670
2019-10-11 10:00:00.000000000,1570759200000000000,15710.0,15770.0,15705.0,15755.0,399,7670,7655
2019-10-11 11:00:00.000000000,1570762800000000000,15755.0,15795.0,15725.0,15725.0,734,7655,7531
2019-10-11 13:00:00.000000000,1570770000000000000,15725.0,15765.0,15710.0,15765.0,376,7531,7439
2019-10-11 14:00:00.000000000,1570773600000000000,15765.0,15765.0,15730.0,15745.0,353,7439,7327
2019-10-11 21:00:00.000000000,1570798800000000000,15760.0,15830.0,15735.0,15790.0,1679,7327,7424
2019-10-11 22:00:00.000000000,1570802400000000000,15790.0,15805.0,15735.0,15760.0,783,7424,7323
2019-10-11 23:00:00.000000000,1570806000000000000,15760.0,15775.0,15740.0,15745.0,351,7323,7253
2019-10-12 00:00:00.000000000,1570809600000000000,15745.0,15765.0,15735.0,15755.0,90,7253,7203
2019-10-14 09:00:00.000000000,1571014800000000000,15755.0,15790.0,15735.0,15760.0,581,7203,7224
2019-10-14 10:00:00.000000000,1571018400000000000,15760.0,15785.0,15760.0,15770.0,208,7224,7304
2019-10-14 11:00:00.000000000,1571022000000000000,15770.0,15810.0,15770.0,15780.0,434,7304,7362
2019-10-14 13:00:00.000000000,1571029200000000000,15780.0,15795.0,15775.0,15775.0,220,7362,7414
2019-10-14 14:00:00.000000000,1571032800000000000,15775.0,15800.0,15755.0,15765.0,575,7414,7387
2019-10-14 21:00:00.000000000,1571058000000000000,15735.0,15820.0,15720.0,15790.0,862,7387,7399
2019-10-14 22:00:00.000000000,1571061600000000000,15790.0,15800.0,15785.0,15790.0,238,7399,7379
2019-10-14 23:00:00.000000000,1571065200000000000,15790.0,15810.0,15785.0,15790.0,193,7379,7335
2019-10-15 00:00:00.000000000,1571068800000000000,15790.0,15790.0,15165.0,15440.0,2810,7335,7195
2019-10-15 09:00:00.000000000,1571101200000000000,15505.0,15630.0,15470.0,15535.0,3006,7195,7522
2019-10-15 10:00:00.000000000,1571104800000000000,15535.0,15545.0,15490.0,15495.0,598,7522,7617
2019-10-15 11:00:00.000000000,1571108400000000000,15495.0,15525.0,15495.0,15515.0,185,7617,7591
2019-10-15 13:00:00.000000000,1571115600000000000,15510.0,15520.0,15360.0,15440.0,2098,7591,7645
2019-10-15 14:00:00.000000000,1571119200000000000,15440.0,15500.0,15400.0,15440.0,1545,7645,7385
2019-10-15 21:00:00.000000000,1571144400000000000,15450.0,15535.0,15405.0,15495.0,1091,7385,7324
2019-10-15 22:00:00.000000000,1571148000000000000,15495.0,15585.0,15485.0,15535.0,1062,7324,7101
2019-10-15 23:00:00.000000000,1571151600000000000,15535.0,15545.0,15510.0,15525.0,177,7101,7105
2019-10-16 00:00:00.000000000,1571155200000000000,15525.0,15550.0,15525.0,15550.0,64,7105,7076
2019-10-16 09:00:00.000000000,1571187600000000000,15550.0,15580.0,15475.0,15510.0,870,7076,7073
2019-10-16 10:00:00.000000000,1571191200000000000,15510.0,15520.0,15465.0,15485.0,303,7073,7108
2019-10-16 11:00:00.000000000,1571194800000000000,15485.0,15490.0,15465.0,15485.0,185,7108,7120
2019-10-16 13:00:00.000000000,1571202000000000000,15480.0,15530.0,15475.0,15485.0,386,7120,7058
2019-10-16 14:00:00.000000000,1571205600000000000,15485.0,15520.0,15450.0,15490.0,762,7058,7031
2019-10-16 21:00:00.000000000,1571230800000000000,15495.0,15510.0,15320.0,15335.0,1489,7031,7204
2019-10-16 22:00:00.000000000,1571234400000000000,15335.0,15385.0,15290.0,15385.0,1760,7204,7244
2019-10-16 23:00:00.000000000,1571238000000000000,15385.0,15390.0,15335.0,15365.0,276,7244,7246
2019-10-17 00:00:00.000000000,1571241600000000000,15365.0,15365.0,15325.0,15330.0,174,7246,7198
2019-10-17 09:00:00.000000000,1571274000000000000,15325.0,15480.0,15290.0,15350.0,1705,7198,7096
2019-10-17 10:00:00.000000000,1571277600000000000,15350.0,15365.0,15230.0,15235.0,842,7096,7276
2019-10-17 11:00:00.000000000,1571281200000000000,15235.0,15250.0,15115.0,15150.0,1824,7276,7482
2019-10-17 13:00:00.000000000,1571288400000000000,15150.0,15195.0,15125.0,15150.0,938,7482,7559
2019-10-17 14:00:00.000000000,1571292000000000000,15150.0,15185.0,15120.0,15180.0,1980,7559,7433
2019-10-17 21:00:00.000000000,1571317200000000000,15155.0,15235.0,15140.0,15225.0,1225,7433,7433
2019-10-17 22:00:00.000000000,1571320800000000000,15225.0,15245.0,15205.0,15215.0,624,7433,7319
2019-10-17 23:00:00.000000000,1571324400000000000,15215.0,15225.0,15165.0,15175.0,205,7319,7288
2019-10-18 00:00:00.000000000,1571328000000000000,15175.0,15190.0,15125.0,15160.0,324,7288,7262
2019-10-18 09:00:00.000000000,1571360400000000000,15180.0,15215.0,15135.0,15170.0,740,7262,7262
2019-10-18 10:00:00.000000000,1571364000000000000,15170.0,15185.0,15150.0,15165.0,302,7262,7225
2019-10-18 11:00:00.000000000,1571367600000000000,15165.0,15185.0,15150.0,15155.0,129,7225,7207
2019-10-18 13:00:00.000000000,1571374800000000000,15175.0,15175.0,15020.0,15030.0,937,7207,7567
2019-10-18 14:00:00.000000000,1571378400000000000,15030.0,15140.0,14790.0,15020.0,8989,7567,8084
2019-10-18 21:00:00.000000000,1571403600000000000,15150.0,15200.0,14865.0,14995.0,3403,8084,8284
2019-10-18 22:00:00.000000000,1571407200000000000,14995.0,15010.0,14925.0,14980.0,1044,8284,8378
2019-10-18 23:00:00.000000000,1571410800000000000,14980.0,15010.0,14955.0,14975.0,592,8378,8326
2019-10-19 00:00:00.000000000,1571414400000000000,14975.0,15010.0,14975.0,14995.0,175,8326,8243
2019-10-21 09:00:00.000000000,1571619600000000000,14985.0,14995.0,14880.0,14900.0,1672,8243,8168
2019-10-21 10:00:00.000000000,1571623200000000000,14900.0,14920.0,14840.0,14845.0,1171,8168,8482
2019-10-21 11:00:00.000000000,1571626800000000000,14845.0,14860.0,14680.0,14720.0,2224,8482,8947
2019-10-21 13:00:00.000000000,1571634000000000000,14720.0,14860.0,14710.0,14780.0,1256,8947,8978
2019-10-21 14:00:00.000000000,1571637600000000000,14780.0,14870.0,14770.0,14850.0,926,8978,8806
2019-10-21 21:00:00.000000000,1571662800000000000,14870.0,14980.0,14810.0,14860.0,1402,8806,8788
2019-10-21 22:00:00.000000000,1571666400000000000,14860.0,14915.0,14805.0,14855.0,654,8788,8797
2019-10-21 23:00:00.000000000,1571670000000000000,14855.0,14880.0,14845.0,14870.0,218,8797,8798
2019-10-22 00:00:00.000000000,1571673600000000000,14870.0,14880.0,14840.0,14840.0,72,8798,8774
2019-10-22 09:00:00.000000000,1571706000000000000,14870.0,14875.0,14770.0,14780.0,842,8774,8976
2019-10-22 10:00:00.000000000,1571709600000000000,14780.0,14900.0,14780.0,14890.0,583,8976,8855
2019-10-22 11:00:00.000000000,1571713200000000000,14890.0,14890.0,14825.0,14830.0,335,8855,8933
2019-10-22 13:00:00.000000000,1571720400000000000,14835.0,14855.0,14830.0,14855.0,308,8933,9067
2019-10-22 14:00:00.000000000,1571724000000000000,14855.0,14900.0,14835.0,14895.0,738,9067,9094
2019-10-22 21:00:00.000000000,1571749200000000000,14885.0,14940.0,14840.0,14925.0,2055,9094,8957
2019-10-22 22:00:00.000000000,1571752800000000000,14925.0,14930.0,14890.0,14920.0,457,8957,8943
2019-10-22 23:00:00.000000000,1571756400000000000,14920.0,14990.0,14840.0,14990.0,1976,8943,9060
2019-10-23 00:00:00.000000000,1571760000000000000,14990.0,15150.0,14970.0,15070.0,1394,9060,8933
2019-10-23 09:00:00.000000000,1571792400000000000,15095.0,15135.0,14955.0,14970.0,1501,8933,8798
2019-10-23 10:00:00.000000000,1571796000000000000,14970.0,14985.0,14925.0,14985.0,538,8798,8820
2019-10-23 11:00:00.000000000,1571799600000000000,14985.0,15015.0,14955.0,14990.0,278,8820,8761
2019-10-23 13:00:00.000000000,1571806800000000000,14990.0,14995.0,14945.0,14945.0,193,8761,8757
2019-10-23 14:00:00.000000000,1571810400000000000,14945.0,15000.0,14945.0,14975.0,374,8757,8653
2019-10-23 21:00:00.000000000,1571835600000000000,14960.0,15105.0,14940.0,15100.0,1398,8653,8835
2019-10-23 22:00:00.000000000,1571839200000000000,15100.0,15100.0,15045.0,15090.0,949,8835,8640
2019-10-23 23:00:00.000000000,1571842800000000000,15090.0,15090.0,15035.0,15050.0,424,8640,8617
2019-10-24 00:00:00.000000000,1571846400000000000,15050.0,15070.0,15020.0,15020.0,97,8617,8584
2019-10-24 09:00:00.000000000,1571878800000000000,15025.0,15060.0,14985.0,15020.0,551,8584,8595
2019-10-24 10:00:00.000000000,1571882400000000000,15020.0,15060.0,15015.0,15035.0,423,8595,8566
2019-10-24 11:00:00.000000000,1571886000000000000,15035.0,15130.0,15035.0,15085.0,805,8566,8546
2019-10-24 13:00:00.000000000,1571893200000000000,15085.0,15120.0,15050.0,15055.0,332,8546,8507
2019-10-24 14:00:00.000000000,1571896800000000000,15055.0,15065.0,15000.0,15005.0,919,8507,8500
2019-10-24 21:00:00.000000000,1571922000000000000,15070.0,15080.0,15000.0,15025.0,786,8500,8593
2019-10-24 22:00:00.000000000,1571925600000000000,15025.0,15045.0,14985.0,14985.0,439,8593,8576
2019-10-24 23:00:00.000000000,1571929200000000000,14985.0,15000.0,14920.0,14980.0,664,8576,8602
2019-10-25 00:00:00.000000000,1571932800000000000,14980.0,15000.0,14960.0,14995.0,136,8602,8568
2019-10-25 09:00:00.000000000,1571965200000000000,14995.0,14995.0,14925.0,14945.0,615,8568,8697
2019-10-25 10:00:00.000000000,1571968800000000000,14945.0,14945.0,14825.0,14850.0,1276,8697,9043
2019-10-25 11:00:00.000000000,1571972400000000000,14850.0,14885.0,14845.0,14870.0,371,9043,9047
2019-10-25 13:00:00.000000000,1571979600000000000,14870.0,14870.0,14815.0,14860.0,759,9047,9099
2019-10-25 14:00:00.000000000,1571983200000000000,14860.0,15010.0,14850.0,14960.0,1751,9099,8562
2019-10-25 21:00:00.000000000,1572008400000000000,14915.0,14960.0,14855.0,14920.0,858,8562,8543
2019-10-25 22:00:00.000000000,1572012000000000000,14920.0,14965.0,14910.0,14965.0,430,8543,8498
2019-10-25 23:00:00.000000000,1572015600000000000,14965.0,14985.0,14945.0,14965.0,493,8498,8505
2019-10-26 00:00:00.000000000,1572019200000000000,14965.0,14965.0,14905.0,14945.0,163,8505,8447
2019-10-28 09:00:00.000000000,1572224400000000000,14945.0,15065.0,14910.0,14925.0,1057,8447,8323
2019-10-28 10:00:00.000000000,1572228000000000000,14925.0,14960.0,14915.0,14940.0,263,8323,8338
2019-10-28 11:00:00.000000000,1572231600000000000,14940.0,14945.0,14885.0,14940.0,402,8338,8376
2019-10-28 13:00:00.000000000,1572238800000000000,14940.0,14965.0,14905.0,14950.0,318,8376,8343
2019-10-28 14:00:00.000000000,1572242400000000000,14950.0,15020.0,14940.0,15005.0,812,8343,8201
2019-10-28 21:00:00.000000000,1572267600000000000,15040.0,15080.0,14965.0,15025.0,1129,8201,8133
2019-10-28 22:00:00.000000000,1572271200000000000,15025.0,15030.0,15000.0,15010.0,155,8133,8101
2019-10-28 23:00:00.000000000,1572274800000000000,15010.0,15020.0,15000.0,15005.0,129,8101,8105
2019-10-29 00:00:00.000000000,1572278400000000000,15005.0,15020.0,15000.0,15005.0,55,8105,8079
2019-10-29 09:00:00.000000000,1572310800000000000,15000.0,15010.0,14970.0,15005.0,388,8079,8112
2019-10-29 10:00:00.000000000,1572314400000000000,15005.0,15225.0,15000.0,15145.0,2584,8112,8206
2019-10-29 11:00:00.000000000,1572318000000000000,15145.0,15165.0,15100.0,15145.0,710,8206,8142
2019-10-29 13:00:00.000000000,1572325200000000000,15155.0,15155.0,15030.0,15030.0,854,8142,7989
2019-10-29 14:00:00.000000000,1572328800000000000,15030.0,15050.0,14990.0,15025.0,969,7989,7953
2019-10-29 21:00:00.000000000,1572354000000000000,15020.0,15060.0,14985.0,15040.0,492,7953,7981
2019-10-29 22:00:00.000000000,1572357600000000000,15040.0,15060.0,15010.0,15050.0,258,7981,7973
2019-10-29 23:00:00.000000000,1572361200000000000,15050.0,15050.0,15015.0,15015.0,131,7973,7963
2019-10-30 00:00:00.000000000,1572364800000000000,15015.0,15040.0,15010.0,15030.0,51,7963,7939
2019-10-30 09:00:00.000000000,1572397200000000000,15030.0,15040.0,14965.0,15010.0,580,7939,7881
2019-10-30 10:00:00.000000000,1572400800000000000,15010.0,15035.0,14985.0,14995.0,249,7881,7846
2019-10-30 11:00:00.000000000,1572404400000000000,14995.0,15000.0,14985.0,14985.0,103,7846,7847
2019-10-30 13:00:00.000000000,1572411600000000000,14985.0,15030.0,14975.0,15025.0,321,7847,7841
2019-10-30 14:00:00.000000000,1572415200000000000,15025.0,15065.0,15010.0,15065.0,547,7841,7869
2019-10-30 21:00:00.000000000,1572440400000000000,15100.0,15115.0,15005.0,15020.0,861,7869,7986
2019-10-30 22:00:00.000000000,1572444000000000000,15020.0,15040.0,15015.0,15020.0,169,7986,7978
2019-10-30 23:00:00.000000000,1572447600000000000,15020.0,15050.0,15020.0,15035.0,109,7978,7987
2019-10-31 00:00:00.000000000,1572451200000000000,15035.0,15045.0,15005.0,15005.0,55,7987,7962
2019-10-31 09:00:00.000000000,1572483600000000000,15005.0,15035.0,14980.0,15015.0,650,7962,7902
2019-10-31 10:00:00.000000000,1572487200000000000,15015.0,15050.0,15010.0,15040.0,259,7902,7915
2019-10-31 11:00:00.000000000,1572490800000000000,15040.0,15050.0,15005.0,15020.0,215,7915,7909
2019-10-31 13:00:00.000000000,1572498000000000000,15015.0,15015.0,14990.0,15005.0,185,7909,7932
2019-10-31 14:00:00.000000000,1572501600000000000,15005.0,15010.0,14925.0,14985.0,803,7932,7992
2019-10-31 21:00:00.000000000,1572526800000000000,14915.0,14995.0,14910.0,14975.0,483,7992,8086
2019-10-31 22:00:00.000000000,1572530400000000000,14975.0,14990.0,14865.0,14885.0,1155,8086,8265
2019-10-31 23:00:00.000000000,1572534000000000000,14885.0,14920.0,14850.0,14885.0,645,8265,8342
2019-11-01 00:00:00.000000000,1572537600000000000,14885.0,14905.0,14870.0,14890.0,216,8342,8308
2019-11-01 09:00:00.000000000,1572570000000000000,14890.0,14920.0,14855.0,14895.0,411,8308,8339
2019-11-01 10:00:00.000000000,1572573600000000000,14895.0,14960.0,14880.0,14940.0,422,8339,8249
2019-11-01 11:00:00.000000000,1572577200000000000,14940.0,14970.0,14935.0,14950.0,197,8249,8229
2019-11-01 13:00:00.000000000,1572584400000000000,14950.0,14965.0,14920.0,14940.0,106,8229,8252
2019-11-01 14:00:00.000000000,1572588000000000000,14940.0,15000.0,14930.0,15000.0,550,8252,8115
2019-11-01 21:00:00.000000000,1572613200000000000,14975.0,15005.0,14950.0,14970.0,480,8115,8115
2019-11-01 22:00:00.000000000,1572616800000000000,14970.0,14985.0,14960.0,14970.0,246,8115,8109
2019-11-01 23:00:00.000000000,1572620400000000000,14970.0,14985.0,14955.0,14965.0,200,8109,8126
2019-11-02 00:00:00.000000000,1572624000000000000,14965.0,14990.0,14955.0,14990.0,89,8126,8124
2019-11-04 09:00:00.000000000,1572829200000000000,14990.0,15000.0,14950.0,14985.0,798,8124,8093
2019-11-04 10:00:00.000000000,1572832800000000000,14985.0,14995.0,14960.0,14970.0,103,8093,8081
2019-11-04 11:00:00.000000000,1572836400000000000,14970.0,14990.0,14965.0,14990.0,90,8081,8086
2019-11-04 13:00:00.000000000,1572843600000000000,14985.0,14985.0,14965.0,14980.0,123,8086,8106
2019-11-04 14:00:00.000000000,1572847200000000000,14980.0,14985.0,14960.0,14975.0,187,8106,8083
2019-11-04 21:00:00.000000000,1572872400000000000,14965.0,15000.0,14910.0,14940.0,961,8083,8199
2019-11-04 22:00:00.000000000,1572876000000000000,14940.0,14960.0,14910.0,14930.0,307,8199,8221
2019-11-04 23:00:00.000000000,1572879600000000000,14930.0,14930.0,14895.0,14920.0,355,8221,8301
2019-11-05 00:00:00.000000000,1572883200000000000,14920.0,14940.0,14920.0,14940.0,44,8301,8273
2019-11-05 09:00:00.000000000,1572915600000000000,14925.0,14975.0,14875.0,14900.0,1144,8273,8397
2019-11-05 10:00:00.000000000,1572919200000000000,14900.0,14950.0,14900.0,14930.0,442,8397,8314
2019-11-05 11:00:00.000000000,1572922800000000000,14930.0,14935.0,14905.0,14930.0,111,8314,8278
2019-11-05 13:00:00.000000000,1572930000000000000,14930.0,14970.0,14915.0,14920.0,384,8278,8235
2019-11-05 14:00:00.000000000,1572933600000000000,14920.0,14945.0,14905.0,14910.0,338,8235,8152
2019-11-05 21:00:00.000000000,1572958800000000000,14935.0,14960.0,14900.0,14950.0,640,8152,8141
2019-11-05 22:00:00.000000000,1572962400000000000,14950.0,14975.0,14905.0,14920.0,1003,8141,7882
2019-11-05 23:00:00.000000000,1572966000000000000,14920.0,14935.0,14865.0,14905.0,516,7882,7881
2019-11-06 00:00:00.000000000,1572969600000000000,14905.0,14935.0,14895.0,14930.0,66,7881,7852
2019-11-06 09:00:00.000000000,1573002000000000000,14930.0,14935.0,14900.0,14915.0,810,7852,7873
2019-11-06 10:00:00.000000000,1573005600000000000,14915.0,14925.0,14900.0,14910.0,157,7873,7859
2019-11-06 11:00:00.000000000,1573009200000000000,14910.0,14920.0,14905.0,14910.0,78,7859,7857
2019-11-06 13:00:00.000000000,1573016400000000000,14910.0,14940.0,14880.0,14930.0,288,7857,7936
2019-11-06 14:00:00.000000000,1573020000000000000,14930.0,14945.0,14910.0,14930.0,516,7936,7982
2019-11-06 21:00:00.000000000,1573045200000000000,14935.0,14955.0,14895.0,14915.0,501,7982,8032
2019-11-06 22:00:00.000000000,1573048800000000000,14915.0,14950.0,14910.0,14925.0,428,8032,8019
2019-11-06 23:00:00.000000000,1573052400000000000,14925.0,14930.0,14875.0,14885.0,473,8019,7883
2019-11-07 00:00:00.000000000,1573056000000000000,14885.0,14900.0,14870.0,14895.0,71,7883,7896
2019-11-07 09:00:00.000000000,1573088400000000000,14905.0,14965.0,14880.0,14930.0,1168,7896,7711
2019-11-07 10:00:00.000000000,1573092000000000000,14930.0,14935.0,14900.0,14915.0,244,7711,7612
2019-11-07 11:00:00.000000000,1573095600000000000,14915.0,14915.0,14850.0,14895.0,345,7612,7612
2019-11-07 13:00:00.000000000,1573102800000000000,14895.0,14900.0,14875.0,14880.0,164,7612,7586
2019-11-07 14:00:00.000000000,1573106400000000000,14880.0,14945.0,14880.0,14920.0,673,7586,7679
2019-11-07 21:00:00.000000000,1573131600000000000,14910.0,14940.0,14865.0,14885.0,552,7679,7709
2019-11-07 22:00:00.000000000,1573135200000000000,14885.0,14890.0,14870.0,14880.0,250,7709,7653
2019-11-07 23:00:00.000000000,1573138800000000000,14880.0,14880.0,14855.0,14865.0,221,7653,7678
2019-11-08 00:00:00.000000000,1573142400000000000,14865.0,14895.0,14865.0,14880.0,99,7678,7662
2019-11-08 09:00:00.000000000,1573174800000000000,14880.0,14895.0,14830.0,14850.0,1021,7662,7510
2019-11-08 10:00:00.000000000,1573178400000000000,14850.0,14875.0,14845.0,14860.0,259,7510,7379
2019-11-08 11:00:00.000000000,1573182000000000000,14860.0,14865.0,14840.0,14840.0,127,7379,7374
2019-11-08 13:00:00.000000000,1573189200000000000,14840.0,14845.0,14775.0,14785.0,547,7374,7586
2019-11-08 14:00:00.000000000,1573192800000000000,14785.0,14850.0,14780.0,14780.0,884,7586,7522
2019-11-08 21:00:00.000000000,1573218000000000000,14765.0,14780.0,14290.0,14435.0,7198,7522,8985
2019-11-08 22:00:00.000000000,1573221600000000000,14435.0,14595.0,14430.0,14565.0,2322,8985,8478
2019-11-08 23:00:00.000000000,1573225200000000000,14565.0,14565.0,14450.0,14485.0,1006,8478,8425
2019-11-09 00:00:00.000000000,1573228800000000000,14485.0,14575.0,14450.0,14510.0,558,8425,8270
2019-11-11 09:00:00.000000000,1573434000000000000,14520.0,14545.0,14375.0,14380.0,1762,8270,8566
2019-11-11 10:00:00.000000000,1573437600000000000,14380.0,14435.0,14335.0,14410.0,989,8566,8584
2019-11-11 11:00:00.000000000,1573441200000000000,14410.0,14410.0,14390.0,14410.0,138,8584,8567
2019-11-11 13:00:00.000000000,1573448400000000000,14390.0,14425.0,14335.0,14395.0,1435,8567,8837
2019-11-11 14:00:00.000000000,1573452000000000000,14395.0,14410.0,14200.0,14210.0,4175,8837,9674
2019-11-11 21:00:00.000000000,1573477200000000000,14200.0,14380.0,14170.0,14255.0,4026,9674,9618
2019-11-11 22:00:00.000000000,1573480800000000000,14255.0,14285.0,14230.0,14270.0,733,9618,9570
2019-11-11 23:00:00.000000000,1573484400000000000,14270.0,14270.0,14220.0,14250.0,527,9570,9631
2019-11-12 00:00:00.000000000,1573488000000000000,14250.0,14260.0,14230.0,14240.0,67,9631,9598
