datetime,datetime_nano,KQ.m@DCE.l.open,KQ.m@DCE.l.high,KQ.m@DCE.l.low,KQ.m@DCE.l.close,KQ.m@DCE.l.volume,KQ.m@DCE.l.open_oi,KQ.m@DCE.l.close_oi
2019-01-09 09:00:00.000000000,1546995600000000000,8620.0,8655.0,8610.0,8635.0,40806,242861,243826
2019-01-09 10:00:00.000000000,1546999200000000000,8635.0,8650.0,8630.0,8650.0,13931,243826,243944
2019-01-09 11:00:00.000000000,1547002800000000000,8650.0,8650.0,8625.0,8630.0,13207,243944,242723
2019-01-09 13:00:00.000000000,1547010000000000000,8630.0,8640.0,8615.0,8630.0,17959,242723,243386
2019-01-09 14:00:00.000000000,1547013600000000000,8630.0,8635.0,8565.0,8565.0,51453,243386,241407
2019-01-10 09:00:00.000000000,1547082000000000000,8605.0,8610.0,8545.0,8585.0,46189,241407,243931
2019-01-10 10:00:00.000000000,1547085600000000000,8585.0,8610.0,8575.0,8595.0,23179,243931,240211
2019-01-10 11:00:00.000000000,1547089200000000000,8595.0,8600.0,8575.0,8595.0,7953,240211,239062
2019-01-10 13:00:00.000000000,1547096400000000000,8595.0,8610.0,8585.0,8600.0,10563,239062,238240
2019-01-10 14:00:00.000000000,1547100000000000000,8600.0,8605.0,8520.0,8535.0,36484,238240,240519
2019-01-11 09:00:00.000000000,1547168400000000000,8535.0,8570.0,8525.0,8545.0,36430,240519,240500
2019-01-11 10:00:00.000000000,1547172000000000000,8545.0,8560.0,8535.0,8555.0,16644,240500,239549
2019-01-11 11:00:00.000000000,1547175600000000000,8555.0,8570.0,8545.0,8570.0,10817,239549,237268
2019-01-11 13:00:00.000000000,1547182800000000000,8570.0,8585.0,8565.0,8570.0,17887,237268,235687
2019-01-11 14:00:00.000000000,1547186400000000000,8570.0,8615.0,8555.0,8610.0,24494,235687,230750
2019-01-14 09:00:00.000000000,1547427600000000000,8610.0,8645.0,8590.0,8630.0,56264,230750,232297
2019-01-14 10:00:00.000000000,1547431200000000000,8630.0,8645.0,8580.0,8590.0,30071,232297,231675
2019-01-14 11:00:00.000000000,1547434800000000000,8590.0,8590.0,8555.0,8565.0,16987,231675,233424
2019-01-14 13:00:00.000000000,1547442000000000000,8565.0,8585.0,8555.0,8580.0,9093,233424,233690
2019-01-14 14:00:00.000000000,1547445600000000000,8580.0,8610.0,8575.0,8580.0,24370,233690,231189
2019-01-15 09:00:00.000000000,1547514000000000000,8585.0,8590.0,8535.0,8565.0,44002,231189,233605
2019-01-15 10:00:00.000000000,1547517600000000000,8565.0,8580.0,8550.0,8570.0,14734,233605,234932
2019-01-15 11:00:00.000000000,1547521200000000000,8570.0,8585.0,8560.0,8575.0,12486,234932,234360
2019-01-15 13:00:00.000000000,1547528400000000000,8580.0,8585.0,8550.0,8565.0,13497,234360,236925
2019-01-15 14:00:00.000000000,1547532000000000000,8565.0,8580.0,8550.0,8575.0,19670,236925,235073
2019-01-16 09:00:00.000000000,1547600400000000000,8580.0,8620.0,8535.0,8615.0,60211,235073,234390
2019-01-16 10:00:00.000000000,1547604000000000000,8615.0,8625.0,8600.0,8615.0,20322,234390,231172
2019-01-16 11:00:00.000000000,1547607600000000000,8615.0,8620.0,8590.0,8600.0,11149,231172,229221
2019-01-16 13:00:00.000000000,1547614800000000000,8600.0,8610.0,8580.0,8605.0,9016,229221,228887
2019-01-16 14:00:00.000000000,1547618400000000000,8605.0,8695.0,8595.0,8655.0,60996,228887,226339
2019-01-17 09:00:00.000000000,1547686800000000000,8655.0,8690.0,8640.0,8670.0,45508,226339,225207
2019-01-17 10:00:00.000000000,1547690400000000000,8670.0,8695.0,8665.0,8690.0,18827,225207,226262
2019-01-17 11:00:00.000000000,1547694000000000000,8690.0,8710.0,8675.0,8700.0,17871,226262,227581
2019-01-17 13:00:00.000000000,1547701200000000000,8700.0,8700.0,8665.0,8685.0,11510,227581,227202
2019-01-17 14:00:00.000000000,1547704800000000000,8685.0,8695.0,8665.0,8680.0,26963,227202,225265
2019-01-18 09:00:00.000000000,1547773200000000000,8710.0,8740.0,8680.0,8735.0,53664,225265,229181
2019-01-18 10:00:00.000000000,1547776800000000000,8735.0,8755.0,8720.0,8750.0,36679,229181,230128
2019-01-18 11:00:00.000000000,1547780400000000000,8750.0,8780.0,8745.0,8770.0,18085,230128,228578
2019-01-18 13:00:00.000000000,1547787600000000000,8775.0,8785.0,8770.0,8770.0,11205,228578,227868
2019-01-18 14:00:00.000000000,1547791200000000000,8770.0,8785.0,8750.0,8780.0,28691,227868,225644
2019-01-21 09:00:00.000000000,1548032400000000000,8810.0,8830.0,8740.0,8765.0,62484,225644,228350
2019-01-21 10:00:00.000000000,1548036000000000000,8765.0,8800.0,8750.0,8775.0,25805,228350,229218
2019-01-21 11:00:00.000000000,1548039600000000000,8775.0,8810.0,8770.0,8785.0,17595,229218,228107
2019-01-21 13:00:00.000000000,1548046800000000000,8785.0,8785.0,8740.0,8770.0,19262,228107,225301
2019-01-21 14:00:00.000000000,1548050400000000000,8770.0,8810.0,8760.0,8790.0,30856,225301,221966
2019-01-22 09:00:00.000000000,1548118800000000000,8795.0,8830.0,8760.0,8785.0,67636,221966,223244
2019-01-22 10:00:00.000000000,1548122400000000000,8785.0,8795.0,8750.0,8760.0,31974,223244,222874
2019-01-22 11:00:00.000000000,1548126000000000000,8760.0,8775.0,8725.0,8740.0,19986,222874,222614
2019-01-22 13:00:00.000000000,1548133200000000000,8740.0,8740.0,8700.0,8715.0,22961,222614,218819
2019-01-22 14:00:00.000000000,1548136800000000000,8715.0,8730.0,8690.0,8695.0,18740,218819,217656
2019-01-23 09:00:00.000000000,1548205200000000000,8690.0,8720.0,8660.0,8710.0,46003,217656,217811
2019-01-23 10:00:00.000000000,1548208800000000000,8710.0,8720.0,8690.0,8700.0,14346,217811,217458
2019-01-23 11:00:00.000000000,1548212400000000000,8700.0,8715.0,8690.0,8705.0,6418,217458,217221
2019-01-23 13:00:00.000000000,1548219600000000000,8705.0,8715.0,8695.0,8705.0,6529,217221,217012
2019-01-23 14:00:00.000000000,1548223200000000000,8705.0,8735.0,8700.0,8725.0,22406,217012,214047
2019-01-24 09:00:00.000000000,1548291600000000000,8725.0,8735.0,8680.0,8685.0,36718,214047,218420
2019-01-24 10:00:00.000000000,1548295200000000000,8685.0,8695.0,8665.0,8670.0,21590,218420,219411
2019-01-24 11:00:00.000000000,1548298800000000000,8670.0,8680.0,8655.0,8660.0,15343,219411,218739
2019-01-24 13:00:00.000000000,1548306000000000000,8660.0,8660.0,8640.0,8655.0,12589,218739,218475
2019-01-24 14:00:00.000000000,1548309600000000000,8655.0,8690.0,8645.0,8685.0,14613,218475,215770
2019-01-25 09:00:00.000000000,1548378000000000000,8705.0,8765.0,8700.0,8755.0,54310,215770,214341
2019-01-25 10:00:00.000000000,1548381600000000000,8755.0,8770.0,8730.0,8735.0,24187,214341,211857
2019-01-25 11:00:00.000000000,1548385200000000000,8735.0,8745.0,8725.0,8725.0,11989,211857,212757
2019-01-25 13:00:00.000000000,1548392400000000000,8730.0,8750.0,8720.0,8725.0,10491,212757,214536
2019-01-25 14:00:00.000000000,1548396000000000000,8725.0,8735.0,8690.0,8700.0,25584,214536,215324
2019-01-28 09:00:00.000000000,1548637200000000000,8715.0,8730.0,8690.0,8710.0,47335,215324,216417
2019-01-28 10:00:00.000000000,1548640800000000000,8710.0,8730.0,8710.0,8715.0,9367,216417,216251
2019-01-28 11:00:00.000000000,1548644400000000000,8715.0,8730.0,8695.0,8695.0,8313,216251,215066
2019-01-28 13:00:00.000000000,1548651600000000000,8695.0,8700.0,8660.0,8675.0,16464,215066,215676
2019-01-28 14:00:00.000000000,1548655200000000000,8675.0,8690.0,8655.0,8665.0,15815,215676,214963
2019-01-29 09:00:00.000000000,1548723600000000000,8640.0,8655.0,8580.0,8590.0,60893,214963,214439
2019-01-29 10:00:00.000000000,1548727200000000000,8590.0,8620.0,8585.0,8590.0,18963,214439,212995
2019-01-29 11:00:00.000000000,1548730800000000000,8590.0,8630.0,8590.0,8620.0,10632,212995,211088
2019-01-29 13:00:00.000000000,1548738000000000000,8625.0,8645.0,8620.0,8630.0,9683,211088,208887
2019-01-29 14:00:00.000000000,1548741600000000000,8630.0,8650.0,8610.0,8610.0,17946,208887,206283
2019-01-30 09:00:00.000000000,1548810000000000000,8630.0,8710.0,8620.0,8700.0,47342,206283,203454
2019-01-30 10:00:00.000000000,1548813600000000000,8700.0,8720.0,8680.0,8715.0,37265,203454,197540
2019-01-30 11:00:00.000000000,1548817200000000000,8715.0,8730.0,8700.0,8725.0,21169,197540,195955
2019-01-30 13:00:00.000000000,1548824400000000000,8725.0,8745.0,8710.0,8730.0,20517,195955,198515
2019-01-30 14:00:00.000000000,1548828000000000000,8730.0,8785.0,8720.0,8735.0,47373,198515,200834
2019-01-31 09:00:00.000000000,1548896400000000000,8770.0,8785.0,8745.0,8780.0,34459,200834,198620
2019-01-31 10:00:00.000000000,1548900000000000000,8780.0,8800.0,8770.0,8785.0,14747,198620,200621
2019-01-31 11:00:00.000000000,1548903600000000000,8785.0,8790.0,8770.0,8790.0,6902,200621,200510
2019-01-31 13:00:00.000000000,1548910800000000000,8785.0,8800.0,8775.0,8780.0,10592,200510,201860
2019-01-31 14:00:00.000000000,1548914400000000000,8780.0,8785.0,8755.0,8785.0,19611,201860,198984
2019-02-01 09:00:00.000000000,1548982800000000000,8760.0,8815.0,8745.0,8760.0,39798,198984,200288
2019-02-01 10:00:00.000000000,1548986400000000000,8760.0,8795.0,8755.0,8785.0,10322,200288,199651
2019-02-01 11:00:00.000000000,1548990000000000000,8785.0,8785.0,8765.0,8765.0,7814,199651,198424
2019-02-01 13:00:00.000000000,1548997200000000000,8765.0,8785.0,8750.0,8765.0,9988,198424,197748
2019-02-01 14:00:00.000000000,1549000800000000000,8765.0,8790.0,8760.0,8780.0,18240,197748,195683
2019-02-11 09:00:00.000000000,1549846800000000000,8770.0,8810.0,8715.0,8795.0,53811,195683,198451
2019-02-11 10:00:00.000000000,1549850400000000000,8795.0,8800.0,8690.0,8700.0,36148,198451,199294
2019-02-11 11:00:00.000000000,1549854000000000000,8700.0,8705.0,8635.0,8640.0,19218,199294,200947
2019-02-11 13:00:00.000000000,1549861200000000000,8645.0,8665.0,8635.0,8640.0,13171,200947,202520
2019-02-11 14:00:00.000000000,1549864800000000000,8640.0,8650.0,8565.0,8585.0,46691,202520,205907
2019-02-12 09:00:00.000000000,1549933200000000000,8605.0,8630.0,8585.0,8600.0,39004,205907,211789
2019-02-12 10:00:00.000000000,1549936800000000000,8600.0,8620.0,8585.0,8615.0,22316,211789,214505
2019-02-12 11:00:00.000000000,1549940400000000000,8615.0,8635.0,8605.0,8610.0,15618,214505,214510
2019-02-12 13:00:00.000000000,1549947600000000000,8605.0,8610.0,8585.0,8595.0,11352,214510,216366
2019-02-12 14:00:00.000000000,1549951200000000000,8595.0,8600.0,8580.0,8595.0,17380,216366,215736
2019-02-13 09:00:00.000000000,1550019600000000000,8580.0,8595.0,8545.0,8575.0,50527,215736,222998
2019-02-13 10:00:00.000000000,1550023200000000000,8575.0,8580.0,8550.0,8560.0,15396,222998,224840
2019-02-13 11:00:00.000000000,1550026800000000000,8560.0,8565.0,8510.0,8520.0,21237,224840,228372
2019-02-13 13:00:00.000000000,1550034000000000000,8520.0,8530.0,8485.0,8490.0,27074,228372,230286
2019-02-13 14:00:00.000000000,1550037600000000000,8490.0,8530.0,8485.0,8490.0,37638,230286,227723
2019-02-14 09:00:00.000000000,1550106000000000000,8500.0,8555.0,8490.0,8545.0,43316,227723,226851
2019-02-14 10:00:00.000000000,1550109600000000000,8545.0,8545.0,8520.0,8525.0,12792,226851,227428
2019-02-14 11:00:00.000000000,1550113200000000000,8525.0,8555.0,8525.0,8550.0,8011,227428,225971
2019-02-14 13:00:00.000000000,1550120400000000000,8550.0,8560.0,8540.0,8545.0,10748,225971,226276
2019-02-14 14:00:00.000000000,1550124000000000000,8545.0,8575.0,8540.0,8565.0,22123,226276,222797
2019-02-15 09:00:00.000000000,1550192400000000000,8555.0,8585.0,8535.0,8540.0,43083,222797,222588
2019-02-15 10:00:00.000000000,1550196000000000000,8540.0,8555.0,8510.0,8530.0,19860,222588,223667
2019-02-15 11:00:00.000000000,1550199600000000000,8530.0,8545.0,8520.0,8535.0,8516,223667,222483
2019-02-15 13:00:00.000000000,1550206800000000000,8535.0,8545.0,8445.0,8470.0,33983,222483,230568
2019-02-15 14:00:00.000000000,1550210400000000000,8470.0,8520.0,8455.0,8505.0,32585,230568,228466
2019-02-18 09:00:00.000000000,1550451600000000000,8550.0,8575.0,8500.0,8515.0,45862,228466,231267
2019-02-18 10:00:00.000000000,1550455200000000000,8515.0,8545.0,8480.0,8525.0,31004,231267,230245
2019-02-18 11:00:00.000000000,1550458800000000000,8525.0,8550.0,8515.0,8515.0,11129,230245,228723
2019-02-18 13:00:00.000000000,1550466000000000000,8520.0,8545.0,8515.0,8535.0,7500,228723,228461
2019-02-18 14:00:00.000000000,1550469600000000000,8535.0,8555.0,8515.0,8535.0,28567,228461,225922
2019-02-19 09:00:00.000000000,1550538000000000000,8550.0,8610.0,8535.0,8585.0,56239,225922,223930
2019-02-19 10:00:00.000000000,1550541600000000000,8585.0,8595.0,8575.0,8595.0,13413,223930,223615
2019-02-19 11:00:00.000000000,1550545200000000000,8595.0,8630.0,8590.0,8625.0,21292,223615,221274
2019-02-19 13:00:00.000000000,1550552400000000000,8625.0,8660.0,8620.0,8660.0,27285,221274,220322
2019-02-19 14:00:00.000000000,1550556000000000000,8660.0,8700.0,8645.0,8695.0,44687,220322,215266
2019-02-20 09:00:00.000000000,1550624400000000000,8695.0,8750.0,8670.0,8710.0,61367,215266,217250
2019-02-20 10:00:00.000000000,1550628000000000000,8710.0,8730.0,8690.0,8690.0,19130,217250,217510
2019-02-20 11:00:00.000000000,1550631600000000000,8690.0,8710.0,8690.0,8700.0,12082,217510,215691
2019-02-20 13:00:00.000000000,1550638800000000000,8700.0,8705.0,8680.0,8700.0,7924,215691,215601
2019-02-20 14:00:00.000000000,1550642400000000000,8700.0,8730.0,8695.0,8730.0,22775,215601,214659
2019-02-21 09:00:00.000000000,1550710800000000000,8765.0,8770.0,8690.0,8710.0,45593,214659,214476
2019-02-21 10:00:00.000000000,1550714400000000000,8710.0,8725.0,8705.0,8710.0,13138,214476,214086
2019-02-21 11:00:00.000000000,1550718000000000000,8710.0,8715.0,8675.0,8695.0,13065,214086,214723
2019-02-21 13:00:00.000000000,1550725200000000000,8695.0,8710.0,8660.0,8670.0,19354,214723,214339
2019-02-21 14:00:00.000000000,1550728800000000000,8670.0,8700.0,8665.0,8690.0,17365,214339,211557
2019-02-22 09:00:00.000000000,1550797200000000000,8685.0,8730.0,8680.0,8725.0,31138,211557,213240
2019-02-22 10:00:00.000000000,1550800800000000000,8725.0,8725.0,8695.0,8715.0,10248,213240,213445
2019-02-22 11:00:00.000000000,1550804400000000000,8715.0,8725.0,8700.0,8720.0,9858,213445,212285
2019-02-22 13:00:00.000000000,1550811600000000000,8720.0,8720.0,8695.0,8715.0,10261,212285,212751
2019-02-22 14:00:00.000000000,1550815200000000000,8715.0,8720.0,8695.0,8705.0,15052,212751,212445
2019-02-25 09:00:00.000000000,1551056400000000000,8710.0,8725.0,8680.0,8685.0,39044,212445,212907
2019-02-25 10:00:00.000000000,1551060000000000000,8685.0,8690.0,8655.0,8665.0,15905,212907,213919
2019-02-25 11:00:00.000000000,1551063600000000000,8665.0,8670.0,8640.0,8640.0,11311,213919,215079
2019-02-25 13:00:00.000000000,1551070800000000000,8645.0,8660.0,8630.0,8645.0,13348,215079,213584
2019-02-25 14:00:00.000000000,1551074400000000000,8645.0,8665.0,8625.0,8635.0,18858,213584,212029
2019-02-26 09:00:00.000000000,1551142800000000000,8615.0,8665.0,8595.0,8660.0,34394,212029,210126
2019-02-26 10:00:00.000000000,1551146400000000000,8660.0,8665.0,8635.0,8640.0,10056,210126,209681
2019-02-26 11:00:00.000000000,1551150000000000000,8640.0,8670.0,8635.0,8670.0,6524,209681,208866
2019-02-26 13:00:00.000000000,1551157200000000000,8670.0,8675.0,8650.0,8665.0,8757,208866,209362
2019-02-26 14:00:00.000000000,1551160800000000000,8665.0,8690.0,8665.0,8690.0,18625,209362,208052
2019-02-27 09:00:00.000000000,1551229200000000000,8690.0,8700.0,8670.0,8685.0,25877,208052,207195
2019-02-27 10:00:00.000000000,1551232800000000000,8685.0,8695.0,8670.0,8680.0,9709,207195,206817
2019-02-27 11:00:00.000000000,1551236400000000000,8680.0,8680.0,8660.0,8670.0,4998,206817,207278
2019-02-27 13:00:00.000000000,1551243600000000000,8670.0,8680.0,8660.0,8665.0,4594,207278,207488
2019-02-27 14:00:00.000000000,1551247200000000000,8665.0,8675.0,8590.0,8615.0,41764,207488,208206
2019-02-28 09:00:00.000000000,1551315600000000000,8630.0,8635.0,8570.0,8590.0,42911,208206,211135
2019-02-28 10:00:00.000000000,1551319200000000000,8590.0,8595.0,8565.0,8565.0,14973,211135,210989
2019-02-28 11:00:00.000000000,1551322800000000000,8565.0,8585.0,8555.0,8575.0,13140,210989,210297
2019-02-28 13:00:00.000000000,1551330000000000000,8580.0,8610.0,8570.0,8605.0,11130,210297,207933
2019-02-28 14:00:00.000000000,1551333600000000000,8605.0,8625.0,8580.0,8580.0,28977,207933,206783
2019-03-01 09:00:00.000000000,1551402000000000000,8605.0,8615.0,8570.0,8580.0,43481,206783,210630
2019-03-01 10:00:00.000000000,1551405600000000000,8580.0,8605.0,8570.0,8600.0,17029,210630,212166
2019-03-01 11:00:00.000000000,1551409200000000000,8600.0,8620.0,8600.0,8605.0,9615,212166,211365
2019-03-01 13:00:00.000000000,1551416400000000000,8605.0,8640.0,8605.0,8640.0,15928,211365,209248
2019-03-01 14:00:00.000000000,1551420000000000000,8640.0,8735.0,8635.0,8730.0,64629,209248,207558
2019-03-04 09:00:00.000000000,1551661200000000000,8710.0,8785.0,8685.0,8765.0,71176,207558,208762
2019-03-04 10:00:00.000000000,1551664800000000000,8765.0,8815.0,8760.0,8765.0,39668,208762,206669
2019-03-04 11:00:00.000000000,1551668400000000000,8765.0,8775.0,8745.0,8760.0,16195,206669,204123
2019-03-04 13:00:00.000000000,1551675600000000000,8765.0,8805.0,8760.0,8795.0,18879,204123,205739
2019-03-04 14:00:00.000000000,1551679200000000000,8795.0,8820.0,8750.0,8750.0,47109,205739,199872
2019-03-05 09:00:00.000000000,1551747600000000000,8745.0,8760.0,8715.0,8730.0,42569,199872,199202
2019-03-05 10:00:00.000000000,1551751200000000000,8730.0,8745.0,8720.0,8735.0,12986,199202,195826
2019-03-05 11:00:00.000000000,1551754800000000000,8735.0,8740.0,8715.0,8720.0,7585,195826,195583
2019-03-05 13:00:00.000000000,1551762000000000000,8725.0,8770.0,8720.0,8735.0,24336,195583,193394
2019-03-05 14:00:00.000000000,1551765600000000000,8735.0,8745.0,8720.0,8720.0,22145,193394,188805
2019-03-06 09:00:00.000000000,1551834000000000000,8705.0,8770.0,8700.0,8760.0,41021,188805,191253
2019-03-06 10:00:00.000000000,1551837600000000000,8760.0,8760.0,8730.0,8735.0,13958,191253,189190
2019-03-06 11:00:00.000000000,1551841200000000000,8735.0,8765.0,8730.0,8760.0,6353,189190,188895
2019-03-06 13:00:00.000000000,1551848400000000000,8760.0,8790.0,8750.0,8780.0,17634,188895,190587
2019-03-06 14:00:00.000000000,1551852000000000000,8780.0,8790.0,8740.0,8785.0,33797,190587,190143
2019-03-07 09:00:00.000000000,1551920400000000000,8775.0,8795.0,8705.0,8720.0,52111,190143,186847
2019-03-07 10:00:00.000000000,1551924000000000000,8720.0,8735.0,8715.0,8720.0,10106,186847,185154
2019-03-07 11:00:00.000000000,1551927600000000000,8720.0,8735.0,8715.0,8725.0,4353,185154,184688
2019-03-07 13:00:00.000000000,1551934800000000000,8725.0,8745.0,8705.0,8735.0,10913,184688,184623
2019-03-07 14:00:00.000000000,1551938400000000000,8735.0,8760.0,8710.0,8710.0,21686,184623,183039
2019-03-08 09:00:00.000000000,1552006800000000000,8690.0,8700.0,8655.0,8655.0,46778,183039,184152
2019-03-08 10:00:00.000000000,1552010400000000000,8655.0,8675.0,8650.0,8665.0,15185,184152,185470
2019-03-08 11:00:00.000000000,1552014000000000000,8665.0,8670.0,8650.0,8660.0,6644,185470,185832
2019-03-08 13:00:00.000000000,1552021200000000000,8655.0,8660.0,8645.0,8650.0,9577,185832,186257
2019-03-08 14:00:00.000000000,1552024800000000000,8650.0,8675.0,8640.0,8650.0,18685,186257,182869
2019-03-11 09:00:00.000000000,1552266000000000000,8655.0,8690.0,8640.0,8670.0,37106,182869,178547
2019-03-11 10:00:00.000000000,1552269600000000000,8670.0,8675.0,8620.0,8630.0,18243,178547,177832
2019-03-11 11:00:00.000000000,1552273200000000000,8630.0,8635.0,8615.0,8630.0,12701,177832,175994
2019-03-11 13:00:00.000000000,1552280400000000000,8630.0,8635.0,8605.0,8625.0,15368,175994,174546
2019-03-11 14:00:00.000000000,1552284000000000000,8625.0,8660.0,8620.0,8655.0,21147,174546,168804
2019-03-12 09:00:00.000000000,1552352400000000000,8675.0,8705.0,8660.0,8700.0,30315,168804,169818
2019-03-12 10:00:00.000000000,1552356000000000000,8700.0,8720.0,8695.0,8700.0,15767,169818,168697
2019-03-12 11:00:00.000000000,1552359600000000000,8700.0,8705.0,8685.0,8705.0,6951,168697,168148
2019-03-12 13:00:00.000000000,1552366800000000000,8705.0,8725.0,8700.0,8705.0,11655,168148,168552
2019-03-12 14:00:00.000000000,1552370400000000000,8705.0,8710.0,8675.0,8680.0,16088,168552,166156
2019-03-13 09:00:00.000000000,1552438800000000000,8685.0,8705.0,8665.0,8685.0,29005,166156,165977
2019-03-13 10:00:00.000000000,1552442400000000000,8685.0,8745.0,8685.0,8730.0,26028,165977,168070
2019-03-13 11:00:00.000000000,1552446000000000000,8730.0,8735.0,8715.0,8720.0,5099,168070,168928
2019-03-13 13:00:00.000000000,1552453200000000000,8720.0,8725.0,8680.0,8690.0,15118,168928,166819
2019-03-13 14:00:00.000000000,1552456800000000000,8690.0,8710.0,8675.0,8680.0,18774,166819,166327
2019-03-14 09:00:00.000000000,1552525200000000000,8710.0,8720.0,8660.0,8680.0,36003,166327,168642
2019-03-14 10:00:00.000000000,1552528800000000000,8680.0,8700.0,8665.0,8670.0,11239,168642,168158
2019-03-14 11:00:00.000000000,1552532400000000000,8670.0,8675.0,8655.0,8660.0,8591,168158,169074
2019-03-14 13:00:00.000000000,1552539600000000000,8660.0,8670.0,8625.0,8625.0,15323,169074,171472
2019-03-14 14:00:00.000000000,1552543200000000000,8625.0,8630.0,8600.0,8615.0,30406,171472,171787
2019-03-15 09:00:00.000000000,1552611600000000000,8595.0,8620.0,8575.0,8595.0,37183,171787,170203
2019-03-15 10:00:00.000000000,1552615200000000000,8595.0,8620.0,8565.0,8615.0,17532,170203,169927
2019-03-15 11:00:00.000000000,1552618800000000000,8615.0,8630.0,8560.0,8565.0,19426,169927,169570
2019-03-15 13:00:00.000000000,1552626000000000000,8565.0,8565.0,8490.0,8495.0,38141,169570,175492
2019-03-15 14:00:00.000000000,1552629600000000000,8495.0,8545.0,8490.0,8505.0,30177,175492,174205
2019-03-18 09:00:00.000000000,1552870800000000000,8510.0,8520.0,8405.0,8420.0,69600,174205,183603
2019-03-18 10:00:00.000000000,1552874400000000000,8420.0,8425.0,8365.0,8380.0,42558,183603,189623
2019-03-18 11:00:00.000000000,1552878000000000000,8380.0,8390.0,8350.0,8375.0,17908,189623,193429
2019-03-18 13:00:00.000000000,1552885200000000000,8375.0,8380.0,8340.0,8365.0,18673,193429,196962
2019-03-18 14:00:00.000000000,1552888800000000000,8365.0,8370.0,8300.0,8325.0,42675,196962,199656
2019-03-19 09:00:00.000000000,1552957200000000000,8340.0,8365.0,8320.0,8355.0,45437,199656,199558
2019-03-19 10:00:00.000000000,1552960800000000000,8355.0,8370.0,8350.0,8360.0,8912,199558,198820
2019-03-19 11:00:00.000000000,1552964400000000000,8360.0,8390.0,8360.0,8380.0,15366,198820,195301
2019-03-19 13:00:00.000000000,1552971600000000000,8375.0,8380.0,8350.0,8350.0,9655,195301,195698
2019-03-19 14:00:00.000000000,1552975200000000000,8350.0,8375.0,8350.0,8370.0,18360,195698,192393
2019-03-20 09:00:00.000000000,1553043600000000000,8370.0,8400.0,8345.0,8375.0,34423,192393,189887
2019-03-20 10:00:00.000000000,1553047200000000000,8375.0,8390.0,8375.0,8385.0,5348,189887,188746
2019-03-20 11:00:00.000000000,1553050800000000000,8385.0,8385.0,8360.0,8370.0,6183,188746,189154
2019-03-20 13:00:00.000000000,1553058000000000000,8370.0,8370.0,8350.0,8355.0,5691,189154,189331
