datetime,datetime_nano,KQ.m@CZCE.CF.open,KQ.m@CZCE.CF.high,KQ.m@CZCE.CF.low,KQ.m@CZCE.CF.close,KQ.m@CZCE.CF.volume,KQ.m@CZCE.CF.open_oi,KQ.m@CZCE.CF.close_oi
2019-01-10 11:00:00.000000000,1547089200000000000,15135.0,15155.0,15130.0,15150.0,2761,189959,189613
2019-01-10 13:00:00.000000000,1547096400000000000,15155.0,15190.0,15140.0,15190.0,7684,189613,189635
2019-01-10 14:00:00.000000000,1547100000000000000,15190.0,15200.0,15140.0,15160.0,14803,189635,189769
2019-01-10 21:00:00.000000000,1547125200000000000,15140.0,15165.0,15115.0,15120.0,9312,189769,190111
2019-01-10 22:00:00.000000000,1547128800000000000,15120.0,15145.0,15105.0,15125.0,4885,190111,190669
2019-01-10 23:00:00.000000000,1547132400000000000,15125.0,15155.0,15120.0,15155.0,2816,190669,190666
2019-01-11 09:00:00.000000000,1547168400000000000,15145.0,15215.0,15145.0,15175.0,18542,190666,192063
2019-01-11 10:00:00.000000000,1547172000000000000,15175.0,15185.0,15155.0,15180.0,5505,192063,191019
2019-01-11 11:00:00.000000000,1547175600000000000,15180.0,15185.0,15140.0,15145.0,4596,191019,190187
2019-01-11 13:00:00.000000000,1547182800000000000,15150.0,15165.0,15135.0,15155.0,4426,190187,190582
2019-01-11 14:00:00.000000000,1547186400000000000,15155.0,15165.0,15130.0,15140.0,7096,190582,189398
2019-01-11 21:00:00.000000000,1547211600000000000,15150.0,15170.0,15130.0,15160.0,6794,189398,189745
2019-01-11 22:00:00.000000000,1547215200000000000,15160.0,15175.0,15130.0,15140.0,4748,189745,189694
2019-01-11 23:00:00.000000000,1547218800000000000,15140.0,15140.0,15115.0,15115.0,4019,189694,190091
2019-01-14 09:00:00.000000000,1547427600000000000,15110.0,15180.0,15105.0,15150.0,11989,190091,189463
2019-01-14 10:00:00.000000000,1547431200000000000,15150.0,15165.0,15125.0,15145.0,3969,189463,188994
2019-01-14 11:00:00.000000000,1547434800000000000,15145.0,15160.0,15130.0,15155.0,2419,188994,188284
2019-01-14 13:00:00.000000000,1547442000000000000,15155.0,15160.0,15145.0,15160.0,1586,188284,188186
2019-01-14 14:00:00.000000000,1547445600000000000,15160.0,15185.0,15140.0,15145.0,9445,188186,187954
2019-01-14 21:00:00.000000000,1547470800000000000,15165.0,15170.0,15140.0,15165.0,6967,187954,189680
2019-01-14 22:00:00.000000000,1547474400000000000,15165.0,15195.0,15160.0,15190.0,7070,189680,191100
2019-01-14 23:00:00.000000000,1547478000000000000,15190.0,15210.0,15180.0,15190.0,5723,191100,191467
2019-01-15 09:00:00.000000000,1547514000000000000,15190.0,15195.0,15160.0,15160.0,7358,191467,191604
2019-01-15 10:00:00.000000000,1547517600000000000,15160.0,15215.0,15160.0,15200.0,7648,191604,193020
2019-01-15 11:00:00.000000000,1547521200000000000,15200.0,15210.0,15180.0,15185.0,3386,193020,193276
2019-01-15 13:00:00.000000000,1547528400000000000,15190.0,15200.0,15170.0,15185.0,2721,193276,193226
2019-01-15 14:00:00.000000000,1547532000000000000,15185.0,15190.0,15085.0,15130.0,24421,193226,191203
2019-01-15 21:00:00.000000000,1547557200000000000,15135.0,15135.0,15070.0,15075.0,18207,191203,194472
2019-01-15 22:00:00.000000000,1547560800000000000,15075.0,15085.0,15025.0,15030.0,14015,194472,196723
2019-01-15 23:00:00.000000000,1547564400000000000,15030.0,15040.0,15010.0,15010.0,4550,196723,197235
2019-01-16 09:00:00.000000000,1547600400000000000,15005.0,15035.0,14980.0,15025.0,19180,197235,197943
2019-01-16 10:00:00.000000000,1547604000000000000,15025.0,15035.0,15000.0,15015.0,6460,197943,197776
2019-01-16 11:00:00.000000000,1547607600000000000,15015.0,15035.0,15010.0,15030.0,3292,197776,197892
2019-01-16 13:00:00.000000000,1547614800000000000,15030.0,15040.0,15010.0,15015.0,4236,197892,197717
2019-01-16 14:00:00.000000000,1547618400000000000,15015.0,15070.0,15010.0,15055.0,13393,197717,195669
2019-01-16 21:00:00.000000000,1547643600000000000,15065.0,15090.0,15030.0,15070.0,12370,195669,194515
2019-01-16 22:00:00.000000000,1547647200000000000,15070.0,15100.0,15065.0,15090.0,5325,194515,193784
2019-01-16 23:00:00.000000000,1547650800000000000,15090.0,15120.0,15090.0,15105.0,5667,193784,193225
2019-01-17 09:00:00.000000000,1547686800000000000,15110.0,15290.0,15100.0,15260.0,63457,193225,202431
2019-01-17 10:00:00.000000000,1547690400000000000,15260.0,15270.0,15225.0,15255.0,14820,202431,202002
2019-01-17 11:00:00.000000000,1547694000000000000,15255.0,15275.0,15230.0,15270.0,8140,202002,202152
2019-01-17 13:00:00.000000000,1547701200000000000,15270.0,15270.0,15230.0,15260.0,9631,202152,203492
2019-01-17 14:00:00.000000000,1547704800000000000,15260.0,15310.0,15250.0,15300.0,27029,203492,207041
2019-01-17 21:00:00.000000000,1547730000000000000,15290.0,15300.0,15245.0,15270.0,25343,207041,206552
2019-01-17 22:00:00.000000000,1547733600000000000,15270.0,15280.0,15235.0,15255.0,7676,206552,206153
2019-01-17 23:00:00.000000000,1547737200000000000,15255.0,15255.0,15235.0,15245.0,3565,206153,205088
2019-01-18 09:00:00.000000000,1547773200000000000,15250.0,15275.0,15235.0,15270.0,14038,205088,205229
2019-01-18 10:00:00.000000000,1547776800000000000,15270.0,15300.0,15255.0,15285.0,9850,205229,206364
2019-01-18 11:00:00.000000000,1547780400000000000,15285.0,15325.0,15285.0,15300.0,11021,206364,208235
2019-01-18 13:00:00.000000000,1547787600000000000,15305.0,15305.0,15260.0,15270.0,8489,208235,207470
2019-01-18 14:00:00.000000000,1547791200000000000,15270.0,15290.0,15245.0,15280.0,14488,207470,207106
2019-01-18 21:00:00.000000000,1547816400000000000,15290.0,15350.0,15260.0,15275.0,30698,207106,209784
2019-01-18 22:00:00.000000000,1547820000000000000,15275.0,15290.0,15245.0,15280.0,8916,209784,209690
2019-01-18 23:00:00.000000000,1547823600000000000,15280.0,15335.0,15275.0,15325.0,8415,209690,210270
2019-01-21 09:00:00.000000000,1548032400000000000,15325.0,15370.0,15265.0,15310.0,34154,210270,213196
2019-01-21 10:00:00.000000000,1548036000000000000,15310.0,15355.0,15310.0,15340.0,10594,213196,214336
2019-01-21 11:00:00.000000000,1548039600000000000,15340.0,15395.0,15315.0,15380.0,17200,214336,219061
2019-01-21 13:00:00.000000000,1548046800000000000,15380.0,15400.0,15325.0,15360.0,16914,219061,219628
2019-01-21 14:00:00.000000000,1548050400000000000,15360.0,15480.0,15355.0,15380.0,53166,219628,225259
2019-01-21 21:00:00.000000000,1548075600000000000,15370.0,15450.0,15350.0,15405.0,22613,225259,226422
2019-01-21 22:00:00.000000000,1548079200000000000,15405.0,15415.0,15370.0,15385.0,11120,226422,225247
2019-01-21 23:00:00.000000000,1548082800000000000,15385.0,15395.0,15375.0,15375.0,2132,225247,224926
2019-01-22 09:00:00.000000000,1548118800000000000,15380.0,15385.0,15290.0,15310.0,32573,224926,223633
2019-01-22 10:00:00.000000000,1548122400000000000,15310.0,15330.0,15105.0,15180.0,53725,223633,216610
2019-01-22 11:00:00.000000000,1548126000000000000,15180.0,15195.0,15160.0,15160.0,8860,216610,215500
2019-01-22 13:00:00.000000000,1548133200000000000,15170.0,15180.0,15150.0,15160.0,8411,215500,215259
2019-01-22 14:00:00.000000000,1548136800000000000,15160.0,15190.0,15145.0,15150.0,14629,215259,213323
2019-01-22 21:00:00.000000000,1548162000000000000,15155.0,15215.0,15140.0,15195.0,14695,213323,214248
2019-01-22 22:00:00.000000000,1548165600000000000,15195.0,15200.0,15165.0,15180.0,7353,214248,214129
2019-01-22 23:00:00.000000000,1548169200000000000,15180.0,15180.0,15120.0,15120.0,6272,214129,212627
2019-01-23 09:00:00.000000000,1548205200000000000,15125.0,15180.0,15120.0,15160.0,11018,212627,213255
2019-01-23 10:00:00.000000000,1548208800000000000,15160.0,15170.0,15140.0,15145.0,3516,213255,213368
2019-01-23 11:00:00.000000000,1548212400000000000,15145.0,15180.0,15140.0,15165.0,3007,213368,213741
2019-01-23 13:00:00.000000000,1548219600000000000,15165.0,15190.0,15130.0,15145.0,5693,213741,213608
2019-01-23 14:00:00.000000000,1548223200000000000,15145.0,15170.0,15130.0,15140.0,7339,213608,213039
2019-01-23 21:00:00.000000000,1548248400000000000,15170.0,15195.0,15150.0,15190.0,8829,213039,213149
2019-01-23 22:00:00.000000000,1548252000000000000,15190.0,15195.0,15155.0,15170.0,4489,213149,212957
2019-01-23 23:00:00.000000000,1548255600000000000,15170.0,15175.0,15140.0,15145.0,2518,212957,212317
2019-01-24 09:00:00.000000000,1548291600000000000,15145.0,15180.0,15105.0,15135.0,11665,212317,212905
2019-01-24 10:00:00.000000000,1548295200000000000,15135.0,15145.0,15110.0,15135.0,5837,212905,212866
2019-01-24 11:00:00.000000000,1548298800000000000,15135.0,15170.0,15135.0,15165.0,3849,212866,212437
2019-01-24 13:00:00.000000000,1548306000000000000,15170.0,15190.0,15155.0,15165.0,3529,212437,212048
2019-01-24 14:00:00.000000000,1548309600000000000,15165.0,15190.0,15160.0,15185.0,7139,212048,211126
2019-01-24 21:00:00.000000000,1548334800000000000,15170.0,15230.0,15165.0,15170.0,21076,211126,210739
2019-01-24 22:00:00.000000000,1548338400000000000,15170.0,15190.0,15140.0,15155.0,10166,210739,210214
2019-01-24 23:00:00.000000000,1548342000000000000,15155.0,15175.0,15145.0,15165.0,2657,210214,210131
2019-01-25 09:00:00.000000000,1548378000000000000,15155.0,15245.0,15150.0,15245.0,17703,210131,210651
2019-01-25 10:00:00.000000000,1548381600000000000,15245.0,15255.0,15200.0,15210.0,8991,210651,210458
2019-01-25 11:00:00.000000000,1548385200000000000,15210.0,15220.0,15175.0,15215.0,3456,210458,210376
2019-01-25 13:00:00.000000000,1548392400000000000,15220.0,15255.0,15205.0,15250.0,4750,210376,211249
2019-01-25 14:00:00.000000000,1548396000000000000,15250.0,15260.0,15215.0,15255.0,12597,211249,210940
2019-01-25 21:00:00.000000000,1548421200000000000,15265.0,15300.0,15225.0,15255.0,14677,210940,211584
2019-01-25 22:00:00.000000000,1548424800000000000,15255.0,15265.0,15230.0,15245.0,4917,211584,210911
2019-01-25 23:00:00.000000000,1548428400000000000,15245.0,15260.0,15235.0,15240.0,2929,210911,210626
2019-01-28 09:00:00.000000000,1548637200000000000,15250.0,15310.0,15240.0,15310.0,15838,210626,211729
2019-01-28 10:00:00.000000000,1548640800000000000,15310.0,15365.0,15285.0,15345.0,14038,211729,213556
2019-01-28 11:00:00.000000000,1548644400000000000,15345.0,15355.0,15295.0,15310.0,8639,213556,212050
2019-01-28 13:00:00.000000000,1548651600000000000,15305.0,15310.0,15210.0,15230.0,12472,212050,210212
2019-01-28 14:00:00.000000000,1548655200000000000,15230.0,15255.0,15220.0,15255.0,9973,210212,210215
2019-01-28 21:00:00.000000000,1548680400000000000,15250.0,15270.0,15200.0,15215.0,16370,210215,209698
2019-01-28 22:00:00.000000000,1548684000000000000,15215.0,15225.0,15170.0,15180.0,7656,209698,208469
2019-01-28 23:00:00.000000000,1548687600000000000,15180.0,15220.0,15180.0,15210.0,2744,208469,207999
2019-01-29 09:00:00.000000000,1548723600000000000,15215.0,15280.0,15180.0,15270.0,12461,207999,207649
2019-01-29 10:00:00.000000000,1548727200000000000,15270.0,15270.0,15215.0,15245.0,5781,207649,207293
2019-01-29 11:00:00.000000000,1548730800000000000,15245.0,15250.0,15235.0,15245.0,993,207293,207175
2019-01-29 13:00:00.000000000,1548738000000000000,15240.0,15275.0,15240.0,15260.0,3820,207175,207731
2019-01-29 14:00:00.000000000,1548741600000000000,15260.0,15280.0,15245.0,15265.0,7482,207731,207186
2019-01-29 21:00:00.000000000,1548766800000000000,15275.0,15325.0,15260.0,15300.0,20065,207186,209553
2019-01-29 22:00:00.000000000,1548770400000000000,15300.0,15315.0,15280.0,15290.0,6583,209553,208520
2019-01-29 23:00:00.000000000,1548774000000000000,15290.0,15300.0,15285.0,15300.0,3330,208520,207670
2019-01-30 09:00:00.000000000,1548810000000000000,15295.0,15350.0,15260.0,15280.0,21004,207670,206926
2019-01-30 10:00:00.000000000,1548813600000000000,15280.0,15300.0,15270.0,15295.0,4707,206926,206898
2019-01-30 11:00:00.000000000,1548817200000000000,15295.0,15320.0,15290.0,15315.0,3638,206898,206883
2019-01-30 13:00:00.000000000,1548824400000000000,15315.0,15330.0,15300.0,15305.0,3853,206883,207134
2019-01-30 14:00:00.000000000,1548828000000000000,15305.0,15320.0,15250.0,15315.0,16563,207134,202358
2019-01-30 21:00:00.000000000,1548853200000000000,15330.0,15340.0,15260.0,15265.0,11103,202358,201599
2019-01-30 22:00:00.000000000,1548856800000000000,15265.0,15280.0,15250.0,15260.0,6107,201599,201046
2019-01-30 23:00:00.000000000,1548860400000000000,15260.0,15275.0,15250.0,15255.0,2288,201046,200457
2019-01-31 09:00:00.000000000,1548896400000000000,15255.0,15280.0,15220.0,15280.0,10298,200457,199844
2019-01-31 10:00:00.000000000,1548900000000000000,15280.0,15280.0,15260.0,15275.0,3588,199844,199536
2019-01-31 11:00:00.000000000,1548903600000000000,15275.0,15300.0,15270.0,15290.0,3351,199536,199424
2019-01-31 13:00:00.000000000,1548910800000000000,15290.0,15315.0,15250.0,15300.0,7754,199424,199311
2019-01-31 14:00:00.000000000,1548914400000000000,15300.0,15310.0,15275.0,15310.0,8550,199311,197715
2019-01-31 21:00:00.000000000,1548939600000000000,15290.0,15345.0,15290.0,15305.0,14812,197715,198274
2019-01-31 22:00:00.000000000,1548943200000000000,15305.0,15325.0,15300.0,15305.0,4824,198274,197580
2019-01-31 23:00:00.000000000,1548946800000000000,15305.0,15310.0,15280.0,15300.0,2887,197580,196846
2019-02-01 09:00:00.000000000,1548982800000000000,15300.0,15300.0,15185.0,15185.0,21158,196846,196281
2019-02-01 10:00:00.000000000,1548986400000000000,15185.0,15215.0,15160.0,15210.0,7063,196281,196166
2019-02-01 11:00:00.000000000,1548990000000000000,15210.0,15240.0,15200.0,15230.0,2659,196166,195608
2019-02-01 13:00:00.000000000,1548997200000000000,15230.0,15235.0,15200.0,15205.0,2215,195608,195408
2019-02-01 14:00:00.000000000,1549000800000000000,15205.0,15255.0,15190.0,15250.0,8259,195408,192770
2019-02-11 09:00:00.000000000,1549846800000000000,15175.0,15200.0,15115.0,15125.0,18733,192770,194957
2019-02-11 10:00:00.000000000,1549850400000000000,15125.0,15180.0,15105.0,15175.0,8486,194957,195284
2019-02-11 11:00:00.000000000,1549854000000000000,15175.0,15220.0,15165.0,15205.0,4144,195284,194456
2019-02-11 13:00:00.000000000,1549861200000000000,15200.0,15230.0,15185.0,15195.0,3804,194456,194650
2019-02-11 14:00:00.000000000,1549864800000000000,15195.0,15225.0,15190.0,15200.0,6024,194650,193920
2019-02-11 21:00:00.000000000,1549890000000000000,15205.0,15450.0,15190.0,15380.0,68713,193920,204827
2019-02-11 22:00:00.000000000,1549893600000000000,15380.0,15400.0,15330.0,15370.0,17009,204827,206561
2019-02-11 23:00:00.000000000,1549897200000000000,15370.0,15390.0,15365.0,15390.0,4353,206561,206054
2019-02-12 09:00:00.000000000,1549933200000000000,15340.0,15365.0,15275.0,15350.0,26130,206054,208256
2019-02-12 10:00:00.000000000,1549936800000000000,15350.0,15355.0,15315.0,15350.0,5915,208256,208548
2019-02-12 11:00:00.000000000,1549940400000000000,15350.0,15360.0,15335.0,15345.0,4344,208548,209136
2019-02-12 13:00:00.000000000,1549947600000000000,15345.0,15395.0,15345.0,15385.0,9575,209136,211143
2019-02-12 14:00:00.000000000,1549951200000000000,15385.0,15385.0,15100.0,15195.0,46593,211143,205731
2019-02-12 21:00:00.000000000,1549976400000000000,15170.0,15245.0,15160.0,15225.0,17413,205731,205041
2019-02-12 22:00:00.000000000,1549980000000000000,15225.0,15240.0,15205.0,15210.0,6606,205041,203687
2019-02-12 23:00:00.000000000,1549983600000000000,15210.0,15220.0,15155.0,15160.0,7529,203687,203081
2019-02-13 09:00:00.000000000,1550019600000000000,15160.0,15170.0,15070.0,15145.0,38744,203081,206706
2019-02-13 10:00:00.000000000,1550023200000000000,15145.0,15155.0,15120.0,15120.0,6018,206706,207009
2019-02-13 11:00:00.000000000,1550026800000000000,15120.0,15130.0,15110.0,15120.0,4158,207009,207341
2019-02-13 13:00:00.000000000,1550034000000000000,15125.0,15130.0,15100.0,15105.0,5399,207341,207733
2019-02-13 14:00:00.000000000,1550037600000000000,15105.0,15110.0,14995.0,14995.0,47224,207733,205631
2019-02-13 21:00:00.000000000,1550062800000000000,15015.0,15030.0,14955.0,14970.0,22818,205631,206820
2019-02-13 22:00:00.000000000,1550066400000000000,14970.0,15045.0,14965.0,15025.0,12258,206820,205612
2019-02-13 23:00:00.000000000,1550070000000000000,15025.0,15060.0,15020.0,15055.0,4668,205612,204222
2019-02-14 09:00:00.000000000,1550106000000000000,15055.0,15095.0,15010.0,15075.0,14503,204222,204605
2019-02-14 10:00:00.000000000,1550109600000000000,15075.0,15080.0,15035.0,15040.0,5663,204605,205170
2019-02-14 11:00:00.000000000,1550113200000000000,15040.0,15055.0,15035.0,15050.0,2154,205170,205253
2019-02-14 13:00:00.000000000,1550120400000000000,15055.0,15075.0,15035.0,15060.0,4206,205253,206152
2019-02-14 14:00:00.000000000,1550124000000000000,15060.0,15065.0,15010.0,15035.0,8688,206152,206712
2019-02-14 21:00:00.000000000,1550149200000000000,15035.0,15060.0,15010.0,15040.0,11353,206712,207303
2019-02-14 22:00:00.000000000,1550152800000000000,15040.0,15040.0,14950.0,14980.0,14710,207303,206460
2019-02-14 23:00:00.000000000,1550156400000000000,14980.0,15005.0,14965.0,14985.0,3370,206460,205782
2019-02-15 09:00:00.000000000,1550192400000000000,14995.0,15080.0,14995.0,15035.0,14366,205782,206021
2019-02-15 10:00:00.000000000,1550196000000000000,15035.0,15055.0,15020.0,15035.0,3099,206021,206254
2019-02-15 11:00:00.000000000,1550199600000000000,15035.0,15080.0,15030.0,15075.0,3719,206254,205980
2019-02-15 13:00:00.000000000,1550206800000000000,15065.0,15075.0,15025.0,15035.0,3547,205980,206236
2019-02-15 14:00:00.000000000,1550210400000000000,15035.0,15055.0,15000.0,15005.0,7636,206236,205784
2019-02-15 21:00:00.000000000,1550235600000000000,15005.0,15040.0,14995.0,15035.0,10064,205784,206252
2019-02-15 22:00:00.000000000,1550239200000000000,15035.0,15055.0,15020.0,15045.0,5551,206252,206018
2019-02-15 23:00:00.000000000,1550242800000000000,15045.0,15050.0,15035.0,15050.0,2360,206018,205661
2019-02-18 09:00:00.000000000,1550451600000000000,15055.0,15135.0,15055.0,15080.0,15421,205661,204281
2019-02-18 10:00:00.000000000,1550455200000000000,15080.0,15095.0,15030.0,15080.0,7264,204281,203794
2019-02-18 11:00:00.000000000,1550458800000000000,15080.0,15080.0,15050.0,15055.0,2110,203794,203791
2019-02-18 13:00:00.000000000,1550466000000000000,15055.0,15080.0,15050.0,15070.0,1638,203791,203928
2019-02-18 14:00:00.000000000,1550469600000000000,15070.0,15085.0,15055.0,15060.0,5362,203928,203163
2019-02-18 21:00:00.000000000,1550494800000000000,15080.0,15225.0,15070.0,15155.0,30425,203163,203044
2019-02-18 22:00:00.000000000,1550498400000000000,15155.0,15155.0,15100.0,15145.0,6863,203044,202362
2019-02-18 23:00:00.000000000,1550502000000000000,15145.0,15180.0,15140.0,15175.0,4646,202362,201644
2019-02-19 09:00:00.000000000,1550538000000000000,15180.0,15335.0,15165.0,15310.0,49474,201644,206153
2019-02-19 10:00:00.000000000,1550541600000000000,15310.0,15335.0,15275.0,15305.0,20198,206153,205285
2019-02-19 11:00:00.000000000,1550545200000000000,15305.0,15320.0,15295.0,15310.0,5330,205285,205356
2019-02-19 13:00:00.000000000,1550552400000000000,15310.0,15315.0,15260.0,15280.0,6550,205356,204725
2019-02-19 14:00:00.000000000,1550556000000000000,15280.0,15350.0,15260.0,15345.0,19907,204725,204044
2019-02-19 21:00:00.000000000,1550581200000000000,15335.0,15350.0,15270.0,15275.0,17197,204044,203770
2019-02-19 22:00:00.000000000,1550584800000000000,15275.0,15320.0,15265.0,15310.0,11006,203770,203947
2019-02-19 23:00:00.000000000,1550588400000000000,15310.0,15345.0,15295.0,15325.0,8732,203947,204532
2019-02-20 09:00:00.000000000,1550624400000000000,15325.0,15375.0,15285.0,15360.0,23476,204532,205511
2019-02-20 10:00:00.000000000,1550628000000000000,15360.0,15395.0,15305.0,15355.0,21134,205511,207643
2019-02-20 11:00:00.000000000,1550631600000000000,15355.0,15395.0,15355.0,15380.0,12138,207643,211089
2019-02-20 13:00:00.000000000,1550638800000000000,15385.0,15385.0,15355.0,15375.0,7863,211089,210648
2019-02-20 14:00:00.000000000,1550642400000000000,15375.0,15395.0,15335.0,15390.0,20517,210648,211544
2019-02-20 21:00:00.000000000,1550667600000000000,15385.0,15400.0,15335.0,15370.0,21522,211544,212804
2019-02-20 22:00:00.000000000,1550671200000000000,15370.0,15405.0,15355.0,15375.0,15013,212804,214229
2019-02-20 23:00:00.000000000,1550674800000000000,15375.0,15390.0,15355.0,15360.0,4614,214229,213684
2019-02-21 09:00:00.000000000,1550710800000000000,15365.0,15450.0,15270.0,15300.0,92497,213684,219251
2019-02-21 10:00:00.000000000,1550714400000000000,15300.0,15330.0,15280.0,15305.0,11473,219251,218000
2019-02-21 11:00:00.000000000,1550718000000000000,15305.0,15305.0,15240.0,15265.0,9784,218000,217268
2019-02-21 13:00:00.000000000,1550725200000000000,15265.0,15295.0,15260.0,15265.0,6904,217268,217070
2019-02-21 14:00:00.000000000,1550728800000000000,15265.0,15345.0,15260.0,15300.0,17570,217070,217347
2019-02-21 21:00:00.000000000,1550754000000000000,15345.0,15395.0,15315.0,15330.0,26324,217347,219870
2019-02-21 22:00:00.000000000,1550757600000000000,15330.0,15385.0,15320.0,15365.0,12436,219870,219260
2019-02-21 23:00:00.000000000,1550761200000000000,15365.0,15370.0,15340.0,15345.0,2700,219260,219165
2019-02-22 09:00:00.000000000,1550797200000000000,15385.0,15500.0,15365.0,15440.0,117475,219165,237994
