datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2019-01-25 10:00:00.000000000,1548381600000000000,6600.0,6610.0,6560.0,6570.0,24078,175559,177740
2019-01-25 11:00:00.000000000,1548385200000000000,6570.0,6580.0,6560.0,6575.0,9696,177740,177371
2019-01-25 13:00:00.000000000,1548392400000000000,6575.0,6575.0,6555.0,6565.0,6103,177371,177341
2019-01-25 14:00:00.000000000,1548396000000000000,6565.0,6575.0,6490.0,6505.0,50550,177341,163979
2019-01-28 09:00:00.000000000,1548637200000000000,6515.0,6525.0,6460.0,6475.0,49360,163979,159781
2019-01-28 10:00:00.000000000,1548640800000000000,6475.0,6490.0,6465.0,6480.0,13045,159781,158587
2019-01-28 11:00:00.000000000,1548644400000000000,6480.0,6485.0,6465.0,6465.0,7622,158587,157719
2019-01-28 13:00:00.000000000,1548651600000000000,6460.0,6475.0,6455.0,6465.0,13811,157719,156505
2019-01-28 14:00:00.000000000,1548655200000000000,6465.0,6475.0,6455.0,6465.0,19437,156505,150622
2019-01-29 09:00:00.000000000,1548723600000000000,6450.0,6475.0,6435.0,6440.0,29274,150622,151575
2019-01-29 10:00:00.000000000,1548727200000000000,6440.0,6450.0,6435.0,6440.0,12383,151575,149324
2019-01-29 11:00:00.000000000,1548730800000000000,6440.0,6460.0,6440.0,6455.0,5994,149324,149094
2019-01-29 13:00:00.000000000,1548738000000000000,6455.0,6475.0,6445.0,6470.0,6735,149094,149596
2019-01-29 14:00:00.000000000,1548741600000000000,6470.0,6480.0,6440.0,6450.0,16419,149596,147524
2019-01-30 09:00:00.000000000,1548810000000000000,6470.0,6515.0,6450.0,6510.0,36468,147524,153930
2019-01-30 10:00:00.000000000,1548813600000000000,6510.0,6525.0,6500.0,6510.0,17821,153930,154079
2019-01-30 11:00:00.000000000,1548817200000000000,6510.0,6540.0,6505.0,6535.0,12976,154079,158414
2019-01-30 13:00:00.000000000,1548824400000000000,6540.0,6540.0,6510.0,6515.0,9773,158414,157539
2019-01-30 14:00:00.000000000,1548828000000000000,6515.0,6545.0,6515.0,6535.0,23948,157539,159185
2019-01-31 09:00:00.000000000,1548896400000000000,6535.0,6550.0,6500.0,6545.0,27858,159185,156636
2019-01-31 10:00:00.000000000,1548900000000000000,6545.0,6550.0,6535.0,6535.0,8385,156636,156939
2019-01-31 11:00:00.000000000,1548903600000000000,6535.0,6545.0,6525.0,6525.0,5024,156939,156376
2019-01-31 13:00:00.000000000,1548910800000000000,6525.0,6530.0,6520.0,6520.0,5780,156376,155411
2019-01-31 14:00:00.000000000,1548914400000000000,6520.0,6540.0,6515.0,6540.0,12986,155411,152170
2019-02-01 09:00:00.000000000,1548982800000000000,6530.0,6540.0,6505.0,6510.0,19055,152170,150744
2019-02-01 10:00:00.000000000,1548986400000000000,6510.0,6530.0,6505.0,6525.0,9200,150744,149400
2019-02-01 11:00:00.000000000,1548990000000000000,6525.0,6525.0,6515.0,6525.0,4642,149400,148805
2019-02-01 13:00:00.000000000,1548997200000000000,6520.0,6525.0,6505.0,6510.0,5121,148805,147270
2019-02-01 14:00:00.000000000,1549000800000000000,6510.0,6545.0,6510.0,6540.0,13530,147270,149395
2019-02-11 09:00:00.000000000,1549846800000000000,6530.0,6655.0,6525.0,6640.0,56294,149395,165152
2019-02-11 10:00:00.000000000,1549850400000000000,6640.0,6650.0,6575.0,6580.0,28966,165152,162485
2019-02-11 11:00:00.000000000,1549854000000000000,6580.0,6585.0,6555.0,6560.0,10794,162485,160884
2019-02-11 13:00:00.000000000,1549861200000000000,6565.0,6590.0,6565.0,6580.0,6047,160884,161933
2019-02-11 14:00:00.000000000,1549864800000000000,6580.0,6585.0,6480.0,6515.0,36789,161933,152373
2019-02-12 09:00:00.000000000,1549933200000000000,6520.0,6530.0,6470.0,6485.0,42444,152373,147525
2019-02-12 10:00:00.000000000,1549936800000000000,6485.0,6500.0,6480.0,6490.0,10517,147525,147444
2019-02-12 11:00:00.000000000,1549940400000000000,6490.0,6500.0,6485.0,6485.0,6281,147444,147447
2019-02-12 13:00:00.000000000,1549947600000000000,6485.0,6495.0,6480.0,6495.0,3847,147447,147681
2019-02-12 14:00:00.000000000,1549951200000000000,6495.0,6500.0,6480.0,6495.0,10383,147681,144754
2019-02-13 09:00:00.000000000,1550019600000000000,6485.0,6495.0,6455.0,6470.0,25673,144754,145811
2019-02-13 10:00:00.000000000,1550023200000000000,6470.0,6470.0,6450.0,6450.0,13585,145811,147712
2019-02-13 11:00:00.000000000,1550026800000000000,6450.0,6460.0,6415.0,6420.0,18920,147712,147689
2019-02-13 13:00:00.000000000,1550034000000000000,6420.0,6425.0,6410.0,6410.0,12810,147689,147466
2019-02-13 14:00:00.000000000,1550037600000000000,6410.0,6420.0,6400.0,6410.0,22262,147466,144659
2019-02-14 09:00:00.000000000,1550106000000000000,6410.0,6465.0,6405.0,6460.0,32540,144659,149089
2019-02-14 10:00:00.000000000,1550109600000000000,6460.0,6465.0,6445.0,6450.0,10476,149089,149016
2019-02-14 11:00:00.000000000,1550113200000000000,6450.0,6470.0,6450.0,6470.0,6297,149016,148486
2019-02-14 13:00:00.000000000,1550120400000000000,6465.0,6475.0,6450.0,6455.0,9082,148486,148691
2019-02-14 14:00:00.000000000,1550124000000000000,6455.0,6470.0,6450.0,6460.0,10890,148691,147320
2019-02-15 09:00:00.000000000,1550192400000000000,6465.0,6465.0,6430.0,6440.0,32082,147320,149183
2019-02-15 10:00:00.000000000,1550196000000000000,6440.0,6445.0,6420.0,6430.0,8975,149183,148486
2019-02-15 11:00:00.000000000,1550199600000000000,6430.0,6435.0,6390.0,6390.0,17904,148486,155458
2019-02-15 13:00:00.000000000,1550206800000000000,6385.0,6410.0,6385.0,6390.0,18176,155458,158554
2019-02-15 14:00:00.000000000,1550210400000000000,6390.0,6435.0,6385.0,6415.0,23060,158554,158676
2019-02-18 09:00:00.000000000,1550451600000000000,6440.0,6445.0,6400.0,6410.0,27901,158676,162055
2019-02-18 10:00:00.000000000,1550455200000000000,6410.0,6425.0,6395.0,6415.0,14205,162055,160228
2019-02-18 11:00:00.000000000,1550458800000000000,6415.0,6430.0,6405.0,6415.0,8356,160228,158906
2019-02-18 13:00:00.000000000,1550466000000000000,6415.0,6425.0,6405.0,6410.0,5920,158906,159215
2019-02-18 14:00:00.000000000,1550469600000000000,6410.0,6420.0,6400.0,6400.0,14080,159215,157918
2019-02-19 09:00:00.000000000,1550538000000000000,6405.0,6410.0,6370.0,6400.0,26096,157918,160189
2019-02-19 10:00:00.000000000,1550541600000000000,6400.0,6410.0,6395.0,6410.0,7158,160189,159956
2019-02-19 11:00:00.000000000,1550545200000000000,6410.0,6435.0,6405.0,6430.0,11404,159956,159587
2019-02-19 13:00:00.000000000,1550552400000000000,6425.0,6445.0,6425.0,6435.0,10300,159587,157725
2019-02-19 14:00:00.000000000,1550556000000000000,6435.0,6445.0,6430.0,6440.0,13742,157725,156107
2019-02-20 09:00:00.000000000,1550624400000000000,6440.0,6440.0,6415.0,6425.0,21401,156107,154102
2019-02-20 10:00:00.000000000,1550628000000000000,6425.0,6430.0,6415.0,6415.0,7507,154102,154419
2019-02-20 11:00:00.000000000,1550631600000000000,6415.0,6420.0,6410.0,6415.0,3000,154419,154585
2019-02-20 13:00:00.000000000,1550638800000000000,6415.0,6425.0,6410.0,6420.0,4283,154585,154997
2019-02-20 14:00:00.000000000,1550642400000000000,6420.0,6445.0,6415.0,6440.0,13437,154997,154437
2019-02-21 09:00:00.000000000,1550710800000000000,6465.0,6480.0,6445.0,6465.0,26944,154437,155289
2019-02-21 10:00:00.000000000,1550714400000000000,6465.0,6515.0,6460.0,6485.0,33055,155289,155173
2019-02-21 11:00:00.000000000,1550718000000000000,6485.0,6490.0,6470.0,6480.0,9980,155173,153233
2019-02-21 13:00:00.000000000,1550725200000000000,6480.0,6490.0,6465.0,6465.0,6201,153233,153123
2019-02-21 14:00:00.000000000,1550728800000000000,6465.0,6475.0,6430.0,6440.0,28029,153123,150276
2019-02-22 09:00:00.000000000,1550797200000000000,6445.0,6490.0,6435.0,6485.0,27539,150276,149560
2019-02-22 10:00:00.000000000,1550800800000000000,6485.0,6490.0,6455.0,6460.0,18517,149560,145442
2019-02-22 11:00:00.000000000,1550804400000000000,6460.0,6470.0,6455.0,6470.0,3818,145442,145285
2019-02-22 13:00:00.000000000,1550811600000000000,6465.0,6470.0,6455.0,6465.0,4856,145285,145583
2019-02-22 14:00:00.000000000,1550815200000000000,6465.0,6465.0,6450.0,6455.0,11621,145583,146756
2019-02-25 09:00:00.000000000,1551056400000000000,6465.0,6515.0,6465.0,6510.0,39581,146756,144824
2019-02-25 10:00:00.000000000,1551060000000000000,6510.0,6510.0,6475.0,6485.0,11919,144824,142552
2019-02-25 11:00:00.000000000,1551063600000000000,6485.0,6485.0,6475.0,6475.0,3710,142552,143021
2019-02-25 13:00:00.000000000,1551070800000000000,6480.0,6480.0,6455.0,6465.0,8824,143021,144441
2019-02-25 14:00:00.000000000,1551074400000000000,6465.0,6475.0,6455.0,6460.0,11523,144441,144628
2019-02-26 09:00:00.000000000,1551142800000000000,6435.0,6500.0,6415.0,6485.0,35353,144628,145337
2019-02-26 10:00:00.000000000,1551146400000000000,6485.0,6510.0,6480.0,6500.0,14905,145337,145321
2019-02-26 11:00:00.000000000,1551150000000000000,6500.0,6500.0,6490.0,6500.0,3097,145321,145278
2019-02-26 13:00:00.000000000,1551157200000000000,6500.0,6500.0,6485.0,6495.0,7200,145278,144826
2019-02-26 14:00:00.000000000,1551160800000000000,6495.0,6500.0,6480.0,6490.0,12428,144826,142737
2019-02-27 09:00:00.000000000,1551229200000000000,6490.0,6495.0,6455.0,6460.0,24681,142737,144250
2019-02-27 10:00:00.000000000,1551232800000000000,6460.0,6475.0,6460.0,6465.0,5254,144250,144409
2019-02-27 11:00:00.000000000,1551236400000000000,6465.0,6475.0,6465.0,6470.0,2117,144409,144467
2019-02-27 13:00:00.000000000,1551243600000000000,6470.0,6475.0,6465.0,6470.0,2258,144467,144771
2019-02-27 14:00:00.000000000,1551247200000000000,6470.0,6475.0,6440.0,6440.0,18460,144771,144616
2019-02-28 09:00:00.000000000,1551315600000000000,6455.0,6455.0,6400.0,6410.0,27101,144616,149815
2019-02-28 10:00:00.000000000,1551319200000000000,6410.0,6410.0,6380.0,6380.0,17220,149815,153699
2019-02-28 11:00:00.000000000,1551322800000000000,6380.0,6410.0,6380.0,6400.0,9115,153699,154620
2019-02-28 13:00:00.000000000,1551330000000000000,6395.0,6410.0,6390.0,6405.0,7107,154620,155242
2019-02-28 14:00:00.000000000,1551333600000000000,6405.0,6440.0,6405.0,6425.0,22268,155242,149094
2019-03-01 09:00:00.000000000,1551402000000000000,6435.0,6475.0,6430.0,6460.0,29447,149094,146691
2019-03-01 10:00:00.000000000,1551405600000000000,6460.0,6465.0,6450.0,6460.0,7722,146691,145532
2019-03-01 11:00:00.000000000,1551409200000000000,6460.0,6470.0,6460.0,6470.0,5247,145532,145657
2019-03-01 13:00:00.000000000,1551416400000000000,6470.0,6480.0,6460.0,6480.0,9851,145657,146108
2019-03-01 14:00:00.000000000,1551420000000000000,6480.0,6500.0,6475.0,6500.0,32648,146108,143592
2019-03-04 09:00:00.000000000,1551661200000000000,6490.0,6530.0,6480.0,6530.0,43838,143592,144095
2019-03-04 10:00:00.000000000,1551664800000000000,6530.0,6545.0,6500.0,6500.0,15663,144095,145173
2019-03-04 11:00:00.000000000,1551668400000000000,6500.0,6520.0,6500.0,6510.0,5962,145173,146048
2019-03-04 13:00:00.000000000,1551675600000000000,6510.0,6530.0,6510.0,6510.0,7113,146048,146475
2019-03-04 14:00:00.000000000,1551679200000000000,6510.0,6535.0,6500.0,6505.0,17518,146475,144286
2019-03-05 09:00:00.000000000,1551747600000000000,6495.0,6525.0,6485.0,6510.0,24944,144286,147394
2019-03-05 10:00:00.000000000,1551751200000000000,6510.0,6520.0,6505.0,6515.0,4269,147394,146869
2019-03-05 11:00:00.000000000,1551754800000000000,6515.0,6520.0,6505.0,6515.0,5015,146869,146832
2019-03-05 13:00:00.000000000,1551762000000000000,6515.0,6535.0,6505.0,6510.0,10068,146832,148110
2019-03-05 14:00:00.000000000,1551765600000000000,6510.0,6520.0,6500.0,6515.0,10191,148110,146388
2019-03-06 09:00:00.000000000,1551834000000000000,6515.0,6555.0,6495.0,6555.0,29279,146388,151980
2019-03-06 10:00:00.000000000,1551837600000000000,6555.0,6575.0,6550.0,6555.0,18168,151980,153655
2019-03-06 11:00:00.000000000,1551841200000000000,6555.0,6580.0,6555.0,6575.0,9143,153655,156428
2019-03-06 13:00:00.000000000,1551848400000000000,6575.0,6585.0,6570.0,6580.0,8462,156428,156457
2019-03-06 14:00:00.000000000,1551852000000000000,6580.0,6585.0,6550.0,6585.0,20234,156457,154269
2019-03-07 09:00:00.000000000,1551920400000000000,6585.0,6600.0,6555.0,6565.0,23957,154269,155481
2019-03-07 10:00:00.000000000,1551924000000000000,6565.0,6575.0,6555.0,6565.0,8553,155481,154903
2019-03-07 11:00:00.000000000,1551927600000000000,6565.0,6600.0,6560.0,6570.0,12039,154903,157164
2019-03-07 13:00:00.000000000,1551934800000000000,6570.0,6590.0,6560.0,6585.0,7688,157164,157143
2019-03-07 14:00:00.000000000,1551938400000000000,6585.0,6625.0,6575.0,6585.0,34050,157143,159535
2019-03-08 09:00:00.000000000,1552006800000000000,6560.0,6575.0,6535.0,6565.0,27885,159535,159478
2019-03-08 10:00:00.000000000,1552010400000000000,6565.0,6610.0,6555.0,6580.0,19081,159478,161331
2019-03-08 11:00:00.000000000,1552014000000000000,6580.0,6590.0,6575.0,6585.0,3786,161331,161852
2019-03-08 13:00:00.000000000,1552021200000000000,6585.0,6590.0,6565.0,6570.0,6657,161852,161326
2019-03-08 14:00:00.000000000,1552024800000000000,6570.0,6595.0,6565.0,6570.0,12757,161326,159189
2019-03-11 09:00:00.000000000,1552266000000000000,6565.0,6570.0,6460.0,6485.0,79899,159189,161038
2019-03-11 10:00:00.000000000,1552269600000000000,6485.0,6525.0,6480.0,6500.0,17730,161038,158853
2019-03-11 11:00:00.000000000,1552273200000000000,6500.0,6515.0,6495.0,6495.0,4918,158853,157918
2019-03-11 13:00:00.000000000,1552280400000000000,6495.0,6510.0,6490.0,6505.0,4291,157918,157746
2019-03-11 14:00:00.000000000,1552284000000000000,6505.0,6510.0,6495.0,6500.0,11374,157746,155999
2019-03-12 09:00:00.000000000,1552352400000000000,6515.0,6520.0,6490.0,6505.0,17365,155999,155257
2019-03-12 10:00:00.000000000,1552356000000000000,6505.0,6540.0,6505.0,6510.0,16539,155257,156526
2019-03-12 11:00:00.000000000,1552359600000000000,6510.0,6515.0,6505.0,6510.0,2825,156526,156364
2019-03-12 13:00:00.000000000,1552366800000000000,6510.0,6530.0,6505.0,6515.0,5946,156364,155767
2019-03-12 14:00:00.000000000,1552370400000000000,6515.0,6525.0,6505.0,6510.0,8242,155767,154034
2019-03-13 09:00:00.000000000,1552438800000000000,6510.0,6540.0,6505.0,6525.0,13125,154034,154613
2019-03-13 10:00:00.000000000,1552442400000000000,6525.0,6545.0,6520.0,6535.0,7849,154613,155087
2019-03-13 11:00:00.000000000,1552446000000000000,6535.0,6545.0,6530.0,6540.0,4065,155087,154973
2019-03-13 13:00:00.000000000,1552453200000000000,6540.0,6545.0,6520.0,6525.0,5376,154973,154445
2019-03-13 14:00:00.000000000,1552456800000000000,6525.0,6530.0,6505.0,6515.0,9709,154445,153084
2019-03-14 09:00:00.000000000,1552525200000000000,6525.0,6530.0,6490.0,6500.0,22885,153084,153545
2019-03-14 10:00:00.000000000,1552528800000000000,6500.0,6510.0,6495.0,6495.0,4517,153545,153593
2019-03-14 11:00:00.000000000,1552532400000000000,6495.0,6505.0,6490.0,6495.0,6029,153593,152943
2019-03-14 13:00:00.000000000,1552539600000000000,6495.0,6505.0,6485.0,6490.0,5351,152943,153952
2019-03-14 14:00:00.000000000,1552543200000000000,6490.0,6490.0,6470.0,6480.0,20359,153952,150315
2019-03-15 09:00:00.000000000,1552611600000000000,6455.0,6460.0,6390.0,6430.0,57607,150315,150330
2019-03-15 10:00:00.000000000,1552615200000000000,6430.0,6440.0,6420.0,6430.0,9194,150330,150041
2019-03-15 11:00:00.000000000,1552618800000000000,6430.0,6445.0,6415.0,6415.0,11206,150041,148003
2019-03-15 13:00:00.000000000,1552626000000000000,6415.0,6415.0,6400.0,6405.0,8934,148003,149310
2019-03-15 14:00:00.000000000,1552629600000000000,6405.0,6420.0,6400.0,6405.0,16161,149310,146431
2019-03-18 09:00:00.000000000,1552870800000000000,6400.0,6405.0,6325.0,6340.0,59066,146431,158321
2019-03-18 10:00:00.000000000,1552874400000000000,6340.0,6340.0,6275.0,6285.0,41533,158321,166262
2019-03-18 11:00:00.000000000,1552878000000000000,6285.0,6315.0,6280.0,6290.0,12945,166262,166151
2019-03-18 13:00:00.000000000,1552885200000000000,6295.0,6300.0,6270.0,6285.0,16199,166151,168039
2019-03-18 14:00:00.000000000,1552888800000000000,6285.0,6290.0,6225.0,6235.0,33133,168039,171774
2019-03-19 09:00:00.000000000,1552957200000000000,6245.0,6285.0,6235.0,6265.0,33145,171774,171053
2019-03-19 10:00:00.000000000,1552960800000000000,6265.0,6275.0,6260.0,6275.0,6986,171053,170287
2019-03-19 11:00:00.000000000,1552964400000000000,6275.0,6280.0,6265.0,6280.0,6604,170287,169506
2019-03-19 13:00:00.000000000,1552971600000000000,6280.0,6285.0,6250.0,6250.0,6616,169506,169220
2019-03-19 14:00:00.000000000,1552975200000000000,6250.0,6270.0,6245.0,6270.0,29586,169220,167691
2019-03-20 09:00:00.000000000,1553043600000000000,6265.0,6290.0,6260.0,6280.0,26524,167691,163189
2019-03-20 10:00:00.000000000,1553047200000000000,6280.0,6315.0,6275.0,6300.0,13132,163189,161136
2019-03-20 11:00:00.000000000,1553050800000000000,6300.0,6305.0,6275.0,6285.0,7039,161136,161276
2019-03-20 13:00:00.000000000,1553058000000000000,6285.0,6285.0,6270.0,6270.0,7525,161276,161717
