datetime,datetime_nano,KQ.m@SHFE.ni.open,KQ.m@SHFE.ni.high,KQ.m@SHFE.ni.low,KQ.m@SHFE.ni.close,KQ.m@SHFE.ni.volume,KQ.m@SHFE.ni.open_oi,KQ.m@SHFE.ni.close_oi
2019-01-07 10:00:00.000000000,1546826400000000000,90730.0,91000.0,90720.0,90970.0,14036,154631,155727
2019-01-07 11:00:00.000000000,1546830000000000000,90970.0,91000.0,90820.0,90930.0,8289,155727,155475
2019-01-07 13:00:00.000000000,1546837200000000000,90920.0,91200.0,90810.0,91080.0,17479,155475,156409
2019-01-07 14:00:00.000000000,1546840800000000000,91080.0,91140.0,90650.0,90830.0,28924,156409,150225
2019-01-07 21:00:00.000000000,1546866000000000000,90800.0,90880.0,90520.0,90650.0,36112,150225,152187
2019-01-07 22:00:00.000000000,1546869600000000000,90650.0,90760.0,90450.0,90740.0,25195,152187,152306
2019-01-07 23:00:00.000000000,1546873200000000000,90740.0,91040.0,90720.0,90950.0,42713,152306,155473
2019-01-08 00:00:00.000000000,1546876800000000000,90950.0,91030.0,90860.0,90950.0,15852,155473,153205
2019-01-08 09:00:00.000000000,1546909200000000000,90900.0,90940.0,90600.0,90810.0,21954,153205,151628
2019-01-08 10:00:00.000000000,1546912800000000000,90810.0,90810.0,90500.0,90690.0,16977,151628,151043
2019-01-08 11:00:00.000000000,1546916400000000000,90690.0,90750.0,90620.0,90640.0,5858,151043,151047
2019-01-08 13:00:00.000000000,1546923600000000000,90500.0,90540.0,90230.0,90510.0,22546,151047,151005
2019-01-08 14:00:00.000000000,1546927200000000000,90510.0,91030.0,90470.0,90830.0,36632,151005,149190
2019-01-08 21:00:00.000000000,1546952400000000000,90950.0,91640.0,90720.0,91550.0,72790,149190,156630
2019-01-08 22:00:00.000000000,1546956000000000000,91550.0,91780.0,91460.0,91630.0,37846,156630,160286
2019-01-08 23:00:00.000000000,1546959600000000000,91630.0,91670.0,91430.0,91550.0,30145,160286,161098
2019-01-09 00:00:00.000000000,1546963200000000000,91550.0,91650.0,91520.0,91520.0,14284,161098,158257
2019-01-09 09:00:00.000000000,1546995600000000000,91560.0,91970.0,91520.0,91830.0,34924,158257,156835
2019-01-09 10:00:00.000000000,1546999200000000000,91830.0,91950.0,91710.0,91850.0,10059,156835,156782
2019-01-09 11:00:00.000000000,1547002800000000000,91850.0,92000.0,91840.0,91920.0,10596,156782,157153
2019-01-09 13:00:00.000000000,1547010000000000000,91940.0,92000.0,91750.0,91800.0,13081,157153,156583
2019-01-09 14:00:00.000000000,1547013600000000000,91800.0,91800.0,91120.0,91340.0,56987,156583,145242
2019-01-09 21:00:00.000000000,1547038800000000000,91490.0,91680.0,91250.0,91450.0,40164,145242,145408
2019-01-09 22:00:00.000000000,1547042400000000000,91450.0,91550.0,91350.0,91550.0,15711,145408,145313
2019-01-09 23:00:00.000000000,1547046000000000000,91550.0,91730.0,91280.0,91330.0,32772,145313,147507
2019-01-10 00:00:00.000000000,1547049600000000000,91330.0,91660.0,91300.0,91480.0,20921,147507,144560
2019-01-10 09:00:00.000000000,1547082000000000000,91450.0,91510.0,91080.0,91490.0,29999,144560,142933
2019-01-10 10:00:00.000000000,1547085600000000000,91490.0,91770.0,91460.0,91710.0,20908,142933,144783
2019-01-10 11:00:00.000000000,1547089200000000000,91710.0,91840.0,91590.0,91770.0,11864,144783,145298
2019-01-10 13:00:00.000000000,1547096400000000000,91760.0,91880.0,91670.0,91710.0,10987,145298,146105
2019-01-10 14:00:00.000000000,1547100000000000000,91710.0,91730.0,91360.0,91560.0,27364,146105,141515
2019-01-10 21:00:00.000000000,1547125200000000000,91520.0,91700.0,90560.0,90650.0,59824,141515,148173
2019-01-10 22:00:00.000000000,1547128800000000000,90650.0,90970.0,90510.0,90680.0,52590,148173,151187
2019-01-10 23:00:00.000000000,1547132400000000000,90680.0,90940.0,90640.0,90870.0,24749,151187,151888
2019-01-11 00:00:00.000000000,1547136000000000000,90870.0,90990.0,90790.0,90930.0,16133,151888,148594
2019-01-11 09:00:00.000000000,1547168400000000000,90900.0,91150.0,90750.0,91070.0,25511,148594,146694
2019-01-11 10:00:00.000000000,1547172000000000000,91070.0,91090.0,90800.0,90960.0,11408,146694,146625
2019-01-11 11:00:00.000000000,1547175600000000000,90960.0,91320.0,90940.0,91280.0,17029,146625,146039
2019-01-11 13:00:00.000000000,1547182800000000000,91290.0,91430.0,91230.0,91310.0,14280,146039,146406
2019-01-11 14:00:00.000000000,1547186400000000000,91310.0,91750.0,91180.0,91720.0,32349,146406,146774
2019-01-11 21:00:00.000000000,1547211600000000000,91900.0,92180.0,91490.0,91540.0,55415,146774,149675
2019-01-11 22:00:00.000000000,1547215200000000000,91540.0,91650.0,91400.0,91620.0,24556,149675,149867
2019-01-11 23:00:00.000000000,1547218800000000000,91620.0,91880.0,91580.0,91840.0,26092,149867,153477
2019-01-12 00:00:00.000000000,1547222400000000000,91840.0,91980.0,91740.0,91980.0,17511,153477,151301
2019-01-14 09:00:00.000000000,1547427600000000000,91950.0,92490.0,91860.0,92210.0,37989,151301,153469
2019-01-14 10:00:00.000000000,1547431200000000000,92210.0,92320.0,91930.0,91930.0,16809,153469,152158
2019-01-14 11:00:00.000000000,1547434800000000000,91930.0,91930.0,91510.0,91760.0,27338,152158,149827
2019-01-14 13:00:00.000000000,1547442000000000000,91750.0,91820.0,91640.0,91730.0,8117,149827,149803
2019-01-14 14:00:00.000000000,1547445600000000000,91730.0,91870.0,91430.0,91700.0,22840,149803,148110
2019-01-14 21:00:00.000000000,1547470800000000000,91850.0,91920.0,91150.0,91350.0,49270,148110,153983
2019-01-14 22:00:00.000000000,1547474400000000000,91350.0,91790.0,91330.0,91620.0,32847,153983,154668
2019-01-14 23:00:00.000000000,1547478000000000000,91620.0,91780.0,91400.0,91700.0,28583,154668,153959
2019-01-15 00:00:00.000000000,1547481600000000000,91700.0,91780.0,91430.0,91650.0,16441,153959,151789
2019-01-15 09:00:00.000000000,1547514000000000000,91710.0,92260.0,91470.0,92130.0,42447,151789,154052
2019-01-15 10:00:00.000000000,1547517600000000000,92130.0,92170.0,91850.0,91960.0,18024,154052,152905
2019-01-15 11:00:00.000000000,1547521200000000000,91960.0,92190.0,91920.0,92090.0,11041,152905,152876
2019-01-15 13:00:00.000000000,1547528400000000000,92050.0,92140.0,91910.0,92100.0,10631,152876,152615
2019-01-15 14:00:00.000000000,1547532000000000000,92100.0,92150.0,91920.0,92070.0,21610,152615,150869
2019-01-15 21:00:00.000000000,1547557200000000000,92060.0,92390.0,91800.0,92270.0,57324,150869,158004
2019-01-15 22:00:00.000000000,1547560800000000000,92270.0,92760.0,92240.0,92550.0,54721,158004,164229
2019-01-15 23:00:00.000000000,1547564400000000000,92550.0,92800.0,92520.0,92660.0,30274,164229,167854
2019-01-16 00:00:00.000000000,1547568000000000000,92660.0,92950.0,92590.0,92910.0,26414,167854,167989
2019-01-16 09:00:00.000000000,1547600400000000000,92830.0,93170.0,92750.0,93100.0,44480,167989,170123
2019-01-16 10:00:00.000000000,1547604000000000000,93100.0,93130.0,92850.0,92930.0,17189,170123,169254
2019-01-16 11:00:00.000000000,1547607600000000000,92930.0,93110.0,92890.0,93060.0,9221,169254,168247
2019-01-16 13:00:00.000000000,1547614800000000000,93070.0,93100.0,92770.0,93010.0,17216,168247,166739
2019-01-16 14:00:00.000000000,1547618400000000000,93010.0,93360.0,92940.0,93230.0,34935,166739,163462
2019-01-16 21:00:00.000000000,1547643600000000000,93050.0,93250.0,92800.0,92920.0,40503,163462,163524
2019-01-16 22:00:00.000000000,1547647200000000000,92920.0,93150.0,92860.0,92950.0,21917,163524,163912
2019-01-16 23:00:00.000000000,1547650800000000000,92950.0,93040.0,92710.0,93000.0,24616,163912,163903
2019-01-17 00:00:00.000000000,1547654400000000000,93000.0,93020.0,92880.0,92910.0,10937,163903,161790
2019-01-17 09:00:00.000000000,1547686800000000000,92900.0,92910.0,92560.0,92690.0,34342,161790,159072
2019-01-17 10:00:00.000000000,1547690400000000000,92690.0,92950.0,92620.0,92950.0,14306,159072,157353
2019-01-17 11:00:00.000000000,1547694000000000000,92950.0,93080.0,92840.0,93050.0,11419,157353,156184
2019-01-17 13:00:00.000000000,1547701200000000000,93050.0,93050.0,92850.0,92990.0,8802,156184,156141
2019-01-17 14:00:00.000000000,1547704800000000000,92990.0,93030.0,92720.0,92820.0,21371,156141,152940
2019-01-17 21:00:00.000000000,1547730000000000000,92430.0,93030.0,92240.0,92920.0,43252,152940,155074
2019-01-17 22:00:00.000000000,1547733600000000000,92920.0,93580.0,92710.0,93530.0,37284,155074,155283
2019-01-17 23:00:00.000000000,1547737200000000000,93530.0,93650.0,93200.0,93540.0,47136,155283,157089
2019-01-18 00:00:00.000000000,1547740800000000000,93540.0,93700.0,93450.0,93510.0,22384,157089,154362
2019-01-18 09:00:00.000000000,1547773200000000000,93530.0,93820.0,93410.0,93800.0,28503,154362,153726
2019-01-18 10:00:00.000000000,1547776800000000000,93800.0,93980.0,93690.0,93860.0,20621,153726,154006
2019-01-18 11:00:00.000000000,1547780400000000000,93860.0,93970.0,93790.0,93880.0,7378,154006,154122
2019-01-18 13:00:00.000000000,1547787600000000000,93920.0,94130.0,93790.0,94060.0,12208,154122,154620
2019-01-18 14:00:00.000000000,1547791200000000000,94060.0,94090.0,93730.0,94080.0,24932,154620,152258
2019-01-18 21:00:00.000000000,1547816400000000000,93930.0,94300.0,93700.0,94260.0,42689,152258,154339
2019-01-18 22:00:00.000000000,1547820000000000000,94260.0,94600.0,94040.0,94350.0,44466,154339,154540
2019-01-18 23:00:00.000000000,1547823600000000000,94350.0,94990.0,94250.0,94940.0,55868,154540,159423
2019-01-19 00:00:00.000000000,1547827200000000000,94940.0,95660.0,94910.0,95260.0,66203,159423,155756
2019-01-21 09:00:00.000000000,1548032400000000000,95190.0,95240.0,94610.0,94740.0,38375,155756,151530
2019-01-21 10:00:00.000000000,1548036000000000000,94740.0,95270.0,94720.0,95040.0,17111,151530,151794
2019-01-21 11:00:00.000000000,1548039600000000000,95040.0,95080.0,94760.0,94920.0,9035,151794,150913
2019-01-21 13:00:00.000000000,1548046800000000000,95010.0,95010.0,94680.0,94890.0,13837,150913,151881
2019-01-21 14:00:00.000000000,1548050400000000000,94890.0,95180.0,94890.0,94980.0,23942,151881,150366
2019-01-21 21:00:00.000000000,1548075600000000000,94850.0,95140.0,94650.0,95020.0,28596,150366,152466
2019-01-21 22:00:00.000000000,1548079200000000000,95020.0,95340.0,94780.0,95230.0,29972,152466,154915
2019-01-21 23:00:00.000000000,1548082800000000000,95230.0,95760.0,95180.0,95540.0,39350,154915,159864
2019-01-22 00:00:00.000000000,1548086400000000000,95540.0,95630.0,95230.0,95360.0,21571,159864,156687
2019-01-22 09:00:00.000000000,1548118800000000000,95300.0,95480.0,95040.0,95060.0,24263,156687,155941
2019-01-22 10:00:00.000000000,1548122400000000000,95060.0,95140.0,94200.0,94440.0,44157,155941,151910
2019-01-22 11:00:00.000000000,1548126000000000000,94440.0,94740.0,94390.0,94430.0,12018,151910,150559
2019-01-22 13:00:00.000000000,1548133200000000000,94420.0,94500.0,94090.0,94160.0,20053,150559,151168
2019-01-22 14:00:00.000000000,1548136800000000000,94160.0,94330.0,94040.0,94040.0,23816,151168,147513
2019-01-22 21:00:00.000000000,1548162000000000000,94130.0,94480.0,93980.0,94290.0,27824,147513,148647
2019-01-22 22:00:00.000000000,1548165600000000000,94290.0,94550.0,94230.0,94370.0,21532,148647,149408
2019-01-22 23:00:00.000000000,1548169200000000000,94370.0,94400.0,93360.0,93590.0,59579,149408,149381
2019-01-23 00:00:00.000000000,1548172800000000000,93590.0,93680.0,93410.0,93570.0,15349,149381,147357
2019-01-23 09:00:00.000000000,1548205200000000000,93600.0,93880.0,93510.0,93750.0,21711,147357,145256
2019-01-23 10:00:00.000000000,1548208800000000000,93750.0,93750.0,93410.0,93490.0,13028,145256,145088
2019-01-23 11:00:00.000000000,1548212400000000000,93490.0,93750.0,93450.0,93690.0,8357,145088,144255
2019-01-23 13:00:00.000000000,1548219600000000000,93710.0,93790.0,93310.0,93340.0,14375,144255,145311
2019-01-23 14:00:00.000000000,1548223200000000000,93340.0,93720.0,93310.0,93670.0,18357,145311,144422
2019-01-23 21:00:00.000000000,1548248400000000000,93850.0,94270.0,93780.0,93940.0,43459,144422,145023
2019-01-23 22:00:00.000000000,1548252000000000000,93940.0,94200.0,93620.0,93660.0,30605,145023,145272
2019-01-23 23:00:00.000000000,1548255600000000000,93660.0,94080.0,93630.0,93810.0,27581,145272,147221
2019-01-24 00:00:00.000000000,1548259200000000000,93810.0,94150.0,93780.0,93940.0,22553,147221,146362
2019-01-24 09:00:00.000000000,1548291600000000000,94040.0,94180.0,93740.0,93830.0,21823,146362,145395
2019-01-24 10:00:00.000000000,1548295200000000000,93830.0,94060.0,93740.0,94040.0,13962,145395,144637
2019-01-24 11:00:00.000000000,1548298800000000000,94040.0,94120.0,94000.0,94040.0,7141,144637,145129
2019-01-24 13:00:00.000000000,1548306000000000000,94030.0,94030.0,93550.0,93670.0,21385,145129,145872
2019-01-24 14:00:00.000000000,1548309600000000000,93670.0,93890.0,93470.0,93590.0,29334,145872,145442
2019-01-24 21:00:00.000000000,1548334800000000000,93560.0,93820.0,93370.0,93630.0,36066,145442,149321
2019-01-24 22:00:00.000000000,1548338400000000000,93630.0,94660.0,93610.0,94420.0,53253,149321,148947
2019-01-24 23:00:00.000000000,1548342000000000000,94420.0,94760.0,94370.0,94630.0,29141,148947,151429
2019-01-25 00:00:00.000000000,1548345600000000000,94630.0,94830.0,94530.0,94620.0,18926,151429,148834
2019-01-25 09:00:00.000000000,1548378000000000000,94620.0,94850.0,94530.0,94570.0,21293,148834,146848
2019-01-25 10:00:00.000000000,1548381600000000000,94570.0,94850.0,94530.0,94660.0,14273,146848,145418
2019-01-25 11:00:00.000000000,1548385200000000000,94660.0,95190.0,94600.0,95130.0,18103,145418,147613
2019-01-25 13:00:00.000000000,1548392400000000000,95150.0,95310.0,95020.0,95030.0,15427,147613,148301
2019-01-25 14:00:00.000000000,1548396000000000000,95030.0,95210.0,94710.0,94850.0,27734,148301,144670
2019-01-25 21:00:00.000000000,1548421200000000000,94720.0,95110.0,94530.0,95010.0,32981,144670,146992
2019-01-25 22:00:00.000000000,1548424800000000000,95010.0,95170.0,94920.0,95030.0,23458,146992,148019
2019-01-25 23:00:00.000000000,1548428400000000000,95030.0,95600.0,95030.0,95530.0,45018,148019,153883
2019-01-26 00:00:00.000000000,1548432000000000000,95530.0,95590.0,95410.0,95530.0,16223,153883,150799
2019-01-28 09:00:00.000000000,1548637200000000000,95530.0,95970.0,95030.0,95520.0,41325,150799,148443
2019-01-28 10:00:00.000000000,1548640800000000000,95520.0,95540.0,95260.0,95330.0,10453,148443,148523
2019-01-28 11:00:00.000000000,1548644400000000000,95330.0,95430.0,95130.0,95350.0,7323,148523,147752
2019-01-28 13:00:00.000000000,1548651600000000000,95350.0,95470.0,95170.0,95320.0,11558,147752,148224
2019-01-28 14:00:00.000000000,1548655200000000000,95320.0,95370.0,94900.0,95050.0,23755,148224,144183
2019-01-28 21:00:00.000000000,1548680400000000000,95070.0,95180.0,94600.0,94770.0,30984,144183,144916
2019-01-28 22:00:00.000000000,1548684000000000000,94770.0,95360.0,94620.0,95000.0,35399,144916,144717
2019-01-28 23:00:00.000000000,1548687600000000000,95000.0,95320.0,94950.0,95140.0,23432,144717,147896
2019-01-29 00:00:00.000000000,1548691200000000000,95140.0,95160.0,94710.0,94840.0,21472,147896,144723
2019-01-29 09:00:00.000000000,1548723600000000000,94840.0,95050.0,94700.0,94730.0,19380,144723,143463
2019-01-29 10:00:00.000000000,1548727200000000000,94730.0,94830.0,94040.0,94820.0,35778,143463,141632
2019-01-29 11:00:00.000000000,1548730800000000000,94820.0,95100.0,94790.0,95060.0,14166,141632,142144
2019-01-29 13:00:00.000000000,1548738000000000000,95070.0,95300.0,95060.0,95100.0,16500,142144,144555
2019-01-29 14:00:00.000000000,1548741600000000000,95100.0,95450.0,95070.0,95180.0,27452,144555,142630
2019-01-29 21:00:00.000000000,1548766800000000000,95490.0,96590.0,95360.0,96560.0,83841,142630,159246
2019-01-29 22:00:00.000000000,1548770400000000000,96560.0,96950.0,96510.0,96840.0,47490,159246,162234
2019-01-29 23:00:00.000000000,1548774000000000000,96840.0,96990.0,96480.0,96670.0,45172,162234,160947
2019-01-30 00:00:00.000000000,1548777600000000000,96670.0,96880.0,96570.0,96660.0,20721,160947,159093
2019-01-30 09:00:00.000000000,1548810000000000000,96640.0,97180.0,96600.0,97140.0,36081,159093,159870
2019-01-30 10:00:00.000000000,1548813600000000000,97140.0,97890.0,97010.0,97690.0,42694,159870,164938
2019-01-30 11:00:00.000000000,1548817200000000000,97690.0,97790.0,97340.0,97710.0,19709,164938,162652
2019-01-30 13:00:00.000000000,1548824400000000000,97690.0,97740.0,97410.0,97520.0,13154,162652,162133
2019-01-30 14:00:00.000000000,1548828000000000000,97520.0,97790.0,97240.0,97480.0,38914,162133,157195
2019-01-30 21:00:00.000000000,1548853200000000000,97690.0,97990.0,97510.0,97690.0,40476,157195,157308
2019-01-30 22:00:00.000000000,1548856800000000000,97690.0,98230.0,97550.0,98050.0,33213,157308,158649
2019-01-30 23:00:00.000000000,1548860400000000000,98050.0,98480.0,98050.0,98300.0,35870,158649,161978
2019-01-31 00:00:00.000000000,1548864000000000000,98300.0,98330.0,97310.0,98080.0,43853,161978,155608
2019-01-31 09:00:00.000000000,1548896400000000000,98070.0,98070.0,97460.0,97680.0,26599,155608,152458
2019-01-31 10:00:00.000000000,1548900000000000000,97680.0,98070.0,97620.0,97880.0,14403,152458,151280
2019-01-31 11:00:00.000000000,1548903600000000000,97880.0,97910.0,97560.0,97660.0,9237,151280,149641
2019-01-31 13:00:00.000000000,1548910800000000000,97680.0,98120.0,97580.0,97940.0,12443,149641,149106
2019-01-31 14:00:00.000000000,1548914400000000000,97940.0,97970.0,97500.0,97830.0,23863,149106,144146
2019-01-31 21:00:00.000000000,1548939600000000000,97880.0,98690.0,97750.0,98230.0,42821,144146,144875
2019-01-31 22:00:00.000000000,1548943200000000000,98230.0,98530.0,98190.0,98340.0,20102,144875,143757
2019-01-31 23:00:00.000000000,1548946800000000000,98340.0,98900.0,98330.0,98620.0,37864,143757,145615
2019-02-01 00:00:00.000000000,1548950400000000000,98620.0,98810.0,98540.0,98730.0,15624,145615,142016
2019-02-01 09:00:00.000000000,1548982800000000000,98690.0,98690.0,98010.0,98020.0,28240,142016,138335
2019-02-01 10:00:00.000000000,1548986400000000000,98020.0,98380.0,97650.0,98320.0,22484,138335,135349
2019-02-01 11:00:00.000000000,1548990000000000000,98320.0,98430.0,98200.0,98290.0,6758,135349,134590
2019-02-01 13:00:00.000000000,1548997200000000000,98270.0,98480.0,98050.0,98450.0,8538,134590,133678
2019-02-01 14:00:00.000000000,1549000800000000000,98450.0,99500.0,98360.0,99450.0,29316,133678,128867
2019-02-11 09:00:00.000000000,1549846800000000000,99950.0,101730.0,99830.0,101670.0,67761,128867,138273
2019-02-11 10:00:00.000000000,1549850400000000000,101670.0,101950.0,101220.0,101280.0,23692,138273,138352
2019-02-11 11:00:00.000000000,1549854000000000000,101280.0,101430.0,100640.0,100800.0,16796,138352,136139
2019-02-11 13:00:00.000000000,1549861200000000000,100850.0,101380.0,100790.0,101240.0,12917,136139,136093
2019-02-11 14:00:00.000000000,1549864800000000000,101240.0,101320.0,100100.0,100350.0,34752,136093,134236
2019-02-11 21:00:00.000000000,1549890000000000000,100560.0,100660.0,99130.0,99530.0,66257,134236,143642
2019-02-11 22:00:00.000000000,1549893600000000000,99530.0,99850.0,99220.0,99440.0,28521,143642,144648
2019-02-11 23:00:00.000000000,1549897200000000000,99440.0,99670.0,99080.0,99380.0,28495,144648,146606
2019-02-12 00:00:00.000000000,1549900800000000000,99380.0,99500.0,99280.0,99390.0,11077,146606,144799
2019-02-12 09:00:00.000000000,1549933200000000000,99400.0,99560.0,98800.0,99080.0,40146,144799,144613
2019-02-12 10:00:00.000000000,1549936800000000000,99080.0,99220.0,99030.0,99100.0,9562,144613,144545
2019-02-12 11:00:00.000000000,1549940400000000000,99100.0,99260.0,98910.0,99020.0,10546,144545,142987
2019-02-12 13:00:00.000000000,1549947600000000000,99120.0,99230.0,98870.0,99010.0,11241,142987,142759
2019-02-12 14:00:00.000000000,1549951200000000000,99010.0,99480.0,99010.0,99180.0,21797,142759,140214
2019-02-12 21:00:00.000000000,1549976400000000000,99160.0,99750.0,99030.0,99390.0,39217,140214,142900
2019-02-12 22:00:00.000000000,1549980000000000000,99390.0,99510.0,98160.0,98200.0,55745,142900,147881
2019-02-12 23:00:00.000000000,1549983600000000000,98200.0,98200.0,97100.0,97550.0,72842,147881,151350
2019-02-13 00:00:00.000000000,1549987200000000000,97550.0,98220.0,97460.0,98190.0,24145,151350,147805
2019-02-13 09:00:00.000000000,1550019600000000000,98190.0,98520.0,98020.0,98500.0,37275,147805,147240
2019-02-13 10:00:00.000000000,1550023200000000000,98500.0,98690.0,98440.0,98640.0,18113,147240,146221
2019-02-13 11:00:00.000000000,1550026800000000000,98640.0,98760.0,98470.0,98550.0,9679,146221,145736
2019-02-13 13:00:00.000000000,1550034000000000000,98560.0,98640.0,98200.0,98430.0,15987,145736,145824
2019-02-13 14:00:00.000000000,1550037600000000000,98430.0,98450.0,97930.0,98350.0,27833,145824,145429
2019-02-13 21:00:00.000000000,1550062800000000000,98280.0,98640.0,97800.0,98550.0,42086,145429,147239
2019-02-13 22:00:00.000000000,1550066400000000000,98550.0,98880.0,98030.0,98340.0,44601,147239,146565
2019-02-13 23:00:00.000000000,1550070000000000000,98340.0,98710.0,98250.0,98340.0,30585,146565,149151
2019-02-14 00:00:00.000000000,1550073600000000000,98340.0,98620.0,98250.0,98450.0,20787,149151,146907
2019-02-14 09:00:00.000000000,1550106000000000000,98460.0,99290.0,98410.0,99110.0,40959,146907,150739
2019-02-14 10:00:00.000000000,1550109600000000000,99110.0,99130.0,98420.0,98500.0,25199,150739,147958
2019-02-14 11:00:00.000000000,1550113200000000000,98500.0,98830.0,98460.0,98690.0,9648,147958,147173
2019-02-14 13:00:00.000000000,1550120400000000000,98790.0,99000.0,98650.0,98750.0,10545,147173,146747
2019-02-14 14:00:00.000000000,1550124000000000000,98750.0,98940.0,98570.0,98890.0,22896,146747,145134
2019-02-14 21:00:00.000000000,1550149200000000000,99090.0,99200.0,98200.0,98330.0,47585,145134,150206
2019-02-14 22:00:00.000000000,1550152800000000000,98330.0,98380.0,97000.0,97160.0,66664,150206,150316
2019-02-14 23:00:00.000000000,1550156400000000000,97160.0,97410.0,96860.0,97350.0,45855,150316,150121
2019-02-15 00:00:00.000000000,1550160000000000000,97350.0,97600.0,97200.0,97560.0,15890,150121,146031
2019-02-15 09:00:00.000000000,1550192400000000000,97350.0,97730.0,97090.0,97120.0,31523,146031,146671
2019-02-15 10:00:00.000000000,1550196000000000000,97120.0,97220.0,96680.0,96910.0,31610,146671,149615
2019-02-15 11:00:00.000000000,1550199600000000000,96910.0,96960.0,96720.0,96840.0,10156,149615,149758
2019-02-15 13:00:00.000000000,1550206800000000000,96700.0,96950.0,96580.0,96930.0,15286,149758,150597
2019-02-15 14:00:00.000000000,1550210400000000000,96930.0,96980.0,96530.0,96650.0,27129,150597,149481
2019-02-15 21:00:00.000000000,1550235600000000000,97130.0,97300.0,96780.0,97140.0,41844,149481,150832
2019-02-15 22:00:00.000000000,1550239200000000000,97140.0,97590.0,97060.0,97380.0,34251,150832,150631
2019-02-15 23:00:00.000000000,1550242800000000000,97380.0,97950.0,97270.0,97830.0,38975,150631,155203
2019-02-16 00:00:00.000000000,1550246400000000000,97830.0,99000.0,97770.0,98800.0,56712,155203,153465
2019-02-18 09:00:00.000000000,1550451600000000000,98880.0,98880.0,97950.0,98160.0,40280,153465,150874
2019-02-18 10:00:00.000000000,1550455200000000000,98160.0,98280.0,97520.0,98220.0,31898,150874,150636
2019-02-18 11:00:00.000000000,1550458800000000000,98220.0,98400.0,98090.0,98200.0,14162,150636,149763
2019-02-18 13:00:00.000000000,1550466000000000000,98250.0,98650.0,98160.0,98520.0,17839,149763,150243
2019-02-18 14:00:00.000000000,1550469600000000000,98520.0,98530.0,98250.0,98390.0,21145,150243,148557
2019-02-18 21:00:00.000000000,1550494800000000000,98640.0,99680.0,98400.0,99100.0,75881,148557,152361
