datetime,datetime_nano,KQ.m@DCE.lh.open,KQ.m@DCE.lh.high,KQ.m@DCE.lh.low,KQ.m@DCE.lh.close,KQ.m@DCE.lh.volume,KQ.m@DCE.lh.open_oi,KQ.m@DCE.lh.close_oi
2021-01-21 09:00:00.000000000,1611190800000000000,24945.0,25185.0,24910.0,25060.0,2864,17573,17625
2021-01-21 10:00:00.000000000,1611194400000000000,25060.0,25100.0,24840.0,24985.0,1242,17625,17507
2021-01-21 11:00:00.000000000,1611198000000000000,24985.0,25035.0,24945.0,24950.0,281,17507,17490
2021-01-21 13:00:00.000000000,1611205200000000000,24995.0,25050.0,24945.0,25000.0,546,17490,17423
2021-01-21 14:00:00.000000000,1611208800000000000,25000.0,25010.0,24800.0,24870.0,1761,17423,17278
2021-01-22 09:00:00.000000000,1611277200000000000,24855.0,24925.0,24660.0,24855.0,2422,17278,16919
2021-01-22 10:00:00.000000000,1611280800000000000,24855.0,25045.0,24845.0,24980.0,1176,16919,16906
2021-01-22 11:00:00.000000000,1611284400000000000,24980.0,25015.0,24865.0,24940.0,537,16906,16845
2021-01-22 13:00:00.000000000,1611291600000000000,24935.0,24970.0,24800.0,24835.0,614,16845,16817
2021-01-22 14:00:00.000000000,1611295200000000000,24835.0,24835.0,24530.0,24565.0,3398,16817,17412
2021-01-25 09:00:00.000000000,1611536400000000000,24550.0,25300.0,24510.0,24990.0,7674,17412,17049
2021-01-25 10:00:00.000000000,1611540000000000000,24990.0,24995.0,24810.0,24900.0,950,17049,16980
2021-01-25 11:00:00.000000000,1611543600000000000,24900.0,24900.0,24825.0,24845.0,344,16980,17017
2021-01-25 13:00:00.000000000,1611550800000000000,24865.0,25000.0,24840.0,24925.0,759,17017,17114
2021-01-25 14:00:00.000000000,1611554400000000000,24925.0,24985.0,24845.0,24930.0,1145,17114,16900
2021-01-26 09:00:00.000000000,1611622800000000000,25100.0,25185.0,24925.0,25045.0,2827,16900,16814
2021-01-26 10:00:00.000000000,1611626400000000000,25045.0,25480.0,25025.0,25370.0,4979,16814,17417
2021-01-26 11:00:00.000000000,1611630000000000000,25370.0,25600.0,25345.0,25590.0,2706,17417,17865
2021-01-26 13:00:00.000000000,1611637200000000000,25580.0,25770.0,25400.0,25455.0,3932,17865,17867
2021-01-26 14:00:00.000000000,1611640800000000000,25455.0,25690.0,25355.0,25555.0,3340,17867,17980
2021-01-27 09:00:00.000000000,1611709200000000000,25610.0,25645.0,25200.0,25340.0,4267,17980,17952
2021-01-27 10:00:00.000000000,1611712800000000000,25340.0,25425.0,25235.0,25345.0,1237,17952,18019
2021-01-27 11:00:00.000000000,1611716400000000000,25345.0,25410.0,25340.0,25400.0,367,18019,18013
2021-01-27 13:00:00.000000000,1611723600000000000,25445.0,25450.0,25280.0,25365.0,1131,18013,17880
2021-01-27 14:00:00.000000000,1611727200000000000,25365.0,25460.0,25270.0,25275.0,1350,17880,17942
2021-01-28 09:00:00.000000000,1611795600000000000,25155.0,25435.0,25020.0,25390.0,3969,17942,17945
2021-01-28 10:00:00.000000000,1611799200000000000,25390.0,25535.0,25330.0,25435.0,1961,17945,17913
2021-01-28 11:00:00.000000000,1611802800000000000,25435.0,25455.0,25330.0,25370.0,479,17913,17945
2021-01-28 13:00:00.000000000,1611810000000000000,25370.0,25390.0,25270.0,25280.0,788,17945,17782
2021-01-28 14:00:00.000000000,1611813600000000000,25280.0,25330.0,25170.0,25190.0,1513,17782,17581
2021-01-29 09:00:00.000000000,1611882000000000000,25295.0,25620.0,25280.0,25575.0,3908,17581,17831
2021-01-29 10:00:00.000000000,1611885600000000000,25575.0,25615.0,25445.0,25490.0,1755,17831,17967
2021-01-29 11:00:00.000000000,1611889200000000000,25490.0,25580.0,25485.0,25550.0,412,17967,18004
2021-01-29 13:00:00.000000000,1611896400000000000,25545.0,25555.0,25415.0,25470.0,863,18004,17972
2021-01-29 14:00:00.000000000,1611900000000000000,25470.0,25585.0,25360.0,25570.0,1658,17972,17760
2021-02-01 09:00:00.000000000,1612141200000000000,25630.0,25970.0,25420.0,25620.0,3090,17760,18136
2021-02-01 10:00:00.000000000,1612144800000000000,25620.0,25680.0,25600.0,25650.0,726,18136,18216
2021-02-01 11:00:00.000000000,1612148400000000000,25650.0,25660.0,25575.0,25575.0,395,18216,18218
2021-02-01 13:00:00.000000000,1612155600000000000,25585.0,25680.0,25580.0,25670.0,611,18218,18379
2021-02-01 14:00:00.000000000,1612159200000000000,25670.0,25695.0,25610.0,25685.0,1339,18379,18539
2021-02-02 09:00:00.000000000,1612227600000000000,25700.0,26040.0,25680.0,25940.0,4727,18539,18930
2021-02-02 10:00:00.000000000,1612231200000000000,25940.0,25985.0,25800.0,25850.0,1168,18930,18889
2021-02-02 11:00:00.000000000,1612234800000000000,25850.0,25925.0,25820.0,25845.0,476,18889,18831
2021-02-02 13:00:00.000000000,1612242000000000000,25825.0,25835.0,25510.0,25560.0,2163,18831,18827
2021-02-02 14:00:00.000000000,1612245600000000000,25560.0,25560.0,25300.0,25380.0,3315,18827,18831
2021-02-03 09:00:00.000000000,1612314000000000000,25355.0,25555.0,25210.0,25285.0,3152,18831,18430
2021-02-03 10:00:00.000000000,1612317600000000000,25285.0,25330.0,25215.0,25330.0,832,18430,18510
2021-02-03 11:00:00.000000000,1612321200000000000,25330.0,25480.0,25300.0,25385.0,786,18510,18421
2021-02-03 13:00:00.000000000,1612328400000000000,25420.0,25480.0,25370.0,25410.0,633,18421,18448
2021-02-03 14:00:00.000000000,1612332000000000000,25410.0,25450.0,25235.0,25315.0,1643,18448,18399
2021-02-04 09:00:00.000000000,1612400400000000000,25395.0,25485.0,25250.0,25370.0,1734,18399,18380
2021-02-04 10:00:00.000000000,1612404000000000000,25370.0,25390.0,25285.0,25320.0,523,18380,18467
2021-02-04 11:00:00.000000000,1612407600000000000,25320.0,25350.0,25265.0,25320.0,239,18467,18440
2021-02-04 13:00:00.000000000,1612414800000000000,25320.0,25450.0,25280.0,25420.0,335,18440,18425
2021-02-04 14:00:00.000000000,1612418400000000000,25420.0,25480.0,25365.0,25445.0,1247,18425,18364
2021-02-05 09:00:00.000000000,1612486800000000000,25530.0,25795.0,25500.0,25610.0,2298,18364,18623
2021-02-05 10:00:00.000000000,1612490400000000000,25610.0,25730.0,25600.0,25700.0,845,18623,18673
2021-02-05 11:00:00.000000000,1612494000000000000,25700.0,25700.0,25660.0,25680.0,203,18673,18662
2021-02-05 13:00:00.000000000,1612501200000000000,25695.0,25865.0,25670.0,25790.0,1160,18662,18733
2021-02-05 14:00:00.000000000,1612504800000000000,25790.0,26175.0,25710.0,26170.0,4296,18733,19213
2021-02-08 09:00:00.000000000,1612746000000000000,26280.0,27400.0,26225.0,26900.0,9323,19213,19611
2021-02-08 10:00:00.000000000,1612749600000000000,26900.0,26910.0,26715.0,26780.0,953,19611,19742
2021-02-08 11:00:00.000000000,1612753200000000000,26780.0,26985.0,26750.0,26785.0,881,19742,19793
2021-02-08 13:00:00.000000000,1612760400000000000,26785.0,26900.0,26655.0,26750.0,938,19793,19769
2021-02-08 14:00:00.000000000,1612764000000000000,26750.0,26965.0,26675.0,26900.0,1365,19769,19705
2021-02-09 09:00:00.000000000,1612832400000000000,26900.0,27110.0,26400.0,26825.0,4145,19705,19686
2021-02-09 10:00:00.000000000,1612836000000000000,26825.0,26840.0,26710.0,26785.0,491,19686,19649
2021-02-09 11:00:00.000000000,1612839600000000000,26785.0,26830.0,26735.0,26805.0,188,19649,19586
2021-02-09 13:00:00.000000000,1612846800000000000,26780.0,26900.0,26745.0,26900.0,386,19586,19544
2021-02-09 14:00:00.000000000,1612850400000000000,26900.0,26940.0,26750.0,26845.0,1133,19544,19375
2021-02-10 09:00:00.000000000,1612918800000000000,26845.0,26870.0,26500.0,26545.0,2040,19375,19259
2021-02-10 10:00:00.000000000,1612922400000000000,26545.0,26775.0,26505.0,26665.0,823,19259,19344
2021-02-10 11:00:00.000000000,1612926000000000000,26665.0,26750.0,26660.0,26700.0,279,19344,19365
2021-02-10 13:00:00.000000000,1612933200000000000,26700.0,26770.0,26680.0,26725.0,466,19365,19502
2021-02-10 14:00:00.000000000,1612936800000000000,26725.0,26775.0,26680.0,26705.0,828,19502,19412
2021-02-18 09:00:00.000000000,1613610000000000000,27000.0,27100.0,26525.0,26725.0,2353,19412,19544
2021-02-18 10:00:00.000000000,1613613600000000000,26725.0,26750.0,26630.0,26735.0,758,19544,19717
2021-02-18 11:00:00.000000000,1613617200000000000,26735.0,26865.0,26700.0,26760.0,501,19717,19836
2021-02-18 13:00:00.000000000,1613624400000000000,26745.0,26970.0,26745.0,26940.0,909,19836,20082
2021-02-18 14:00:00.000000000,1613628000000000000,26940.0,27070.0,26905.0,27000.0,1282,20082,20245
2021-02-19 09:00:00.000000000,1613696400000000000,27095.0,27780.0,27055.0,27705.0,5708,20245,20794
2021-02-19 10:00:00.000000000,1613700000000000000,27705.0,27960.0,27650.0,27910.0,2095,20794,21176
2021-02-19 11:00:00.000000000,1613703600000000000,27910.0,28335.0,27900.0,28110.0,3983,21176,21232
2021-02-19 13:00:00.000000000,1613710800000000000,28130.0,28390.0,28090.0,28330.0,1719,21232,21637
2021-02-19 14:00:00.000000000,1613714400000000000,28330.0,28365.0,28065.0,28330.0,2829,21637,21176
2021-02-22 09:00:00.000000000,1613955600000000000,28380.0,28790.0,28115.0,28660.0,6718,21176,20002
2021-02-22 10:00:00.000000000,1613959200000000000,28660.0,28780.0,28600.0,28720.0,1946,20002,19469
2021-02-22 11:00:00.000000000,1613962800000000000,28720.0,28775.0,28655.0,28755.0,722,19469,19233
2021-02-22 13:00:00.000000000,1613970000000000000,28755.0,28760.0,28670.0,28745.0,1047,19233,19063
2021-02-22 14:00:00.000000000,1613973600000000000,28745.0,29430.0,28710.0,29380.0,5397,19063,18856
2021-02-23 09:00:00.000000000,1614042000000000000,29330.0,29380.0,28380.0,28740.0,6147,18856,17558
2021-02-23 10:00:00.000000000,1614045600000000000,28740.0,28770.0,28050.0,28405.0,4248,17558,17052
2021-02-23 11:00:00.000000000,1614049200000000000,28405.0,28415.0,28125.0,28295.0,819,17052,16993
2021-02-23 13:00:00.000000000,1614056400000000000,28300.0,28715.0,28300.0,28615.0,1821,16993,16973
2021-02-23 14:00:00.000000000,1614060000000000000,28615.0,29000.0,28490.0,28980.0,3152,16973,16552
2021-02-24 09:00:00.000000000,1614128400000000000,29600.0,29805.0,28600.0,28960.0,6405,16552,16143
2021-02-24 10:00:00.000000000,1614132000000000000,28960.0,29020.0,28780.0,28980.0,756,16143,16102
2021-02-24 11:00:00.000000000,1614135600000000000,28980.0,28990.0,28885.0,28890.0,263,16102,16053
2021-02-24 13:00:00.000000000,1614142800000000000,28890.0,28950.0,28800.0,28860.0,493,16053,15960
2021-02-24 14:00:00.000000000,1614146400000000000,28860.0,29170.0,28715.0,28900.0,2091,15960,15697
2021-02-25 09:00:00.000000000,1614214800000000000,29000.0,29140.0,28740.0,28825.0,2634,15697,15505
2021-02-25 10:00:00.000000000,1614218400000000000,28825.0,28860.0,28630.0,28775.0,1311,15505,15230
2021-02-25 11:00:00.000000000,1614222000000000000,28775.0,28850.0,28705.0,28830.0,458,15230,15128
2021-02-25 13:00:00.000000000,1614229200000000000,28850.0,28900.0,28725.0,28810.0,854,15128,15084
2021-02-25 14:00:00.000000000,1614232800000000000,28810.0,28920.0,28645.0,28915.0,2060,15084,14880
2021-02-26 09:00:00.000000000,1614301200000000000,28780.0,29325.0,28440.0,29250.0,4041,14880,14612
2021-02-26 10:00:00.000000000,1614304800000000000,29250.0,29280.0,28810.0,28900.0,1556,14612,14477
2021-02-26 11:00:00.000000000,1614308400000000000,28900.0,29000.0,28670.0,28990.0,1048,14477,14564
2021-02-26 13:00:00.000000000,1614315600000000000,28985.0,29125.0,28890.0,29020.0,724,14564,14584
2021-02-26 14:00:00.000000000,1614319200000000000,29020.0,29065.0,28860.0,28970.0,1116,14584,14493
2021-03-01 09:00:00.000000000,1614560400000000000,29430.0,29435.0,28800.0,29145.0,2506,14493,14340
2021-03-01 10:00:00.000000000,1614564000000000000,29145.0,29235.0,28920.0,28995.0,782,14340,14225
2021-03-01 11:00:00.000000000,1614567600000000000,28995.0,29080.0,28945.0,29000.0,297,14225,14179
2021-03-01 13:00:00.000000000,1614574800000000000,28970.0,29030.0,28910.0,28935.0,453,14179,14130
2021-03-01 14:00:00.000000000,1614578400000000000,28935.0,29255.0,28930.0,29185.0,1233,14130,14013
2021-03-02 09:00:00.000000000,1614646800000000000,29170.0,29250.0,28930.0,29045.0,2013,14013,13883
2021-03-02 10:00:00.000000000,1614650400000000000,29045.0,29140.0,28950.0,29010.0,537,13883,13829
2021-03-02 11:00:00.000000000,1614654000000000000,29010.0,29010.0,28600.0,28770.0,1489,13829,13671
2021-03-02 13:00:00.000000000,1614661200000000000,28770.0,28850.0,28500.0,28765.0,1464,13671,13581
2021-03-02 14:00:00.000000000,1614664800000000000,28765.0,29020.0,28700.0,28750.0,1057,13581,13518
2021-03-03 09:00:00.000000000,1614733200000000000,28850.0,29000.0,28755.0,28870.0,1221,13518,13324
2021-03-03 10:00:00.000000000,1614736800000000000,28870.0,28875.0,28560.0,28640.0,924,13324,13168
2021-03-03 11:00:00.000000000,1614740400000000000,28640.0,28720.0,28510.0,28695.0,624,13168,13168
2021-03-03 13:00:00.000000000,1614747600000000000,28695.0,28760.0,28565.0,28740.0,310,13168,13178
2021-03-03 14:00:00.000000000,1614751200000000000,28740.0,28860.0,28665.0,28785.0,630,13178,13105
2021-03-04 09:00:00.000000000,1614819600000000000,28690.0,29115.0,28550.0,28875.0,1489,13105,12988
2021-03-04 10:00:00.000000000,1614823200000000000,28875.0,29070.0,28850.0,28970.0,792,12988,12907
2021-03-04 11:00:00.000000000,1614826800000000000,28970.0,29000.0,28855.0,28970.0,251,12907,12895
2021-03-04 13:00:00.000000000,1614834000000000000,28970.0,29025.0,28920.0,28945.0,278,12895,12963
2021-03-04 14:00:00.000000000,1614837600000000000,28945.0,28990.0,28750.0,28845.0,885,12963,12813
2021-03-05 09:00:00.000000000,1614906000000000000,28870.0,28880.0,27000.0,28380.0,5169,12813,12591
2021-03-05 10:00:00.000000000,1614909600000000000,28380.0,28500.0,28350.0,28460.0,462,12591,12651
2021-03-05 11:00:00.000000000,1614913200000000000,28460.0,28870.0,28460.0,28650.0,687,12651,12827
2021-03-05 13:00:00.000000000,1614920400000000000,28610.0,28655.0,28520.0,28620.0,271,12827,12894
2021-03-05 14:00:00.000000000,1614924000000000000,28620.0,28695.0,28175.0,28400.0,1644,12894,12650
2021-03-08 09:00:00.000000000,1615165200000000000,28600.0,28900.0,28400.0,28660.0,2181,12650,12638
2021-03-08 10:00:00.000000000,1615168800000000000,28660.0,28760.0,28590.0,28690.0,320,12638,12666
2021-03-08 11:00:00.000000000,1615172400000000000,28690.0,28700.0,28610.0,28665.0,177,12666,12633
2021-03-08 13:00:00.000000000,1615179600000000000,28665.0,28680.0,28415.0,28525.0,480,12633,12645
2021-03-08 14:00:00.000000000,1615183200000000000,28525.0,28650.0,28465.0,28545.0,493,12645,12516
2021-03-09 09:00:00.000000000,1615251600000000000,28420.0,28615.0,28260.0,28400.0,1277,12516,12509
2021-03-09 10:00:00.000000000,1615255200000000000,28400.0,28480.0,28360.0,28455.0,239,12509,12521
2021-03-09 11:00:00.000000000,1615258800000000000,28455.0,28535.0,28435.0,28465.0,181,12521,12510
2021-03-09 13:00:00.000000000,1615266000000000000,28500.0,28600.0,28355.0,28355.0,457,12510,12621
2021-03-09 14:00:00.000000000,1615269600000000000,28355.0,28400.0,27820.0,27900.0,2743,12621,12848
2021-03-10 09:00:00.000000000,1615338000000000000,27800.0,27895.0,27400.0,27565.0,3117,12848,12487
2021-03-10 10:00:00.000000000,1615341600000000000,27565.0,27650.0,27500.0,27550.0,491,12487,12363
2021-03-10 11:00:00.000000000,1615345200000000000,27550.0,27565.0,27290.0,27365.0,858,12363,12351
2021-03-10 13:00:00.000000000,1615352400000000000,27390.0,27500.0,27200.0,27410.0,1042,12351,12411
2021-03-10 14:00:00.000000000,1615356000000000000,27410.0,28300.0,27410.0,28050.0,4027,12411,12582
2021-03-11 09:00:00.000000000,1615424400000000000,28000.0,28180.0,27805.0,28005.0,2004,12582,12311
2021-03-11 10:00:00.000000000,1615428000000000000,28005.0,28060.0,27890.0,27955.0,347,12311,12240
2021-03-11 11:00:00.000000000,1615431600000000000,27955.0,28040.0,27860.0,27990.0,358,12240,12191
2021-03-11 13:00:00.000000000,1615438800000000000,27990.0,28130.0,27905.0,28045.0,390,12191,12114
2021-03-11 14:00:00.000000000,1615442400000000000,28045.0,28755.0,28035.0,28595.0,2881,12114,12362
2021-03-12 09:00:00.000000000,1615510800000000000,28800.0,28885.0,28610.0,28715.0,1551,12362,12263
2021-03-12 10:00:00.000000000,1615514400000000000,28715.0,28745.0,28605.0,28700.0,311,12263,12220
2021-03-12 11:00:00.000000000,1615518000000000000,28700.0,28795.0,28655.0,28780.0,203,12220,12242
2021-03-12 13:00:00.000000000,1615525200000000000,28770.0,28790.0,28620.0,28660.0,383,12242,12188
2021-03-12 14:00:00.000000000,1615528800000000000,28660.0,28780.0,28485.0,28750.0,1140,12188,12073
2021-03-15 09:00:00.000000000,1615770000000000000,28810.0,28995.0,28400.0,28535.0,2400,12073,11823
2021-03-15 10:00:00.000000000,1615773600000000000,28535.0,28730.0,28500.0,28620.0,326,11823,11852
2021-03-15 11:00:00.000000000,1615777200000000000,28620.0,28650.0,28460.0,28475.0,254,11852,11871
2021-03-15 13:00:00.000000000,1615784400000000000,28475.0,28475.0,28285.0,28330.0,791,11871,11769
2021-03-15 14:00:00.000000000,1615788000000000000,28330.0,28480.0,28280.0,28405.0,609,11769,11681
2021-03-16 09:00:00.000000000,1615856400000000000,28300.0,28695.0,28120.0,28530.0,1266,11681,11502
2021-03-16 10:00:00.000000000,1615860000000000000,28530.0,28535.0,28380.0,28440.0,304,11502,11424
2021-03-16 11:00:00.000000000,1615863600000000000,28440.0,28500.0,28370.0,28430.0,168,11424,11398
2021-03-16 13:00:00.000000000,1615870800000000000,28480.0,28485.0,28310.0,28385.0,321,11398,11326
2021-03-16 14:00:00.000000000,1615874400000000000,28385.0,28500.0,28320.0,28450.0,533,11326,11223
2021-03-17 09:00:00.000000000,1615942800000000000,28400.0,28595.0,28310.0,28580.0,1082,11223,11361
2021-03-17 10:00:00.000000000,1615946400000000000,28580.0,28760.0,28515.0,28620.0,899,11361,11598
2021-03-17 11:00:00.000000000,1615950000000000000,28620.0,28635.0,28585.0,28615.0,154,11598,11665
2021-03-17 13:00:00.000000000,1615957200000000000,28615.0,28700.0,28555.0,28580.0,209,11665,11670
2021-03-17 14:00:00.000000000,1615960800000000000,28580.0,28650.0,28505.0,28610.0,462,11670,11672
2021-03-18 09:00:00.000000000,1616029200000000000,28470.0,28630.0,28395.0,28595.0,1064,11672,11337
2021-03-18 10:00:00.000000000,1616032800000000000,28595.0,28630.0,28570.0,28580.0,158,11337,11305
2021-03-18 11:00:00.000000000,1616036400000000000,28580.0,28600.0,28530.0,28555.0,151,11305,11255
2021-03-18 13:00:00.000000000,1616043600000000000,28560.0,28595.0,28505.0,28550.0,213,11255,11181
2021-03-18 14:00:00.000000000,1616047200000000000,28550.0,28550.0,28365.0,28470.0,823,11181,11048
2021-03-19 09:00:00.000000000,1616115600000000000,28200.0,28500.0,28135.0,28440.0,1357,11048,11122
2021-03-19 10:00:00.000000000,1616119200000000000,28440.0,28500.0,28440.0,28480.0,204,11122,11086
2021-03-19 11:00:00.000000000,1616122800000000000,28480.0,28600.0,28465.0,28565.0,465,11086,11244
2021-03-19 13:00:00.000000000,1616130000000000000,28560.0,28575.0,28400.0,28420.0,292,11244,11188
2021-03-19 14:00:00.000000000,1616133600000000000,28420.0,28585.0,28410.0,28505.0,506,11188,11081
2021-03-22 09:00:00.000000000,1616374800000000000,28435.0,28470.0,28080.0,28150.0,1543,11081,10693
2021-03-22 10:00:00.000000000,1616378400000000000,28150.0,28235.0,27935.0,28105.0,998,10693,10817
2021-03-22 11:00:00.000000000,1616382000000000000,28105.0,28350.0,28090.0,28330.0,292,10817,10822
2021-03-22 13:00:00.000000000,1616389200000000000,28325.0,28345.0,28160.0,28220.0,253,10822,10850
2021-03-22 14:00:00.000000000,1616392800000000000,28220.0,28330.0,28180.0,28250.0,488,10850,10894
2021-03-23 09:00:00.000000000,1616461200000000000,28280.0,28325.0,27960.0,28085.0,818,10894,10736
2021-03-23 10:00:00.000000000,1616464800000000000,28085.0,28195.0,28065.0,28160.0,341,10736,10665
2021-03-23 11:00:00.000000000,1616468400000000000,28160.0,28195.0,28120.0,28165.0,121,10665,10605
2021-03-23 13:00:00.000000000,1616475600000000000,28165.0,28195.0,28140.0,28175.0,112,10605,10581
2021-03-23 14:00:00.000000000,1616479200000000000,28175.0,28200.0,28090.0,28135.0,312,10581,10459
2021-03-24 09:00:00.000000000,1616547600000000000,27995.0,28190.0,27850.0,28165.0,625,10459,10476
2021-03-24 10:00:00.000000000,1616551200000000000,28165.0,28170.0,28010.0,28010.0,216,10476,10435
2021-03-24 11:00:00.000000000,1616554800000000000,28010.0,28100.0,28000.0,28100.0,188,10435,10392
2021-03-24 13:00:00.000000000,1616562000000000000,28100.0,28140.0,27940.0,28010.0,340,10392,10423
2021-03-24 14:00:00.000000000,1616565600000000000,28010.0,28025.0,27905.0,28000.0,594,10423,10373
2021-03-25 09:00:00.000000000,1616634000000000000,27850.0,27980.0,27560.0,27790.0,1947,10373,10449
2021-03-25 10:00:00.000000000,1616637600000000000,27790.0,27795.0,27675.0,27755.0,263,10449,10482
2021-03-25 11:00:00.000000000,1616641200000000000,27755.0,27825.0,27710.0,27780.0,121,10482,10484
2021-03-25 13:00:00.000000000,1616648400000000000,27750.0,27785.0,27705.0,27740.0,140,10484,10517
2021-03-25 14:00:00.000000000,1616652000000000000,27740.0,27795.0,27520.0,27520.0,594,10517,10666
2021-03-26 09:00:00.000000000,1616720400000000000,27520.0,27570.0,27255.0,27440.0,1636,10666,10829
2021-03-26 10:00:00.000000000,1616724000000000000,27440.0,27490.0,27375.0,27390.0,251,10829,10802
2021-03-26 11:00:00.000000000,1616727600000000000,27390.0,27390.0,27255.0,27275.0,333,10802,10884
2021-03-26 13:00:00.000000000,1616734800000000000,27275.0,27375.0,27265.0,27355.0,198,10884,10927
2021-03-26 14:00:00.000000000,1616738400000000000,27355.0,27480.0,27215.0,27215.0,718,10927,10898
2021-03-29 09:00:00.000000000,1616979600000000000,27000.0,27030.0,26520.0,26770.0,3321,10898,11205
2021-03-29 10:00:00.000000000,1616983200000000000,26770.0,26795.0,26650.0,26735.0,400,11205,11298
