datetime,datetime_nano,KQ.m@SHFE.pb.open,KQ.m@SHFE.pb.high,KQ.m@SHFE.pb.low,KQ.m@SHFE.pb.close,KQ.m@SHFE.pb.volume,KQ.m@SHFE.pb.open_oi,KQ.m@SHFE.pb.close_oi
2019-01-16 00:00:00.000000000,1547568000000000000,17515.0,17520.0,17475.0,17520.0,712,25918,25931
2019-01-16 09:00:00.000000000,1547600400000000000,17505.0,17515.0,17455.0,17495.0,2020,25931,25792
2019-01-16 10:00:00.000000000,1547604000000000000,17495.0,17505.0,17455.0,17475.0,1244,25792,25671
2019-01-16 11:00:00.000000000,1547607600000000000,17475.0,17515.0,17445.0,17510.0,1026,25671,25642
2019-01-16 13:00:00.000000000,1547614800000000000,17505.0,17560.0,17485.0,17560.0,1248,25642,25444
2019-01-16 14:00:00.000000000,1547618400000000000,17560.0,17630.0,17545.0,17590.0,3995,25444,24583
2019-01-16 21:00:00.000000000,1547643600000000000,17575.0,17635.0,17560.0,17580.0,1799,24583,24593
2019-01-16 22:00:00.000000000,1547647200000000000,17580.0,17610.0,17555.0,17570.0,587,24593,24597
2019-01-16 23:00:00.000000000,1547650800000000000,17570.0,17605.0,17570.0,17580.0,416,24597,24576
2019-01-17 00:00:00.000000000,1547654400000000000,17580.0,17620.0,17580.0,17605.0,527,24576,24479
2019-01-17 09:00:00.000000000,1547686800000000000,17585.0,17615.0,17560.0,17565.0,2363,24479,24563
2019-01-17 10:00:00.000000000,1547690400000000000,17565.0,17630.0,17565.0,17625.0,1541,24563,24253
2019-01-17 11:00:00.000000000,1547694000000000000,17625.0,17640.0,17585.0,17630.0,955,24253,24264
2019-01-17 13:00:00.000000000,1547701200000000000,17630.0,17640.0,17605.0,17635.0,874,24264,24185
2019-01-17 14:00:00.000000000,1547704800000000000,17635.0,17665.0,17610.0,17650.0,2220,24185,23497
2019-01-17 21:00:00.000000000,1547730000000000000,17645.0,17685.0,17625.0,17660.0,2940,23497,23059
2019-01-17 22:00:00.000000000,1547733600000000000,17660.0,17660.0,17595.0,17640.0,2246,23059,22614
2019-01-17 23:00:00.000000000,1547737200000000000,17640.0,17660.0,17630.0,17645.0,977,22614,22647
2019-01-18 00:00:00.000000000,1547740800000000000,17645.0,17695.0,17640.0,17645.0,1482,22647,22497
2019-01-18 09:00:00.000000000,1547773200000000000,17660.0,17690.0,17645.0,17675.0,1902,22497,22307
2019-01-18 10:00:00.000000000,1547776800000000000,17675.0,17710.0,17660.0,17675.0,1718,22307,21984
2019-01-18 11:00:00.000000000,1547780400000000000,17675.0,17700.0,17660.0,17690.0,564,21984,21891
2019-01-18 13:00:00.000000000,1547787600000000000,17690.0,17705.0,17670.0,17685.0,938,21891,21783
2019-01-18 14:00:00.000000000,1547791200000000000,17685.0,17730.0,17670.0,17715.0,2022,21783,21491
2019-01-18 21:00:00.000000000,1547816400000000000,17740.0,17795.0,17700.0,17780.0,2928,21491,21300
2019-01-18 22:00:00.000000000,1547820000000000000,17780.0,17795.0,17710.0,17735.0,2408,21300,21141
2019-01-18 23:00:00.000000000,1547823600000000000,17735.0,17795.0,17725.0,17770.0,1875,21141,21432
2019-01-19 00:00:00.000000000,1547827200000000000,17770.0,17805.0,17730.0,17730.0,1432,21432,21249
2019-01-21 09:00:00.000000000,1548032400000000000,17730.0,17810.0,17685.0,17730.0,3826,21249,21057
2019-01-21 10:00:00.000000000,1548036000000000000,17730.0,17795.0,17720.0,17775.0,1722,21057,20859
2019-01-21 11:00:00.000000000,1548039600000000000,17775.0,17790.0,17765.0,17770.0,321,20859,20769
2019-01-21 13:00:00.000000000,1548046800000000000,17770.0,17785.0,17760.0,17770.0,817,20769,20562
2019-01-21 14:00:00.000000000,1548050400000000000,17770.0,17785.0,17710.0,17715.0,1480,20562,20069
2019-01-21 21:00:00.000000000,1548075600000000000,17740.0,17790.0,17695.0,17780.0,3621,20069,19491
2019-01-21 22:00:00.000000000,1548079200000000000,17780.0,17780.0,17715.0,17750.0,900,19491,19362
2019-01-21 23:00:00.000000000,1548082800000000000,17750.0,17780.0,17745.0,17750.0,582,19362,19354
2019-01-22 00:00:00.000000000,1548086400000000000,17750.0,17770.0,17725.0,17765.0,424,19354,19193
2019-01-22 09:00:00.000000000,1548118800000000000,17765.0,17780.0,17680.0,17695.0,3541,19193,18308
2019-01-22 10:00:00.000000000,1548122400000000000,17695.0,17710.0,17660.0,17695.0,1730,18308,18005
2019-01-22 11:00:00.000000000,1548126000000000000,17695.0,17720.0,17685.0,17700.0,639,18005,17837
2019-01-22 13:00:00.000000000,1548133200000000000,17690.0,17700.0,17660.0,17670.0,1287,17837,17452
2019-01-22 14:00:00.000000000,1548136800000000000,17670.0,17685.0,17620.0,17640.0,2185,17452,16933
2019-01-22 21:00:00.000000000,1548162000000000000,17675.0,17685.0,17640.0,17655.0,2120,16933,16726
2019-01-22 22:00:00.000000000,1548165600000000000,17655.0,17670.0,17630.0,17655.0,808,16726,16785
2019-01-22 23:00:00.000000000,1548169200000000000,17655.0,17665.0,17630.0,17650.0,605,16785,16796
2019-01-23 00:00:00.000000000,1548172800000000000,17650.0,17670.0,17640.0,17670.0,599,16796,16533
2019-01-23 09:00:00.000000000,1548205200000000000,17670.0,17705.0,17640.0,17690.0,1230,16533,16269
2019-01-23 10:00:00.000000000,1548208800000000000,17690.0,17690.0,17650.0,17670.0,981,16269,16044
2019-01-23 11:00:00.000000000,1548212400000000000,17670.0,17690.0,17660.0,17690.0,419,16044,15946
2019-01-23 13:00:00.000000000,1548219600000000000,17695.0,17700.0,17665.0,17685.0,980,15946,15757
2019-01-23 14:00:00.000000000,1548223200000000000,17685.0,17695.0,17670.0,17675.0,854,15757,15435
2019-01-23 21:00:00.000000000,1548248400000000000,17575.0,17635.0,17530.0,17625.0,3401,15435,23113
2019-01-23 22:00:00.000000000,1548252000000000000,17625.0,17640.0,17605.0,17630.0,1325,23113,23279
2019-01-23 23:00:00.000000000,1548255600000000000,17630.0,17645.0,17605.0,17630.0,1058,23279,23407
2019-01-24 00:00:00.000000000,1548259200000000000,17630.0,17670.0,17620.0,17630.0,985,23407,23319
2019-01-24 09:00:00.000000000,1548291600000000000,17635.0,17690.0,17620.0,17640.0,3140,23319,23681
2019-01-24 10:00:00.000000000,1548295200000000000,17640.0,17645.0,17615.0,17640.0,1178,23681,23850
2019-01-24 11:00:00.000000000,1548298800000000000,17640.0,17655.0,17605.0,17615.0,587,23850,23866
2019-01-24 13:00:00.000000000,1548306000000000000,17620.0,17640.0,17570.0,17575.0,1438,23866,23766
2019-01-24 14:00:00.000000000,1548309600000000000,17575.0,17605.0,17550.0,17605.0,4065,23766,23362
2019-01-24 21:00:00.000000000,1548334800000000000,17635.0,17770.0,17615.0,17725.0,6772,23362,24191
2019-01-24 22:00:00.000000000,1548338400000000000,17725.0,17745.0,17705.0,17715.0,1301,24191,24168
2019-01-24 23:00:00.000000000,1548342000000000000,17715.0,17770.0,17710.0,17770.0,1533,24168,24270
2019-01-25 00:00:00.000000000,1548345600000000000,17770.0,17795.0,17760.0,17765.0,1175,24270,24399
2019-01-25 09:00:00.000000000,1548378000000000000,17780.0,17815.0,17695.0,17745.0,4774,24399,24515
2019-01-25 10:00:00.000000000,1548381600000000000,17745.0,17760.0,17715.0,17740.0,1428,24515,24559
2019-01-25 11:00:00.000000000,1548385200000000000,17740.0,17740.0,17675.0,17680.0,1756,24559,24357
2019-01-25 13:00:00.000000000,1548392400000000000,17685.0,17695.0,17670.0,17670.0,1783,24357,24062
2019-01-25 14:00:00.000000000,1548396000000000000,17670.0,17680.0,17640.0,17660.0,2940,24062,23626
2019-01-25 21:00:00.000000000,1548421200000000000,17715.0,17725.0,17675.0,17705.0,2945,23626,23457
2019-01-25 22:00:00.000000000,1548424800000000000,17705.0,17775.0,17700.0,17740.0,2070,23457,23352
2019-01-25 23:00:00.000000000,1548428400000000000,17740.0,17765.0,17725.0,17755.0,1183,23352,23307
2019-01-26 00:00:00.000000000,1548432000000000000,17755.0,17785.0,17755.0,17785.0,1073,23307,23120
2019-01-28 09:00:00.000000000,1548637200000000000,17785.0,17860.0,17750.0,17835.0,3632,23120,23598
2019-01-28 10:00:00.000000000,1548640800000000000,17835.0,17840.0,17780.0,17795.0,1524,23598,23884
2019-01-28 11:00:00.000000000,1548644400000000000,17795.0,17800.0,17765.0,17775.0,845,23884,23714
2019-01-28 13:00:00.000000000,1548651600000000000,17775.0,17790.0,17765.0,17785.0,1070,23714,23773
2019-01-28 14:00:00.000000000,1548655200000000000,17785.0,17790.0,17700.0,17705.0,4416,23773,22859
2019-01-28 21:00:00.000000000,1548680400000000000,17765.0,17785.0,17705.0,17735.0,4405,22859,22395
2019-01-28 22:00:00.000000000,1548684000000000000,17735.0,17765.0,17690.0,17695.0,3191,22395,22165
2019-01-28 23:00:00.000000000,1548687600000000000,17695.0,17730.0,17695.0,17715.0,924,22165,22167
2019-01-29 00:00:00.000000000,1548691200000000000,17715.0,17720.0,17675.0,17695.0,745,22167,22040
2019-01-29 09:00:00.000000000,1548723600000000000,17690.0,17750.0,17670.0,17705.0,3622,22040,22068
2019-01-29 10:00:00.000000000,1548727200000000000,17705.0,17705.0,17655.0,17675.0,1772,22068,21897
2019-01-29 11:00:00.000000000,1548730800000000000,17675.0,17690.0,17630.0,17635.0,1314,21897,21710
2019-01-29 13:00:00.000000000,1548738000000000000,17635.0,17655.0,17620.0,17635.0,1603,21710,21739
2019-01-29 14:00:00.000000000,1548741600000000000,17635.0,17650.0,17625.0,17645.0,1723,21739,21452
2019-01-29 21:00:00.000000000,1548766800000000000,17660.0,17670.0,17605.0,17630.0,2213,21452,21571
2019-01-29 22:00:00.000000000,1548770400000000000,17630.0,17660.0,17610.0,17625.0,2057,21571,21939
2019-01-29 23:00:00.000000000,1548774000000000000,17625.0,17650.0,17600.0,17635.0,1528,21939,21882
2019-01-30 00:00:00.000000000,1548777600000000000,17635.0,17645.0,17610.0,17630.0,1053,21882,21937
2019-01-30 09:00:00.000000000,1548810000000000000,17630.0,17640.0,17505.0,17535.0,5034,21937,22123
2019-01-30 10:00:00.000000000,1548813600000000000,17535.0,17540.0,17505.0,17515.0,1748,22123,22117
2019-01-30 11:00:00.000000000,1548817200000000000,17515.0,17525.0,17490.0,17515.0,857,22117,22127
2019-01-30 13:00:00.000000000,1548824400000000000,17535.0,17555.0,17505.0,17530.0,1203,22127,21913
2019-01-30 14:00:00.000000000,1548828000000000000,17530.0,17565.0,17490.0,17500.0,2720,21913,21561
2019-01-30 21:00:00.000000000,1548853200000000000,17515.0,17550.0,17485.0,17525.0,1748,21561,21561
2019-01-30 22:00:00.000000000,1548856800000000000,17525.0,17575.0,17520.0,17550.0,895,21561,21410
2019-01-30 23:00:00.000000000,1548860400000000000,17550.0,17570.0,17510.0,17530.0,1253,21410,21657
2019-01-31 00:00:00.000000000,1548864000000000000,17530.0,17545.0,17520.0,17540.0,481,21657,21582
2019-01-31 09:00:00.000000000,1548896400000000000,17535.0,17590.0,17510.0,17560.0,3691,21582,21150
2019-01-31 10:00:00.000000000,1548900000000000000,17560.0,17570.0,17425.0,17430.0,3244,21150,20634
2019-01-31 11:00:00.000000000,1548903600000000000,17430.0,17465.0,17415.0,17430.0,1103,20634,20816
2019-01-31 13:00:00.000000000,1548910800000000000,17430.0,17450.0,17420.0,17430.0,1497,20816,20773
2019-01-31 14:00:00.000000000,1548914400000000000,17430.0,17435.0,17395.0,17410.0,3030,20773,20812
2019-01-31 21:00:00.000000000,1548939600000000000,17395.0,17490.0,17375.0,17445.0,2601,20812,20857
2019-01-31 22:00:00.000000000,1548943200000000000,17445.0,17515.0,17445.0,17470.0,1792,20857,20845
2019-01-31 23:00:00.000000000,1548946800000000000,17470.0,17510.0,17470.0,17485.0,1278,20845,20941
2019-02-01 00:00:00.000000000,1548950400000000000,17485.0,17505.0,17475.0,17495.0,808,20941,20847
2019-02-01 09:00:00.000000000,1548982800000000000,17480.0,17495.0,17420.0,17420.0,1800,20847,20466
2019-02-01 10:00:00.000000000,1548986400000000000,17420.0,17435.0,17395.0,17400.0,1459,20466,20312
2019-02-01 11:00:00.000000000,1548990000000000000,17400.0,17405.0,17385.0,17390.0,403,20312,20340
2019-02-01 13:00:00.000000000,1548997200000000000,17390.0,17395.0,17330.0,17335.0,1633,20340,20056
2019-02-01 14:00:00.000000000,1549000800000000000,17335.0,17380.0,17330.0,17375.0,2959,20056,19143
2019-02-11 09:00:00.000000000,1549846800000000000,17265.0,17345.0,17035.0,17055.0,5760,19143,20617
2019-02-11 10:00:00.000000000,1549850400000000000,17055.0,17065.0,16965.0,16975.0,2461,20617,20859
2019-02-11 11:00:00.000000000,1549854000000000000,16975.0,16975.0,16905.0,16960.0,1693,20859,21178
2019-02-11 13:00:00.000000000,1549861200000000000,16955.0,16965.0,16675.0,16725.0,3414,21178,22172
2019-02-11 14:00:00.000000000,1549864800000000000,16725.0,16860.0,16710.0,16770.0,4342,22172,21932
2019-02-11 21:00:00.000000000,1549890000000000000,16845.0,16915.0,16795.0,16885.0,2656,21932,22434
2019-02-11 22:00:00.000000000,1549893600000000000,16885.0,16900.0,16870.0,16885.0,1267,22434,22433
2019-02-11 23:00:00.000000000,1549897200000000000,16885.0,16895.0,16875.0,16895.0,569,22433,22401
2019-02-12 00:00:00.000000000,1549900800000000000,16895.0,16945.0,16890.0,16900.0,1142,22401,22065
2019-02-12 09:00:00.000000000,1549933200000000000,16895.0,16905.0,16810.0,16845.0,2503,22065,22420
2019-02-12 10:00:00.000000000,1549936800000000000,16845.0,16860.0,16815.0,16840.0,1050,22420,22376
2019-02-12 11:00:00.000000000,1549940400000000000,16840.0,16850.0,16830.0,16845.0,233,22376,22395
2019-02-12 13:00:00.000000000,1549947600000000000,16835.0,16850.0,16795.0,16820.0,854,22395,22504
2019-02-12 14:00:00.000000000,1549951200000000000,16820.0,16855.0,16790.0,16800.0,1804,22504,22522
2019-02-12 21:00:00.000000000,1549976400000000000,16730.0,16825.0,16710.0,16780.0,2189,22522,22539
2019-02-12 22:00:00.000000000,1549980000000000000,16780.0,16790.0,16510.0,16520.0,3609,22539,23720
2019-02-12 23:00:00.000000000,1549983600000000000,16520.0,16590.0,16515.0,16560.0,3163,23720,23987
2019-02-13 00:00:00.000000000,1549987200000000000,16560.0,16585.0,16555.0,16560.0,934,23987,23860
2019-02-13 09:00:00.000000000,1550019600000000000,16575.0,16660.0,16565.0,16605.0,3435,23860,23412
2019-02-13 10:00:00.000000000,1550023200000000000,16605.0,16695.0,16605.0,16675.0,1819,23412,22636
2019-02-13 11:00:00.000000000,1550026800000000000,16675.0,16720.0,16645.0,16675.0,1523,22636,22522
2019-02-13 13:00:00.000000000,1550034000000000000,16690.0,16695.0,16655.0,16695.0,1858,22522,22101
2019-02-13 14:00:00.000000000,1550037600000000000,16695.0,16730.0,16650.0,16710.0,3360,22101,21416
2019-02-13 21:00:00.000000000,1550062800000000000,16680.0,16875.0,16630.0,16795.0,6526,21416,20047
2019-02-13 22:00:00.000000000,1550066400000000000,16795.0,16810.0,16765.0,16795.0,988,20047,19946
2019-02-13 23:00:00.000000000,1550070000000000000,16795.0,16815.0,16780.0,16785.0,608,19946,19897
2019-02-14 00:00:00.000000000,1550073600000000000,16785.0,16800.0,16765.0,16790.0,472,19897,19827
2019-02-14 09:00:00.000000000,1550106000000000000,16800.0,16835.0,16720.0,16740.0,3227,19827,20443
2019-02-14 10:00:00.000000000,1550109600000000000,16740.0,16780.0,16740.0,16760.0,731,20443,20374
2019-02-14 11:00:00.000000000,1550113200000000000,16760.0,16840.0,16760.0,16810.0,1074,20374,20566
2019-02-14 13:00:00.000000000,1550120400000000000,16805.0,16830.0,16795.0,16820.0,862,20566,20502
2019-02-14 14:00:00.000000000,1550124000000000000,16820.0,16895.0,16815.0,16875.0,3397,20502,19966
2019-02-14 21:00:00.000000000,1550149200000000000,16910.0,16920.0,16805.0,16815.0,2392,19966,20001
2019-02-14 22:00:00.000000000,1550152800000000000,16815.0,16835.0,16785.0,16815.0,1334,20001,19861
2019-02-14 23:00:00.000000000,1550156400000000000,16815.0,16850.0,16810.0,16850.0,603,19861,19944
2019-02-15 00:00:00.000000000,1550160000000000000,16850.0,16865.0,16835.0,16860.0,492,19944,19910
2019-02-15 09:00:00.000000000,1550192400000000000,16865.0,16915.0,16810.0,16860.0,2229,19910,19893
2019-02-15 10:00:00.000000000,1550196000000000000,16860.0,16870.0,16840.0,16860.0,765,19893,19884
2019-02-15 11:00:00.000000000,1550199600000000000,16860.0,16885.0,16845.0,16875.0,323,19884,19839
2019-02-15 13:00:00.000000000,1550206800000000000,16865.0,16895.0,16850.0,16880.0,674,19839,19744
2019-02-15 14:00:00.000000000,1550210400000000000,16880.0,16890.0,16850.0,16870.0,1321,19744,19551
2019-02-15 21:00:00.000000000,1550235600000000000,17025.0,17120.0,16985.0,17105.0,4030,19551,18966
2019-02-15 22:00:00.000000000,1550239200000000000,17105.0,17105.0,17060.0,17090.0,1150,18966,18708
2019-02-15 23:00:00.000000000,1550242800000000000,17090.0,17095.0,17050.0,17060.0,946,18708,18816
2019-02-16 00:00:00.000000000,1550246400000000000,17060.0,17095.0,17055.0,17080.0,805,18816,18786
2019-02-18 09:00:00.000000000,1550451600000000000,17080.0,17095.0,16930.0,16935.0,2552,18786,18882
2019-02-18 10:00:00.000000000,1550455200000000000,16935.0,16990.0,16925.0,16965.0,1208,18882,18672
2019-02-18 11:00:00.000000000,1550458800000000000,16965.0,16980.0,16955.0,16965.0,408,18672,18641
2019-02-18 13:00:00.000000000,1550466000000000000,16970.0,16985.0,16940.0,16955.0,766,18641,18818
2019-02-18 14:00:00.000000000,1550469600000000000,16955.0,17010.0,16935.0,16965.0,2342,18818,18408
2019-02-18 21:00:00.000000000,1550494800000000000,16915.0,16940.0,16870.0,16900.0,2031,18408,18599
2019-02-18 22:00:00.000000000,1550498400000000000,16900.0,16910.0,16860.0,16870.0,804,18599,18798
