datetime,datetime_nano,KQ.m@SHFE.sn.open,KQ.m@SHFE.sn.high,KQ.m@SHFE.sn.low,KQ.m@SHFE.sn.close,KQ.m@SHFE.sn.volume,KQ.m@SHFE.sn.open_oi,KQ.m@SHFE.sn.close_oi
2019-01-07 10:00:00.000000000,1546826400000000000,144680.0,144890.0,144620.0,144640.0,555,18419,18400
2019-01-07 11:00:00.000000000,1546830000000000000,144640.0,144730.0,144520.0,144610.0,555,18400,18462
2019-01-07 13:00:00.000000000,1546837200000000000,144650.0,145150.0,144630.0,145090.0,757,18462,18554
2019-01-07 14:00:00.000000000,1546840800000000000,145090.0,145200.0,144900.0,145050.0,1111,18554,18427
2019-01-07 21:00:00.000000000,1546866000000000000,145190.0,146000.0,144870.0,145280.0,1782,18427,18513
2019-01-07 22:00:00.000000000,1546869600000000000,145280.0,145380.0,145150.0,145250.0,673,18513,18452
2019-01-07 23:00:00.000000000,1546873200000000000,145250.0,145460.0,145250.0,145460.0,368,18452,18482
2019-01-08 00:00:00.000000000,1546876800000000000,145460.0,145500.0,145280.0,145280.0,286,18482,18471
2019-01-08 09:00:00.000000000,1546909200000000000,145440.0,145480.0,144880.0,145460.0,1794,18471,18484
2019-01-08 10:00:00.000000000,1546912800000000000,145460.0,145470.0,145120.0,145170.0,475,18484,18466
2019-01-08 11:00:00.000000000,1546916400000000000,145170.0,145440.0,145170.0,145400.0,279,18466,18470
2019-01-08 13:00:00.000000000,1546923600000000000,145400.0,145420.0,144940.0,145080.0,635,18470,18518
2019-01-08 14:00:00.000000000,1546927200000000000,145080.0,145430.0,145080.0,145220.0,867,18518,18265
2019-01-08 21:00:00.000000000,1546952400000000000,145380.0,145650.0,145170.0,145530.0,1481,18265,18346
2019-01-08 22:00:00.000000000,1546956000000000000,145530.0,145780.0,145470.0,145660.0,690,18346,18338
2019-01-08 23:00:00.000000000,1546959600000000000,145660.0,145710.0,145490.0,145610.0,310,18338,18304
2019-01-09 00:00:00.000000000,1546963200000000000,145610.0,145770.0,145560.0,145770.0,373,18304,18282
2019-01-09 09:00:00.000000000,1546995600000000000,145780.0,146330.0,145620.0,146300.0,2442,18282,18337
2019-01-09 10:00:00.000000000,1546999200000000000,146300.0,146720.0,146160.0,146500.0,1517,18337,18434
2019-01-09 11:00:00.000000000,1547002800000000000,146500.0,146780.0,146500.0,146700.0,551,18434,18493
2019-01-09 13:00:00.000000000,1547010000000000000,146700.0,146940.0,146680.0,146840.0,927,18493,18585
2019-01-09 14:00:00.000000000,1547013600000000000,146840.0,146910.0,146460.0,146900.0,1588,18585,18377
2019-01-09 21:00:00.000000000,1547038800000000000,146880.0,147000.0,146500.0,146540.0,1215,18377,18388
2019-01-09 22:00:00.000000000,1547042400000000000,146540.0,146730.0,146520.0,146670.0,529,18388,18385
2019-01-09 23:00:00.000000000,1547046000000000000,146670.0,146760.0,146320.0,146350.0,624,18385,18365
2019-01-10 00:00:00.000000000,1547049600000000000,146350.0,146700.0,146200.0,146700.0,606,18365,18233
2019-01-10 09:00:00.000000000,1547082000000000000,146700.0,146720.0,146200.0,146590.0,1391,18233,18303
2019-01-10 10:00:00.000000000,1547085600000000000,146590.0,146620.0,146410.0,146610.0,315,18303,18291
2019-01-10 11:00:00.000000000,1547089200000000000,146610.0,146700.0,146590.0,146650.0,331,18291,18257
2019-01-10 13:00:00.000000000,1547096400000000000,146650.0,146660.0,146540.0,146630.0,279,18257,18215
2019-01-10 14:00:00.000000000,1547100000000000000,146630.0,146640.0,146280.0,146350.0,1164,18215,18018
2019-01-10 21:00:00.000000000,1547125200000000000,146320.0,147090.0,146320.0,146440.0,3044,18018,18266
2019-01-10 22:00:00.000000000,1547128800000000000,146440.0,146640.0,146260.0,146390.0,1342,18266,18207
2019-01-10 23:00:00.000000000,1547132400000000000,146390.0,146540.0,146300.0,146370.0,511,18207,18228
2019-01-11 00:00:00.000000000,1547136000000000000,146370.0,146480.0,146310.0,146360.0,322,18228,18177
2019-01-11 09:00:00.000000000,1547168400000000000,146360.0,146680.0,146040.0,146590.0,1912,18177,18220
2019-01-11 10:00:00.000000000,1547172000000000000,146590.0,146760.0,146510.0,146570.0,654,18220,18178
2019-01-11 11:00:00.000000000,1547175600000000000,146570.0,146780.0,146560.0,146770.0,418,18178,18226
2019-01-11 13:00:00.000000000,1547182800000000000,146770.0,146840.0,146650.0,146800.0,610,18226,18151
2019-01-11 14:00:00.000000000,1547186400000000000,146800.0,147760.0,146740.0,147290.0,3411,18151,18208
2019-01-11 21:00:00.000000000,1547211600000000000,147600.0,148020.0,147070.0,147650.0,3346,18208,18582
2019-01-11 22:00:00.000000000,1547215200000000000,147650.0,147860.0,147600.0,147740.0,632,18582,18559
2019-01-11 23:00:00.000000000,1547218800000000000,147740.0,147960.0,147720.0,147880.0,776,18559,18668
2019-01-12 00:00:00.000000000,1547222400000000000,147880.0,147950.0,147510.0,147900.0,731,18668,18593
2019-01-14 09:00:00.000000000,1547427600000000000,147830.0,148240.0,147700.0,147960.0,2342,18593,18599
2019-01-14 10:00:00.000000000,1547431200000000000,147960.0,148460.0,147840.0,148200.0,1083,18599,18765
2019-01-14 11:00:00.000000000,1547434800000000000,148200.0,148210.0,147430.0,147650.0,1622,18765,18732
2019-01-14 13:00:00.000000000,1547442000000000000,147650.0,147810.0,147500.0,147790.0,496,18732,18739
2019-01-14 14:00:00.000000000,1547445600000000000,147790.0,147790.0,147210.0,147670.0,1568,18739,18424
2019-01-14 21:00:00.000000000,1547470800000000000,147710.0,148040.0,147300.0,147460.0,1500,18424,18429
2019-01-14 22:00:00.000000000,1547474400000000000,147460.0,147680.0,147370.0,147580.0,555,18429,18457
2019-01-14 23:00:00.000000000,1547478000000000000,147580.0,147760.0,147560.0,147720.0,673,18457,18507
2019-01-15 00:00:00.000000000,1547481600000000000,147720.0,147830.0,147540.0,147660.0,471,18507,18488
2019-01-15 09:00:00.000000000,1547514000000000000,147660.0,148190.0,147660.0,148180.0,2492,18488,18621
2019-01-15 10:00:00.000000000,1547517600000000000,148180.0,148340.0,148100.0,148290.0,988,18621,18890
2019-01-15 11:00:00.000000000,1547521200000000000,148290.0,148450.0,148250.0,148440.0,1092,18890,19008
2019-01-15 13:00:00.000000000,1547528400000000000,148420.0,148500.0,148300.0,148430.0,674,19008,19136
2019-01-15 14:00:00.000000000,1547532000000000000,148430.0,148970.0,148320.0,148950.0,2846,19136,19241
2019-01-15 21:00:00.000000000,1547557200000000000,148780.0,148900.0,148520.0,148580.0,1920,19241,19250
2019-01-15 22:00:00.000000000,1547560800000000000,148580.0,148840.0,148440.0,148790.0,1415,19250,19298
2019-01-15 23:00:00.000000000,1547564400000000000,148790.0,148820.0,148590.0,148650.0,762,19298,19242
2019-01-16 00:00:00.000000000,1547568000000000000,148650.0,148720.0,148530.0,148640.0,356,19242,19151
2019-01-16 09:00:00.000000000,1547600400000000000,148640.0,148950.0,148160.0,148360.0,2039,19151,19160
2019-01-16 10:00:00.000000000,1547604000000000000,148360.0,148990.0,148330.0,148910.0,1803,19160,19274
2019-01-16 11:00:00.000000000,1547607600000000000,148910.0,149170.0,148740.0,148780.0,1471,19274,19393
2019-01-16 13:00:00.000000000,1547614800000000000,148830.0,148960.0,148790.0,148870.0,353,19393,19413
2019-01-16 14:00:00.000000000,1547618400000000000,148870.0,148890.0,148710.0,148790.0,1187,19413,19156
2019-01-16 21:00:00.000000000,1547643600000000000,148810.0,148840.0,148120.0,148370.0,1946,19156,19085
2019-01-16 22:00:00.000000000,1547647200000000000,148370.0,148450.0,148130.0,148220.0,569,19085,19027
2019-01-16 23:00:00.000000000,1547650800000000000,148220.0,148350.0,148160.0,148220.0,413,19027,18990
2019-01-17 00:00:00.000000000,1547654400000000000,148220.0,148330.0,147710.0,147920.0,695,18990,18838
2019-01-17 09:00:00.000000000,1547686800000000000,147920.0,148060.0,147620.0,147840.0,1606,18838,18683
2019-01-17 10:00:00.000000000,1547690400000000000,147840.0,148120.0,147810.0,148080.0,704,18683,18707
2019-01-17 11:00:00.000000000,1547694000000000000,148080.0,148310.0,148050.0,148280.0,730,18707,18680
2019-01-17 13:00:00.000000000,1547701200000000000,148280.0,148480.0,148150.0,148440.0,625,18680,18730
2019-01-17 14:00:00.000000000,1547704800000000000,148440.0,148500.0,147950.0,147990.0,1050,18730,18697
2019-01-17 21:00:00.000000000,1547730000000000000,148290.0,148340.0,147670.0,147870.0,1689,18697,18665
2019-01-17 22:00:00.000000000,1547733600000000000,147870.0,148000.0,147630.0,147920.0,994,18665,18628
2019-01-17 23:00:00.000000000,1547737200000000000,147920.0,148000.0,147750.0,147880.0,712,18628,18608
2019-01-18 00:00:00.000000000,1547740800000000000,147880.0,148160.0,147720.0,147720.0,632,18608,18546
2019-01-18 09:00:00.000000000,1547773200000000000,147720.0,148660.0,147720.0,147940.0,2957,18546,18294
2019-01-18 10:00:00.000000000,1547776800000000000,147940.0,148080.0,147780.0,147930.0,884,18294,18208
2019-01-18 11:00:00.000000000,1547780400000000000,147930.0,148050.0,147850.0,148040.0,348,18208,18150
2019-01-18 13:00:00.000000000,1547787600000000000,148040.0,148440.0,148000.0,148380.0,929,18150,18195
2019-01-18 14:00:00.000000000,1547791200000000000,148380.0,148390.0,148000.0,148000.0,1055,18195,17990
2019-01-18 21:00:00.000000000,1547816400000000000,148340.0,148650.0,148190.0,148590.0,1664,17990,18141
2019-01-18 22:00:00.000000000,1547820000000000000,148590.0,148730.0,147820.0,147990.0,2098,18141,17965
2019-01-18 23:00:00.000000000,1547823600000000000,147990.0,148360.0,147990.0,148250.0,1156,17965,17869
2019-01-19 00:00:00.000000000,1547827200000000000,148250.0,148310.0,147900.0,147900.0,607,17869,17743
2019-01-21 09:00:00.000000000,1548032400000000000,147900.0,148140.0,147070.0,147390.0,2432,17743,17581
2019-01-21 10:00:00.000000000,1548036000000000000,147390.0,147740.0,147370.0,147580.0,823,17581,17557
2019-01-21 11:00:00.000000000,1548039600000000000,147580.0,147650.0,147480.0,147590.0,420,17557,17545
2019-01-21 13:00:00.000000000,1548046800000000000,147590.0,147690.0,147350.0,147460.0,489,17545,17562
2019-01-21 14:00:00.000000000,1548050400000000000,147460.0,148130.0,147410.0,147970.0,1839,17562,17552
2019-01-21 21:00:00.000000000,1548075600000000000,148090.0,148680.0,147980.0,148590.0,2839,17552,18002
2019-01-21 22:00:00.000000000,1548079200000000000,148590.0,148900.0,148540.0,148850.0,1513,18002,18162
2019-01-21 23:00:00.000000000,1548082800000000000,148850.0,149140.0,148710.0,149040.0,1836,18162,18386
2019-01-22 00:00:00.000000000,1548086400000000000,149040.0,149090.0,148570.0,148640.0,1202,18386,18269
2019-01-22 09:00:00.000000000,1548118800000000000,148610.0,149740.0,148560.0,149210.0,3282,18269,18525
2019-01-22 10:00:00.000000000,1548122400000000000,149210.0,149280.0,148320.0,148480.0,2221,18525,18158
2019-01-22 11:00:00.000000000,1548126000000000000,148480.0,148600.0,148420.0,148500.0,381,18158,18109
2019-01-22 13:00:00.000000000,1548133200000000000,148460.0,148460.0,147930.0,148100.0,1321,18109,17937
2019-01-22 14:00:00.000000000,1548136800000000000,148100.0,148240.0,147730.0,147930.0,1771,17937,17606
2019-01-22 21:00:00.000000000,1548162000000000000,148240.0,148420.0,147900.0,148090.0,1331,17606,17812
2019-01-22 22:00:00.000000000,1548165600000000000,148090.0,148140.0,147970.0,148050.0,263,17812,17830
2019-01-22 23:00:00.000000000,1548169200000000000,148050.0,148050.0,147340.0,147530.0,1463,17830,17837
2019-01-23 00:00:00.000000000,1548172800000000000,147530.0,147700.0,147500.0,147500.0,454,17837,17767
2019-01-23 09:00:00.000000000,1548205200000000000,147500.0,147800.0,147400.0,147680.0,1187,17767,17765
2019-01-23 10:00:00.000000000,1548208800000000000,147680.0,147680.0,147120.0,147370.0,1249,17765,17660
2019-01-23 11:00:00.000000000,1548212400000000000,147370.0,147800.0,147300.0,147480.0,601,17660,17544
2019-01-23 13:00:00.000000000,1548219600000000000,147460.0,147890.0,147350.0,147530.0,497,17544,17501
2019-01-23 14:00:00.000000000,1548223200000000000,147530.0,147620.0,147300.0,147350.0,1126,17501,17385
2019-01-23 21:00:00.000000000,1548248400000000000,147760.0,148510.0,147670.0,148000.0,2535,17385,17382
2019-01-23 22:00:00.000000000,1548252000000000000,148000.0,148120.0,147830.0,147950.0,636,17382,17402
2019-01-23 23:00:00.000000000,1548255600000000000,147950.0,147990.0,147790.0,147890.0,433,17402,17437
2019-01-24 00:00:00.000000000,1548259200000000000,147890.0,148270.0,147870.0,148110.0,516,17437,17401
2019-01-24 09:00:00.000000000,1548291600000000000,148160.0,148740.0,148090.0,148500.0,2333,17401,17708
2019-01-24 10:00:00.000000000,1548295200000000000,148500.0,148580.0,148010.0,148330.0,834,17708,17727
2019-01-24 11:00:00.000000000,1548298800000000000,148330.0,148520.0,148320.0,148490.0,370,17727,17694
2019-01-24 13:00:00.000000000,1548306000000000000,148410.0,148490.0,148190.0,148300.0,477,17694,17721
2019-01-24 14:00:00.000000000,1548309600000000000,148300.0,148670.0,148050.0,148250.0,1540,17721,17665
2019-01-24 21:00:00.000000000,1548334800000000000,148600.0,149040.0,148500.0,148750.0,2602,17665,17895
2019-01-24 22:00:00.000000000,1548338400000000000,148750.0,149040.0,148680.0,148950.0,1300,17895,18134
2019-01-24 23:00:00.000000000,1548342000000000000,148950.0,149180.0,148810.0,148850.0,1194,18134,18249
2019-01-25 00:00:00.000000000,1548345600000000000,148850.0,148910.0,148530.0,148680.0,566,18249,18122
2019-01-25 09:00:00.000000000,1548378000000000000,148680.0,148780.0,148260.0,148770.0,1707,18122,17979
2019-01-25 10:00:00.000000000,1548381600000000000,148770.0,148920.0,148430.0,148520.0,540,17979,17950
2019-01-25 11:00:00.000000000,1548385200000000000,148520.0,148700.0,148400.0,148680.0,442,17950,17970
2019-01-25 13:00:00.000000000,1548392400000000000,148680.0,148820.0,148570.0,148630.0,474,17970,18030
2019-01-25 14:00:00.000000000,1548396000000000000,148630.0,149070.0,148630.0,148960.0,1752,18030,17956
2019-01-25 21:00:00.000000000,1548421200000000000,148070.0,148250.0,147530.0,147750.0,3184,17956,17723
2019-01-25 22:00:00.000000000,1548424800000000000,147750.0,147900.0,147680.0,147780.0,834,17723,17717
2019-01-25 23:00:00.000000000,1548428400000000000,147780.0,147900.0,147760.0,147850.0,622,17717,17712
2019-01-26 00:00:00.000000000,1548432000000000000,147850.0,148000.0,147710.0,147910.0,460,17712,17643
2019-01-28 09:00:00.000000000,1548637200000000000,147910.0,148000.0,147570.0,147690.0,1799,17643,17490
2019-01-28 10:00:00.000000000,1548640800000000000,147690.0,147800.0,147550.0,147590.0,743,17490,17505
2019-01-28 11:00:00.000000000,1548644400000000000,147590.0,147610.0,147450.0,147540.0,743,17505,17560
2019-01-28 13:00:00.000000000,1548651600000000000,147540.0,147570.0,147330.0,147530.0,556,17560,17624
2019-01-28 14:00:00.000000000,1548655200000000000,147530.0,147880.0,147470.0,147700.0,1228,17624,17206
2019-01-28 21:00:00.000000000,1548680400000000000,147830.0,147980.0,147600.0,147760.0,1130,17206,17164
2019-01-28 22:00:00.000000000,1548684000000000000,147760.0,147890.0,147700.0,147770.0,490,17164,17126
2019-01-28 23:00:00.000000000,1548687600000000000,147770.0,148200.0,147730.0,148090.0,796,17126,17145
2019-01-29 00:00:00.000000000,1548691200000000000,148090.0,148150.0,147780.0,147820.0,506,17145,17082
2019-01-29 09:00:00.000000000,1548723600000000000,148000.0,148450.0,147810.0,148250.0,1495,17082,17210
2019-01-29 10:00:00.000000000,1548727200000000000,148250.0,148270.0,147650.0,147710.0,990,17210,17117
2019-01-29 11:00:00.000000000,1548730800000000000,147710.0,147750.0,147520.0,147650.0,548,17117,17052
2019-01-29 13:00:00.000000000,1548738000000000000,147650.0,147780.0,147620.0,147660.0,719,17052,17126
2019-01-29 14:00:00.000000000,1548741600000000000,147660.0,147720.0,147400.0,147630.0,1702,17126,17138
2019-01-29 21:00:00.000000000,1548766800000000000,147920.0,148000.0,147630.0,147790.0,1265,17138,16993
2019-01-29 22:00:00.000000000,1548770400000000000,147790.0,148170.0,147790.0,148120.0,1148,16993,16733
2019-01-29 23:00:00.000000000,1548774000000000000,148120.0,148140.0,147800.0,147950.0,532,16733,16650
2019-01-30 00:00:00.000000000,1548777600000000000,147950.0,148300.0,147920.0,148300.0,604,16650,16690
2019-01-30 09:00:00.000000000,1548810000000000000,148180.0,148530.0,147980.0,148180.0,2092,16690,16627
2019-01-30 10:00:00.000000000,1548813600000000000,148180.0,148350.0,148100.0,148190.0,499,16627,16611
2019-01-30 11:00:00.000000000,1548817200000000000,148190.0,148560.0,148160.0,148520.0,602,16611,16634
2019-01-30 13:00:00.000000000,1548824400000000000,148560.0,148660.0,148440.0,148500.0,760,16634,16579
2019-01-30 14:00:00.000000000,1548828000000000000,148500.0,148800.0,148460.0,148620.0,1611,16579,16548
2019-01-30 21:00:00.000000000,1548853200000000000,148000.0,148590.0,147730.0,147910.0,1417,16548,16431
2019-01-30 22:00:00.000000000,1548856800000000000,147910.0,148000.0,147830.0,147970.0,538,16431,16434
2019-01-30 23:00:00.000000000,1548860400000000000,147970.0,148120.0,147900.0,148110.0,331,16434,16463
2019-01-31 00:00:00.000000000,1548864000000000000,148110.0,148200.0,147910.0,148010.0,336,16463,16408
2019-01-31 09:00:00.000000000,1548896400000000000,148000.0,148030.0,147500.0,147550.0,1616,16408,16429
2019-01-31 10:00:00.000000000,1548900000000000000,147550.0,147930.0,147500.0,147740.0,906,16429,16338
2019-01-31 11:00:00.000000000,1548903600000000000,147740.0,147770.0,147620.0,147730.0,281,16338,16334
2019-01-31 13:00:00.000000000,1548910800000000000,147740.0,148080.0,147660.0,148050.0,489,16334,16297
2019-01-31 14:00:00.000000000,1548914400000000000,148050.0,148600.0,148040.0,148240.0,2019,16297,15966
2019-01-31 21:00:00.000000000,1548939600000000000,148950.0,149090.0,148530.0,148670.0,1221,15966,15935
2019-01-31 22:00:00.000000000,1548943200000000000,148670.0,148860.0,148650.0,148660.0,255,15935,15958
2019-01-31 23:00:00.000000000,1548946800000000000,148660.0,148790.0,148430.0,148590.0,502,15958,15965
2019-02-01 00:00:00.000000000,1548950400000000000,148590.0,148750.0,148570.0,148750.0,172,15965,15931
2019-02-01 09:00:00.000000000,1548982800000000000,148750.0,148870.0,147920.0,148090.0,1222,15931,15610
2019-02-01 10:00:00.000000000,1548986400000000000,148090.0,148180.0,147700.0,148090.0,545,15610,15602
2019-02-01 11:00:00.000000000,1548990000000000000,148090.0,148330.0,148000.0,148160.0,358,15602,15571
2019-02-01 13:00:00.000000000,1548997200000000000,148160.0,148400.0,148040.0,148390.0,511,15571,15532
2019-02-01 14:00:00.000000000,1549000800000000000,148390.0,148990.0,148390.0,148950.0,1236,15532,15429
2019-02-11 09:00:00.000000000,1549846800000000000,149290.0,150490.0,148960.0,150450.0,3793,15429,15910
2019-02-11 10:00:00.000000000,1549850400000000000,150450.0,150520.0,149850.0,149940.0,1253,15910,15960
2019-02-11 11:00:00.000000000,1549854000000000000,149940.0,150250.0,149450.0,149770.0,819,15960,15887
2019-02-11 13:00:00.000000000,1549861200000000000,149770.0,150270.0,149770.0,150270.0,360,15887,15953
2019-02-11 14:00:00.000000000,1549864800000000000,150270.0,150500.0,149860.0,150500.0,1239,15953,16081
2019-02-11 21:00:00.000000000,1549890000000000000,150320.0,150410.0,149730.0,149820.0,1917,16081,16213
2019-02-11 22:00:00.000000000,1549893600000000000,149820.0,150000.0,149520.0,149670.0,720,16213,16140
2019-02-11 23:00:00.000000000,1549897200000000000,149670.0,149790.0,149550.0,149720.0,297,16140,16147
2019-02-12 00:00:00.000000000,1549900800000000000,149720.0,149780.0,149630.0,149630.0,142,16147,16112
2019-02-12 09:00:00.000000000,1549933200000000000,149640.0,149860.0,149280.0,149620.0,1102,16112,16150
2019-02-12 10:00:00.000000000,1549936800000000000,149620.0,149790.0,149570.0,149790.0,266,16150,16127
2019-02-12 11:00:00.000000000,1549940400000000000,149790.0,149970.0,149720.0,149880.0,432,16127,16111
2019-02-12 13:00:00.000000000,1549947600000000000,149880.0,149910.0,149460.0,149630.0,510,16111,16098
2019-02-12 14:00:00.000000000,1549951200000000000,149630.0,149960.0,149620.0,149880.0,932,16098,16109
2019-02-12 21:00:00.000000000,1549976400000000000,149570.0,149910.0,149480.0,149840.0,836,16109,16156
2019-02-12 22:00:00.000000000,1549980000000000000,149840.0,149960.0,149020.0,149170.0,1351,16156,16172
2019-02-12 23:00:00.000000000,1549983600000000000,149170.0,149250.0,148080.0,148370.0,1748,16172,16027
2019-02-13 00:00:00.000000000,1549987200000000000,148370.0,148420.0,148240.0,148350.0,312,16027,15940
2019-02-13 09:00:00.000000000,1550019600000000000,148370.0,148680.0,148100.0,148360.0,1706,15940,15853
2019-02-13 10:00:00.000000000,1550023200000000000,148360.0,148400.0,148000.0,148140.0,1115,15853,15930
2019-02-13 11:00:00.000000000,1550026800000000000,148140.0,148370.0,147930.0,148240.0,707,15930,15898
2019-02-13 13:00:00.000000000,1550034000000000000,148300.0,148420.0,148170.0,148290.0,372,15898,15873
2019-02-13 14:00:00.000000000,1550037600000000000,148290.0,148430.0,147800.0,147940.0,1331,15873,15686
2019-02-13 21:00:00.000000000,1550062800000000000,148680.0,148840.0,148240.0,148700.0,2344,15686,15716
2019-02-13 22:00:00.000000000,1550066400000000000,148700.0,148780.0,148600.0,148730.0,596,15716,15668
2019-02-13 23:00:00.000000000,1550070000000000000,148730.0,148760.0,148590.0,148590.0,476,15668,15653
2019-02-14 00:00:00.000000000,1550073600000000000,148590.0,148800.0,148590.0,148610.0,318,15653,15571
2019-02-14 09:00:00.000000000,1550106000000000000,148720.0,149180.0,148660.0,148930.0,1484,15571,15587
2019-02-14 10:00:00.000000000,1550109600000000000,148930.0,148950.0,148600.0,148670.0,504,15587,15636
2019-02-14 11:00:00.000000000,1550113200000000000,148670.0,148870.0,148600.0,148820.0,254,15636,15632
2019-02-14 13:00:00.000000000,1550120400000000000,148820.0,148940.0,148790.0,148850.0,193,15632,15611
2019-02-14 14:00:00.000000000,1550124000000000000,148850.0,148990.0,148600.0,148600.0,863,15611,15615
2019-02-14 21:00:00.000000000,1550149200000000000,148630.0,148800.0,148220.0,148270.0,1395,15615,15569
2019-02-14 22:00:00.000000000,1550152800000000000,148270.0,148320.0,148030.0,148150.0,751,15569,15625
2019-02-14 23:00:00.000000000,1550156400000000000,148150.0,148450.0,148110.0,148410.0,412,15625,15546
2019-02-15 00:00:00.000000000,1550160000000000000,148410.0,148740.0,148410.0,148740.0,400,15546,15521
2019-02-15 09:00:00.000000000,1550192400000000000,148650.0,148750.0,148540.0,148540.0,763,15521,15492
2019-02-15 10:00:00.000000000,1550196000000000000,148540.0,148690.0,148460.0,148690.0,435,15492,15513
2019-02-15 11:00:00.000000000,1550199600000000000,148690.0,148880.0,148680.0,148740.0,849,15513,15499
2019-02-15 13:00:00.000000000,1550206800000000000,148730.0,148730.0,148450.0,148540.0,392,15499,15462
2019-02-15 14:00:00.000000000,1550210400000000000,148540.0,148540.0,148240.0,148300.0,873,15462,15464
2019-02-15 21:00:00.000000000,1550235600000000000,148290.0,148700.0,148030.0,148600.0,1143,15464,15439
2019-02-15 22:00:00.000000000,1550239200000000000,148600.0,149160.0,148590.0,148960.0,1372,15439,15559
2019-02-15 23:00:00.000000000,1550242800000000000,148960.0,149270.0,148890.0,149210.0,552,15559,15656
2019-02-16 00:00:00.000000000,1550246400000000000,149210.0,149460.0,149070.0,149390.0,1259,15656,15783
2019-02-18 09:00:00.000000000,1550451600000000000,149390.0,149560.0,149080.0,149170.0,1377,15783,15760
2019-02-18 10:00:00.000000000,1550455200000000000,149170.0,149170.0,148660.0,148980.0,829,15760,15736
2019-02-18 11:00:00.000000000,1550458800000000000,148980.0,149200.0,148890.0,149170.0,675,15736,15757
2019-02-18 13:00:00.000000000,1550466000000000000,149170.0,149240.0,149020.0,149160.0,326,15757,15828
2019-02-18 14:00:00.000000000,1550469600000000000,149160.0,149360.0,149000.0,149090.0,998,15828,15873
2019-02-18 21:00:00.000000000,1550494800000000000,148740.0,149530.0,148730.0,149190.0,1126,15873,15957
2019-02-18 22:00:00.000000000,1550498400000000000,149190.0,149290.0,149090.0,149200.0,313,15957,15985
2019-02-18 23:00:00.000000000,1550502000000000000,149200.0,149480.0,149150.0,149180.0,690,15985,16078
2019-02-19 00:00:00.000000000,1550505600000000000,149180.0,149340.0,149100.0,149150.0,285,16078,16002
